# _root_ Prens , " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye _ seslenince , cadı Rapunzel'den _ kestiği saç örgüsünü _ uzatmış aşağıya .
#goldHeads=17,0,0,5,6,9,0,9,14,12,12,13,0,16,0,17,18,27,0,27,22,23,25,25,27,27,29,27,0,
#predictedHeads=12,0,0,12,0,12,0,9,12,12,12,13,16,0,0,17,18,27,0,21,22,23,24,25,27,27,29,26,0,
(9,3),(9,18),0.0778801 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.00153205 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.157828 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0706418 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.130616 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0317593 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00183869 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.103584 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.00183869 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00151742 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0531748 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0760747 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0226325 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.00183869 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0214278 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.180149 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.13294 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.00827072 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.134413 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00827072 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0102339 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.00402826 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.117494 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.132382 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.00827072 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.130616 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0317593 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00183869 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.103584 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00183869 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00151742 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0531748 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0760747 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0226325 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.00183869 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.145336 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0534565 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.130753 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0534565 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0550578 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0390246 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.127334 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.00801495 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0534565 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00336382 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0575514 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00335948 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00459883 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0532198 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.107125 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0108285 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.00335948 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0295629 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0572542 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0572542 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.000551155 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0310266 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0113068 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0572542 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0842997 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0842997 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0539275 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0610311 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0531391 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0842997 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0572542 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.000551155 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0310266 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0113068 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0572542 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.000802338 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.034742 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.00995331 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.0586077 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0347782 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0244146 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.00524739 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0513618 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0793073 # DEPENDENCYPART_SIBL
(9,18),(9,24),-0.00128152 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0612677 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0269906 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.187315 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0429459 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.130953 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.108748 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0132882 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.359898 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0478537 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0407937 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.397984 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.00856841 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0616974 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.425317 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.300661 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.149992 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0618333 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.010894 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0618333 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.010894 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0574631 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0574457 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.193546 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0275436 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0304097 # DEPENDENCYPART_SIBL
(12,1),(12,28),-0.0209523 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.00635719 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0839136 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.00635719 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0870083 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.217342 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0974612 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.000708968 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.282722 # DEPENDENCYPART_SIBL
(12,2),(12,28),0.042167 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0546597 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.00382888 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0502895 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0597676 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.198293 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0128207 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0142247 # DEPENDENCYPART_SIBL
(12,4),(12,28),-0.0209523 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.00635719 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0870083 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.217342 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0974612 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.000708968 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.282722 # DEPENDENCYPART_SIBL
(12,5),(12,28),0.042167 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0502895 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0597676 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.198293 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0128207 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0142247 # DEPENDENCYPART_SIBL
(12,6),(12,28),-0.0209523 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.120138 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.108748 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0390256 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.180629 # DEPENDENCYPART_SIBL
(12,7),(12,28),0.0218567 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.359902 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.336676 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.812545 # DEPENDENCYPART_SIBL
(12,8),(12,28),0.0257738 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0953402 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0583422 # DEPENDENCYPART_SIBL
(12,9),(12,28),0.0411498 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0235407 # DEPENDENCYPART_SIBL
(12,10),(12,28),-0.0224332 # DEPENDENCYPART_SIBL
(12,11),(12,28),0.079324 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0734445 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0720164 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0223708 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0734445 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0690743 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0222351 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.180134 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0390204 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0856185 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0158348 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.018561 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0188957 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.122246 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.00542227 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.084983 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0880777 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.231464 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0941547 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.000225952 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.305422 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0173029 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0268142 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0252184 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0143874 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.025502 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.041173 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.156362 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0796782 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0199632 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.204698 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.00250673 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0321676 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0312993 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0662709 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0619007 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.024557 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.184882 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0242975 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0694334 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.00111191 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.018561 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0188957 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0880777 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.231464 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0941547 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.000225952 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.305422 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0173029 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0268142 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0252184 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.13319 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.106511 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0386254 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.202794 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0560818 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0393532 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0384849 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.361066 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.336537 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.834172 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.319153 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0569777 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0561143 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0954746 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0799732 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.112859 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0171724 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0163263 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0787495 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00893905 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0193566 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0196913 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.331169 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0716068 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0711465 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.018561 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0188957 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00627983 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0763254 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0535198 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0694033 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.115035 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.216551 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0304642 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0304642 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0143507 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0157348 # DEPENDENCYPART_SIBL
(14,2),(14,25),-0.0265606 # DEPENDENCYPART_SIBL
(14,2),(14,27),-0.0527208 # DEPENDENCYPART_SIBL
(14,2),(14,28),-0.0266655 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0057268 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.000735849 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.129747 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.15301 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0335014 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0335014 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0185581 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.00705724 # DEPENDENCYPART_SIBL
(14,3),(14,25),-0.0197289 # DEPENDENCYPART_SIBL
(14,3),(14,27),-0.040738 # DEPENDENCYPART_SIBL
(14,3),(14,28),-0.0197814 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0498624 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.183454 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.147671 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0288189 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0288189 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0261421 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00786432 # DEPENDENCYPART_SIBL
(14,7),(14,25),-0.0292036 # DEPENDENCYPART_SIBL
(14,7),(14,27),-0.0429537 # DEPENDENCYPART_SIBL
(14,7),(14,28),-0.029256 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.395675 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.639628 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.375104 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.375104 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0456976 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0396755 # DEPENDENCYPART_SIBL
(14,8),(14,25),-0.0261589 # DEPENDENCYPART_SIBL
(14,8),(14,27),-0.073568 # DEPENDENCYPART_SIBL
(14,8),(14,28),-0.0261589 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.221147 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.165265 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.165265 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0331343 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0272764 # DEPENDENCYPART_SIBL
(14,9),(14,25),-0.0256089 # DEPENDENCYPART_SIBL
(14,9),(14,27),-0.076495 # DEPENDENCYPART_SIBL
(14,9),(14,28),-0.0256089 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.279833 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.279833 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0209408 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0202062 # DEPENDENCYPART_SIBL
(14,11),(14,25),0.0129877 # DEPENDENCYPART_SIBL
(14,11),(14,27),-0.00213028 # DEPENDENCYPART_SIBL
(14,11),(14,28),0.0129484 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0827383 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0117593 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0252381 # DEPENDENCYPART_SIBL
(14,12),(14,25),-0.0128011 # DEPENDENCYPART_SIBL
(14,12),(14,27),-0.0253387 # DEPENDENCYPART_SIBL
(14,12),(14,28),-0.0128011 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0117593 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0252381 # DEPENDENCYPART_SIBL
(14,13),(14,25),-0.0128011 # DEPENDENCYPART_SIBL
(14,13),(14,27),-0.0253387 # DEPENDENCYPART_SIBL
(14,13),(14,28),-0.0128011 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0213019 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.0322572 # DEPENDENCYPART_SIBL
(14,15),(14,27),-0.0286179 # DEPENDENCYPART_SIBL
(14,15),(14,28),-0.0322572 # DEPENDENCYPART_SIBL
(14,16),(14,25),-0.00122228 # DEPENDENCYPART_SIBL
(14,16),(14,27),-0.0241113 # DEPENDENCYPART_SIBL
(14,16),(14,28),-0.00122228 # DEPENDENCYPART_SIBL
(14,25),(14,27),-0.0290471 # DEPENDENCYPART_SIBL
(14,25),(14,28),-0.0439562 # DEPENDENCYPART_SIBL
(14,27),(14,28),-0.020723 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.014747 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.115461 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.13911 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.00939083 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.0024637 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.00673661 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0588332 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0544472 # DEPENDENCYPART_SIBL
(15,3),(15,24),-0.0162231 # DEPENDENCYPART_SIBL
(15,3),(15,25),-0.0162231 # DEPENDENCYPART_SIBL
(15,3),(15,27),-0.0399206 # DEPENDENCYPART_SIBL
(15,3),(15,28),-0.0162756 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.445235 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.648166 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.371674 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.170632 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0381478 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.094306 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0015409 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.0203462 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.0203462 # DEPENDENCYPART_SIBL
(15,8),(15,27),-0.0715478 # DEPENDENCYPART_SIBL
(15,8),(15,28),-0.0203462 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.228866 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.161018 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.148855 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0257441 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0926794 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0237233 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.0197915 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.0197915 # DEPENDENCYPART_SIBL
(15,9),(15,27),-0.0744701 # DEPENDENCYPART_SIBL
(15,9),(15,28),-0.0197915 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.289766 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0776611 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.02063 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0263529 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.00859337 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.0165061 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.0165061 # DEPENDENCYPART_SIBL
(15,11),(15,27),-0.00129793 # DEPENDENCYPART_SIBL
(15,11),(15,28),0.0164668 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0656836 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0279161 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0428455 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0227474 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.00710505 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.00710505 # DEPENDENCYPART_SIBL
(15,13),(15,27),-0.0215236 # DEPENDENCYPART_SIBL
(15,13),(15,28),-0.00710505 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.00754363 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0610489 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0353861 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0256977 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0256977 # DEPENDENCYPART_SIBL
(15,14),(15,27),-0.0421363 # DEPENDENCYPART_SIBL
(15,14),(15,28),-0.0257501 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.026703 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0231006 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.000410661 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.000410661 # DEPENDENCYPART_SIBL
(15,16),(15,27),-0.0241112 # DEPENDENCYPART_SIBL
(15,16),(15,28),-0.000410661 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0238999 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.027078 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.027078 # DEPENDENCYPART_SIBL
(15,17),(15,27),-0.0260774 # DEPENDENCYPART_SIBL
(15,17),(15,28),-0.027078 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.0244225 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.0244225 # DEPENDENCYPART_SIBL
(15,18),(15,27),-0.0123026 # DEPENDENCYPART_SIBL
(15,18),(15,28),0.0244225 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.0431461 # DEPENDENCYPART_SIBL
(15,24),(15,27),-0.0290484 # DEPENDENCYPART_SIBL
(15,24),(15,28),-0.0431461 # DEPENDENCYPART_SIBL
(15,25),(15,27),-0.0290484 # DEPENDENCYPART_SIBL
(15,25),(15,28),-0.0431461 # DEPENDENCYPART_SIBL
(15,27),(15,28),-0.0199117 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.231726 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.225341 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.190582 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.179672 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.228468 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.19058 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.179671 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.19058 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.179671 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.163998 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.00543856 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.00543856 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.00155247 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.00344312 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.01312 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0581722 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.0416763 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.00662198 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.00312377 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0373243 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0127734 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.0127734 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.0699033 # DEPENDENCYPART_SIBL
(17,1),(17,24),0.0127734 # DEPENDENCYPART_SIBL
(17,1),(17,25),0.0127734 # DEPENDENCYPART_SIBL
(17,1),(17,26),-0.0699033 # DEPENDENCYPART_SIBL
