# _root_ Birkaç tane rapor ve kamuoyunda da bu olayın kaza _ olmadığı , suikast _ olduğu gibi yaygın bir kanaat _ vardı , o kadar .
#goldHeads=2,3,4,5,20,5,8,10,10,11,12,14,14,15,16,19,19,19,20,21,22,24,24,25,0,
#predictedHeads=2,3,4,5,10,5,8,11,10,11,21,0,15,15,16,21,19,19,21,21,25,0,24,21,0,
(8,5),(5,8),-0.481117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.645579 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.347216 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.235525 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.379692 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.298443 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.356478 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.499086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,5),-0.36152 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.26835 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.738291 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.986358 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.640996 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.50368 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.621926 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.38923 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.418277 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.243463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.101541 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.338019 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.0495595 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.0650111 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.986358 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.640996 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.50368 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.621926 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.38923 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.418277 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.243463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.407924 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.15013 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.35271 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.483336 # DEPENDENCYPART_GRANDPAR
(9,1),(1,24),-0.526416 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.476733 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.183116 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.480997 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.690736 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.381032 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0404011 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.183008 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.184081 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.477223 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.245699 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.48095 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.690482 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.472996 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.173799 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0404011 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.183008 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.413025 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.815718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.350487 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.184081 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.504028 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.208584 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.685133 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.571164 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.688522 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0872053 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.493095 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.700632 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.483146 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.179291 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.656157 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.210758 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.183125 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.815725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.434313 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-0.262087 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.657007 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.849558 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.616203 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.274985 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.801452 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),0.0662925 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.362894 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.501307 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.79165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0507486 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.155313 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0402159 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.0745827 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.0944461 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.159986 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.163875 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.99855 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.765637 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.411432 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.950886 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.206522 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.414234 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.650741 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.578001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.153401 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.136725 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.210975 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.337976 # DEPENDENCYPART_GRANDPAR
(10,1),(1,24),-0.36471 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.410003 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.0227278 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.402229 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.0893312 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.332172 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.31089 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.0248808 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.628589 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.0995013 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.218768 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.40724 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.0939295 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.24414 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.100145 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.31089 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0248808 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.0975886 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.11508 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.684187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,18),-0.628589 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.326673 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.0941106 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.403815 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.252203 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.372857 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.117249 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.468121 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.148876 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.299086 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.139413 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.360779 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.32705 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0423365 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.115683 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.211114 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-0.689679 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.42004 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.104124 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.258101 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.107452 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.316027 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.29549 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0017855 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.0863164 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.684187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.211112 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.628589 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.689679 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.485131 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.590471 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.245429 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.678181 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.0177941 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.281231 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.333406 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.350897 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.501191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,15),0.104686 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.584051 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.0174129 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.184429 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.20192 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.917947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.233595 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0148484 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.061542 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.177931 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),0.188583 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.0108489 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.501191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.0246768 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.296244 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.154808 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.0573508 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.183089 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.332385 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.0948171 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.334215 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.407813 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.485136 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.590476 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.24544 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.678187 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.0178025 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.333411 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.350902 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.0246713 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.296247 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.231535 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.210654 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.318038 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.316855 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.283156 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.273596 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0845359 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.126853 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-0.607391 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.245428 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.281231 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.350897 # DEPENDENCYPART_GRANDPAR
(10,19),(19,11),0.0246768 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.296244 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.231529 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.210541 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0336335 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.0246523 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.286736 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.5372 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.220661 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.334378 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.196088 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.407975 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.083775 # DEPENDENCYPART_GRANDPAR
(10,24),(24,4),-0.247663 # DEPENDENCYPART_GRANDPAR
(10,24),(24,7),-0.283465 # DEPENDENCYPART_GRANDPAR
(10,24),(24,11),0.0318698 # DEPENDENCYPART_GRANDPAR
(10,24),(24,12),-0.300225 # DEPENDENCYPART_GRANDPAR
(10,24),(24,15),-0.0264405 # DEPENDENCYPART_GRANDPAR
(10,24),(24,16),0.0214061 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),-0.29211 # DEPENDENCYPART_GRANDPAR
(10,24),(24,18),-0.551288 # DEPENDENCYPART_GRANDPAR
(10,24),(24,19),-0.235342 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),-0.316297 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.402527 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.443345 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.489804 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-0.52525 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0179435 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.119192 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.0222072 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.0736553 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.251042 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.131956 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.1193 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.086584 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.12731 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.171038 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.0221599 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.0734016 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.0437118 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.00245053 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.131956 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.1193 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.178182 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.424069 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.470662 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.086584 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.0811623 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0604487 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.260924 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.0238748 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.258184 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.0178682 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.0343056 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.0835509 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.0538611 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.00304103 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.22553 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0896168 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.131973 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.422908 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.76916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,23),-0.0872505 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.0394622 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.0863149 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.0587655 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.0112495 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.228294 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0985925 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.117236 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.226335 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.470476 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.769153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,18),-0.086584 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-0.0872483 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.00340328 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.0212616 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.0567821 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.00949341 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.117981 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.00471256 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.146968 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.299979 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.599688 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.619171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.269923 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.252806 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.200903 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),0.0959741 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.333285 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-0.447861 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.375505 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.330388 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.275449 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.514294 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.10681 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.0555197 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),0.190366 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.535519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.116092 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.169146 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.176476 # DEPENDENCYPART_GRANDPAR
(12,1),(1,24),-0.650521 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.425888 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.767552 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.532965 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.186103 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.596864 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.267508 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.113996 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.494844 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.213416 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.217122 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.362576 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.0156542 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.40992 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-0.229585 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.593123 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.262485 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.110941 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.494071 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.208393 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.216738 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.361642 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0366783 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.136929 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.409929 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.278508 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-0.229585 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.924745 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.552426 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.38361 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.811372 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.507512 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.534294 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.669221 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.350144 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.396319 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0763177 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.407651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.14233 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.294655 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.142319 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.492445 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-0.591131 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.241339 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.0878267 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.498884 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.187247 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.219639 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.364347 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.0155323 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0624795 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.229026 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.452786 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.223076 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.0197085 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.207456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.251831 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.104386 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.131383 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.0778081 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.291766 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.115774 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),0.0766169 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.479067 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.314019 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.406685 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.245314 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.287288 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.253973 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),0.138296 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.406233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.356944 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.400578 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.104109 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.177004 # DEPENDENCYPART_GRANDPAR
