# _root_ Ama , doların _ hızlı _ düşüşü enflasyonu _ _ artırırken , yumuşak inişi _ _ _ sertleştirebilecektir .
#goldHeads=19,0,6,5,7,7,10,10,10,11,18,0,14,18,16,17,18,19,0,
#predictedHeads=19,0,7,5,7,7,11,10,10,11,18,0,14,18,16,17,18,19,0,
(10,18),(18,7),-0.471621 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.243831 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.477696 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.281497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),-0.0602894 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.250466 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.0739884 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.642345 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.0928131 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.200846 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.321719 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.170123 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.0810343 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.133491 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.247299 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.0316327 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.281018 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.115183 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.202227 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.047554 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.170123 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.143688 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.153453 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.240711 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.324348 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.470367 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.170123 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.143688 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.153453 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.242396 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.324348 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.518346 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.173478 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.0418289 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.25842 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.0466459 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.320586 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.385272 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.320381 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.449706 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.695243 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.707616 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.375885 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.234475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.0412702 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.0450487 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.0633998 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.0681778 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.0679468 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.159636 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.172619 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.53765 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.306638 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.340611 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),-0.345898 # DEPENDENCYPART_GRANDPAR
(12,2),(2,18),-0.420205 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.0608773 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.132178 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.206271 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.437547 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.447465 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.332285 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.418342 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.781978 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.306169 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.291923 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.427878 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.155861 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.344586 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.349873 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.409995 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),0.127056 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),0.0797183 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.116844 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.414999 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.00672554 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.055937 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.0583783 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),0.0797183 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.116844 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.414999 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.00841093 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.055937 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.123362 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.248027 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.31369 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.418342 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.781978 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.306169 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.383526 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.178137 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.321056 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.0764926 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.599521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.384334 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.344586 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.349873 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.409995 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.0953401 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.332285 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.418342 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.781978 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.306169 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.383526 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.178137 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.321056 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0970324 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0764926 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.599521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.376415 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.384334 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.344586 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.349873 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.409995 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.271873 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.552438 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.0316678 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.167623 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.137454 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.320547 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.235314 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.371269 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.112163 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.167645 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),0.158966 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.399326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.15219 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.149798 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.140904 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.135617 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.0759757 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.0773094 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.213264 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.14306 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.198541 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),0.253454 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.598103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.315069 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.598948 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.326937 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.303845 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.472768 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.0759757 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.317515 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.789951 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.0773094 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.213264 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.14306 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.198541 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),0.253454 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.598103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.315069 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.598948 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.326937 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.357387 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.472768 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.116428 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.410457 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.361212 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.823309 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.277208 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.415444 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.121007 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.256962 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.128951 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.184432 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),0.236049 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.367054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.0717501 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.135071 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.0616744 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.0797241 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.0850109 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-0.172658 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.487269 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.200776 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.256257 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),0.156733 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.486109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),-0.18095 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.300107 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.247077 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.280999 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.286286 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.239562 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.339358 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.23605 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.202656 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.197552 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.393984 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.0132921 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.292612 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.266918 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.341753 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.400052 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.347925 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.282627 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.263715 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.466712 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.339358 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.23605 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.202656 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.197552 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.393984 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.0132921 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0504304 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.292612 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.266918 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.535037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.341753 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.400052 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.347925 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.282627 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.440227 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.309173 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.494853 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.107197 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.056581 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.193496 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.489785 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),0.148551 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.355091 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.424562 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.0369064 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.20797 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.117469 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0960522 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.404437 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.375947 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.323821 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.27305 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.341654 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.344142 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.783093 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.395437 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.310501 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.22 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.331093 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.306851 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.420882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.179642 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.134037 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0819106 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.374505 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.423847 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.229458 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.231281 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.06557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,1),-0.454272 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.457943 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.266854 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.439995 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.394747 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.355668 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.391227 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.454495 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.263406 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.436547 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.386165 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.35222 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.274305 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.470143 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.332591 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.192851 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.309567 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.378247 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.297235 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.20375 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.262183 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.286992 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.473504 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.922331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),-0.313669 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.374237 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.0902304 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.330221 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.290055 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.192851 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.309567 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.378247 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.297235 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.20375 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.262183 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.320478 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.286992 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.473504 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.146237 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.922331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.313669 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.374237 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.0902304 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.25757 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.294512 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.268469 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.312973 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.054495 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.323715 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.358708 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.287764 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.475144 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),0.137901 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.0933966 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.498387 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.150551 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.114424 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.11101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.414226 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.474794 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.207915 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.278828 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.213485 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.134352 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.173804 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.286134 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.06557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,10),-0.285171 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.254193 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.377492 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.209727 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.11323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,1),-0.388811 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.437756 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.478778 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.648308 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.300471 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.212449 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.334772 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.203159 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.04843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.311709 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0464078 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.077234 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.388811 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.426857 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.703938 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.437756 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.478778 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.648308 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.300471 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.212449 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.334772 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.203159 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.04843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.311709 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.297432 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.077234 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.442725 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.14145 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.456443 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.356638 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.699044 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.0963126 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.46319 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.399893 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.120065 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.204572 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.220791 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.211743 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.280572 # DEPENDENCYPART_GRANDPAR
(15,10),(10,16),-0.268516 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.237811 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.212732 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.415288 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.300439 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.422035 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.351773 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.0944896 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.262742 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.116145 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),0.05738 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.292139 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.244899 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.174638 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.315892 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.186128 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.000439239 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.237724 # DEPENDENCYPART_GRANDPAR
(15,12),(12,16),-0.263777 # DEPENDENCYPART_GRANDPAR
