# _root_ Netameli uçaklardan _ sonuncusunun _ _ iade_edilişiyle birlikte , deve _ kurban_eden ve _ kanlı deve parçalarıyla personele fotoğraflar _ _ _ çektirten kişi , başka nasıl biri _ olabilir ?
#goldHeads=2,4,4,6,6,7,8,11,0,11,12,13,23,15,17,17,22,22,22,21,22,23,24,30,0,27,28,30,30,31,0,
#predictedHeads=2,6,4,6,6,7,8,11,0,11,12,13,14,15,16,17,22,19,22,21,22,23,24,30,0,27,28,30,30,31,0,
(14,12),(14,13),0.0207675 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.885665 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.291922 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.17023 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.171625 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.291922 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.885665 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.21791 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.144668 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.757756 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.291922 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.17023 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.171625 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.291922 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.885665 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.21791 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.144668 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.757756 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.10703 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.00825129 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.021094 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0286966 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.104145 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0616305 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.158367 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0424783 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.133538 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0860287 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0189047 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0877824 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.011096 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0368084 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.216945 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.069894 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.132281 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.176 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0286966 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.104145 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0616305 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.158367 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.21791 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.144668 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.757756 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0301031 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0184814 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.16751 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.0685754 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.030237 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.088962 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0133275 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0951929 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.00768989 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0748062 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0951929 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0947404 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.238975 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.343049 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.823994 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.323438 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.219237 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.842386 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.323438 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0793644 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.00649166 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.228157 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0212658 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0371264 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.319127 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0212658 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0422724 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0269906 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0915241 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0358976 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.16734 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0915241 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0209518 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.346606 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.135266 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.8186 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.346606 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0257743 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.00768989 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0748062 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0951929 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0947404 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.130649 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0394515 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0019562 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.327107 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0363278 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0947404 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.0685754 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.030237 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.088962 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0133275 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.0951929 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.00768989 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0748062 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0951929 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.088962 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0947404 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.0947404 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.238975 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.343049 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.823994 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.323438 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.219237 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.842386 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.323438 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.343049 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0793644 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.0793644 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.00649166 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.228157 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.0212658 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0371264 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.319127 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0212658 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.00649166 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0422724 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0422724 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0269906 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0915241 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0358976 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.16734 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0915241 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0070149 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0209518 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0209518 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.346606 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.135266 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.8186 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.346606 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.331033 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0257743 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0257743 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.00768989 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0748062 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0951929 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.088962 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0947404 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0947404 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.130649 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0394515 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0636399 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0019562 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0019562 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.327107 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.439026 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0363278 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0363278 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0882153 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0947404 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0947404 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0209518 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0209518 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0253263 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0748062 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0951929 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.088962 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.088962 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0947404 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.00620933 # DEPENDENCYPART_SIBL
(18,12),(18,30),0.0457294 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.327107 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.439026 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.439026 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0363278 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0734496 # DEPENDENCYPART_SIBL
(18,14),(18,30),-0.0211834 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0882153 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0882153 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0947404 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.00620933 # DEPENDENCYPART_SIBL
(18,15),(18,30),0.0457294 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0070149 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0209518 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0536802 # DEPENDENCYPART_SIBL
(18,16),(18,30),-0.00699382 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0209518 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0536802 # DEPENDENCYPART_SIBL
(18,17),(18,30),-0.00699382 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0226956 # DEPENDENCYPART_SIBL
(18,19),(18,30),-0.0137588 # DEPENDENCYPART_SIBL
(18,20),(18,30),-0.0294243 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0748062 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0951929 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.088962 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.088962 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.088962 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.00620933 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.00620933 # DEPENDENCYPART_SIBL
(19,12),(19,30),0.0457294 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.327107 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.439026 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.439026 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.439026 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0734496 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0734496 # DEPENDENCYPART_SIBL
(19,14),(19,30),-0.0211834 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0882153 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0882153 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0882153 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.00620933 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.00620933 # DEPENDENCYPART_SIBL
(19,15),(19,30),0.0457294 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0070149 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0070149 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0536802 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0536802 # DEPENDENCYPART_SIBL
(19,16),(19,30),-0.00699382 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0070149 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0536802 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0536802 # DEPENDENCYPART_SIBL
(19,17),(19,30),-0.00699382 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0536802 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0536802 # DEPENDENCYPART_SIBL
(19,18),(19,30),-0.00699382 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.035505 # DEPENDENCYPART_SIBL
(19,20),(19,30),-0.0294243 # DEPENDENCYPART_SIBL
(19,21),(19,30),-0.0294243 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.115775 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.0399859 # DEPENDENCYPART_SIBL
(20,8),(20,16),0.154572 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.154572 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.154572 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.154572 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.0931219 # DEPENDENCYPART_SIBL
(20,8),(20,24),-0.0198163 # DEPENDENCYPART_SIBL
(20,8),(20,25),-0.0766263 # DEPENDENCYPART_SIBL
(20,8),(20,29),-0.0931219 # DEPENDENCYPART_SIBL
(20,8),(20,30),-0.0335451 # DEPENDENCYPART_SIBL
(20,8),(20,31),-0.0909511 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.430316 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.636019 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.636019 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.636019 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.636019 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.10071 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.00173348 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.0883332 # DEPENDENCYPART_SIBL
(20,14),(20,29),-0.10071 # DEPENDENCYPART_SIBL
(20,14),(20,30),-0.0177456 # DEPENDENCYPART_SIBL
(20,14),(20,31),-0.099609 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0440023 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0440023 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0440023 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0440023 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0781796 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.00280671 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.0801922 # DEPENDENCYPART_SIBL
(20,15),(20,29),-0.0781796 # DEPENDENCYPART_SIBL
(20,15),(20,30),-0.0101026 # DEPENDENCYPART_SIBL
(20,15),(20,31),-0.0954686 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0108336 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0108336 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0108336 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0699033 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.011682 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.0373243 # DEPENDENCYPART_SIBL
(20,16),(20,29),-0.0699033 # DEPENDENCYPART_SIBL
(20,16),(20,30),0.00657948 # DEPENDENCYPART_SIBL
(20,16),(20,31),-0.0499143 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0108336 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0108336 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0699033 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.011682 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0373243 # DEPENDENCYPART_SIBL
(20,17),(20,29),-0.0699033 # DEPENDENCYPART_SIBL
(20,17),(20,30),0.00657948 # DEPENDENCYPART_SIBL
(20,17),(20,31),-0.0499143 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0108336 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0699033 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.011682 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0373243 # DEPENDENCYPART_SIBL
(20,18),(20,29),-0.0699033 # DEPENDENCYPART_SIBL
(20,18),(20,30),0.00657948 # DEPENDENCYPART_SIBL
(20,18),(20,31),-0.0499143 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0699033 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.011682 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0373243 # DEPENDENCYPART_SIBL
(20,19),(20,29),-0.0699033 # DEPENDENCYPART_SIBL
(20,19),(20,30),0.00657948 # DEPENDENCYPART_SIBL
(20,19),(20,31),-0.0499143 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0540475 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0684579 # DEPENDENCYPART_SIBL
(20,21),(20,29),-0.0638517 # DEPENDENCYPART_SIBL
(20,21),(20,30),-0.0530507 # DEPENDENCYPART_SIBL
(20,21),(20,31),-0.0863719 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.0726346 # DEPENDENCYPART_SIBL
(20,24),(20,29),-0.0253089 # DEPENDENCYPART_SIBL
(20,24),(20,30),-0.00913461 # DEPENDENCYPART_SIBL
(20,24),(20,31),0.00872296 # DEPENDENCYPART_SIBL
(20,25),(20,29),-0.0683883 # DEPENDENCYPART_SIBL
(20,25),(20,30),-0.0552277 # DEPENDENCYPART_SIBL
(20,25),(20,31),-0.0600045 # DEPENDENCYPART_SIBL
(20,29),(20,30),-0.0530507 # DEPENDENCYPART_SIBL
(20,29),(20,31),-0.0863719 # DEPENDENCYPART_SIBL
(20,30),(20,31),-0.0555206 # DEPENDENCYPART_SIBL
(21,4),(21,7),0.0108336 # DEPENDENCYPART_SIBL
(21,4),(21,8),0.0326995 # DEPENDENCYPART_SIBL
(21,4),(21,10),0.0108336 # DEPENDENCYPART_SIBL
(21,4),(21,12),0.0841319 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.210289 # DEPENDENCYPART_SIBL
(21,4),(21,16),0.0108336 # DEPENDENCYPART_SIBL
(21,4),(21,17),0.0108336 # DEPENDENCYPART_SIBL
(21,4),(21,18),0.0108336 # DEPENDENCYPART_SIBL
(21,4),(21,19),0.0108336 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.07014 # DEPENDENCYPART_SIBL
(21,4),(21,22),-0.0699033 # DEPENDENCYPART_SIBL
(21,4),(21,24),0.011682 # DEPENDENCYPART_SIBL
(21,4),(21,25),-0.0373243 # DEPENDENCYPART_SIBL
(21,4),(21,29),-0.0699033 # DEPENDENCYPART_SIBL
(21,4),(21,30),0.00657948 # DEPENDENCYPART_SIBL
(21,4),(21,31),-0.0499143 # DEPENDENCYPART_SIBL
(21,7),(21,8),0.0326995 # DEPENDENCYPART_SIBL
(21,7),(21,10),0.0108336 # DEPENDENCYPART_SIBL
(21,7),(21,12),0.0841319 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.210289 # DEPENDENCYPART_SIBL
(21,7),(21,16),0.0108336 # DEPENDENCYPART_SIBL
(21,7),(21,17),0.0108336 # DEPENDENCYPART_SIBL
(21,7),(21,18),0.0108336 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.0108336 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.07014 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.0699033 # DEPENDENCYPART_SIBL
(21,7),(21,24),0.011682 # DEPENDENCYPART_SIBL
(21,7),(21,25),-0.0373243 # DEPENDENCYPART_SIBL
(21,7),(21,29),-0.0699033 # DEPENDENCYPART_SIBL
(21,7),(21,30),0.00657948 # DEPENDENCYPART_SIBL
(21,7),(21,31),-0.0499143 # DEPENDENCYPART_SIBL
(21,8),(21,10),0.154572 # DEPENDENCYPART_SIBL
(21,8),(21,12),0.0399859 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.115775 # DEPENDENCYPART_SIBL
(21,8),(21,16),0.154572 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.154572 # DEPENDENCYPART_SIBL
(21,8),(21,18),0.154572 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.154572 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.143819 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.0931219 # DEPENDENCYPART_SIBL
(21,8),(21,24),-0.0198163 # DEPENDENCYPART_SIBL
(21,8),(21,25),-0.0766263 # DEPENDENCYPART_SIBL
(21,8),(21,29),-0.0931219 # DEPENDENCYPART_SIBL
(21,8),(21,30),-0.0335451 # DEPENDENCYPART_SIBL
(21,8),(21,31),-0.0909511 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.0841319 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.210289 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.0108336 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.0108336 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.0108336 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.0108336 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.07014 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0699033 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.011682 # DEPENDENCYPART_SIBL
(21,10),(21,25),-0.0373243 # DEPENDENCYPART_SIBL
(21,10),(21,29),-0.0699033 # DEPENDENCYPART_SIBL
(21,10),(21,30),0.00657948 # DEPENDENCYPART_SIBL
(21,10),(21,31),-0.0499143 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.0616143 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.0447493 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.0447493 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.0447493 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.0447493 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.00794182 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0781796 # DEPENDENCYPART_SIBL
(21,12),(21,24),0.00280671 # DEPENDENCYPART_SIBL
(21,12),(21,25),-0.0801922 # DEPENDENCYPART_SIBL
(21,12),(21,29),-0.0781796 # DEPENDENCYPART_SIBL
(21,12),(21,30),-0.0101026 # DEPENDENCYPART_SIBL
(21,12),(21,31),-0.0954686 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.636019 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.636019 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.636019 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.636019 # DEPENDENCYPART_SIBL
(21,14),(21,20),-1.07945 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.10071 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.00173348 # DEPENDENCYPART_SIBL
(21,14),(21,25),-0.0883332 # DEPENDENCYPART_SIBL
(21,14),(21,29),-0.10071 # DEPENDENCYPART_SIBL
(21,14),(21,30),-0.0177456 # DEPENDENCYPART_SIBL
(21,14),(21,31),-0.099609 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0108336 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0108336 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0108336 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.07014 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0699033 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.011682 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0373243 # DEPENDENCYPART_SIBL
(21,16),(21,29),-0.0699033 # DEPENDENCYPART_SIBL
(21,16),(21,30),0.00657948 # DEPENDENCYPART_SIBL
(21,16),(21,31),-0.0499143 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0108336 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0108336 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.07014 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0699033 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.011682 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.0373243 # DEPENDENCYPART_SIBL
(21,17),(21,29),-0.0699033 # DEPENDENCYPART_SIBL
(21,17),(21,30),0.00657948 # DEPENDENCYPART_SIBL
(21,17),(21,31),-0.0499143 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0108336 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.07014 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0699033 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.011682 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.0373243 # DEPENDENCYPART_SIBL
(21,18),(21,29),-0.0699033 # DEPENDENCYPART_SIBL
(21,18),(21,30),0.00657948 # DEPENDENCYPART_SIBL
(21,18),(21,31),-0.0499143 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.07014 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0699033 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.011682 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0373243 # DEPENDENCYPART_SIBL
(21,19),(21,29),-0.0699033 # DEPENDENCYPART_SIBL
