# _root_ Bu rolünün uzun bir dönem _ devam_etmesi , döviz kurlarının nerede _ olmasını _ istemenize _ _ bağlı_olarak , enflasyon _ hedeflemesinin rafa _ _ kaldırılması mecburiyetini _ doğurur .
#goldHeads=2,6,5,5,6,7,29,0,10,12,12,13,14,15,17,17,18,25,0,22,22,25,25,25,26,27,29,29,30,0,
#predictedHeads=2,7,5,5,6,7,8,0,10,12,12,13,14,15,17,17,18,29,0,22,22,27,25,25,26,27,29,29,30,0,
(10,9),(10,12),-0.0536802 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0464852 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.029967 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0113828 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0365098 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.029967 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0917949 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.029967 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.029967 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0238847 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0531385 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.102311 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.00788184 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.07014 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0108336 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.081844 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0108336 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0108336 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0732848 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.00593465 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0699033 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0922956 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.00405336 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0882199 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.00405336 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.00405336 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0669088 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.00592742 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0699214 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.563221 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.459699 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.563221 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.563221 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.32401 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.00289019 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.116215 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.081844 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0108336 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0108336 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0732848 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.00593465 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0699033 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0125111 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0125111 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0277887 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.00776881 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.120576 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0108336 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0732848 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.00593465 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0699033 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0732848 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.00593465 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0699033 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0564063 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0534885 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0253697 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.082071 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0110301 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.00694459 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0708453 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.00694459 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.00694459 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0511184 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.00487958 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0556261 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0564557 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0492416 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0564557 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0564557 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0811994 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0476193 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.00931336 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0730138 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.00931336 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.00931336 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0489499 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0137952 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0708453 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.00694459 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.00694459 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0511184 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.00487958 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.00722239 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.00722239 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.107488 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.247201 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.00694459 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0511184 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.00487958 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0511184 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00487958 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0468853 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.00788184 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0108336 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.081844 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0108336 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0108336 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.0732848 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.07014 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0284564 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0127734 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0637585 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.00405336 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0882199 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.00405336 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.00405336 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0669088 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0922956 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0216762 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0127662 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0637658 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.081844 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0108336 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0108336 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0732848 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.07014 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0284564 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0127734 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0637585 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0125111 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0125111 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0277887 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.428719 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.03697 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0108194 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0935524 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0108336 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0732848 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.07014 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0284564 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0127734 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0637585 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0732848 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.07014 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0284564 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0127734 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0637585 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0644325 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0935539 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0533794 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.108299 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.563345 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.000490241 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0724113 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0131825 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0633495 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0209004 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.00649166 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.00649166 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0154284 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.228157 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0142751 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0070149 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.00149623 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0269906 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0676383 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.00149623 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0269906 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0676383 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0430276 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0676504 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.019268 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0744605 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0749086 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0798349 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0749086 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0744605 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0475089 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0749086 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0798349 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0749086 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0744605 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0475089 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.343987 # DEPENDENCYPART_SIBL
(16,12),(16,14),-1.01501 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.340416 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.056134 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0588923 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0743639 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.047521 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.340416 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.056134 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0475089 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.00788184 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.07014 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.0108336 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.081844 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.0108336 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.0108336 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0732848 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.07014 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0284564 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.07014 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.0108336 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.210289 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0373243 # DEPENDENCYPART_SIBL
(17,2),(17,26),0.0127721 # DEPENDENCYPART_SIBL
(17,2),(17,29),0.00662862 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.0922956 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.00405336 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0882199 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.00405336 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.00405336 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.0669088 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0922956 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.0216762 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0922956 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.00405336 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.22362 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0373316 # DEPENDENCYPART_SIBL
(17,5),(17,26),0.0127649 # DEPENDENCYPART_SIBL
(17,5),(17,29),0.00661054 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.563221 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.459699 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.563221 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.563221 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.32401 # DEPENDENCYPART_SIBL
(17,6),(17,12),-1.19892 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.563345 # DEPENDENCYPART_SIBL
(17,6),(17,14),-1.19892 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.563221 # DEPENDENCYPART_SIBL
(17,6),(17,16),-1.11514 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.118712 # DEPENDENCYPART_SIBL
(17,6),(17,26),0.000489565 # DEPENDENCYPART_SIBL
(17,6),(17,29),-0.0433137 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.081844 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.0108336 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0108336 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.0732848 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.07014 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0284564 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.07014 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0108336 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.210289 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0373243 # DEPENDENCYPART_SIBL
(17,7),(17,26),0.0127721 # DEPENDENCYPART_SIBL
(17,7),(17,29),0.00662862 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.0125111 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.0125111 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.0277887 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.428719 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.03697 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.428719 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.0125111 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.430132 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.0908939 # DEPENDENCYPART_SIBL
(17,8),(17,26),0.0108188 # DEPENDENCYPART_SIBL
(17,8),(17,29),-0.0162046 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.0108336 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.0732848 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.07014 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0284564 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.07014 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0108336 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.210289 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0373243 # DEPENDENCYPART_SIBL
(17,9),(17,26),0.0127721 # DEPENDENCYPART_SIBL
(17,9),(17,29),0.00662862 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0732848 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.07014 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0284564 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.07014 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0108336 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.210289 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0373243 # DEPENDENCYPART_SIBL
(17,10),(17,26),0.0127721 # DEPENDENCYPART_SIBL
(17,10),(17,29),0.00662862 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0644325 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0935539 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0644325 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0870272 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0603339 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0887098 # DEPENDENCYPART_SIBL
(17,11),(17,26),-0.05338 # DEPENDENCYPART_SIBL
(17,11),(17,29),0.00143095 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.563345 # DEPENDENCYPART_SIBL
(17,12),(17,14),-1.19892 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.563221 # DEPENDENCYPART_SIBL
(17,12),(17,16),-1.11514 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.118712 # DEPENDENCYPART_SIBL
(17,12),(17,26),0.000489565 # DEPENDENCYPART_SIBL
(17,12),(17,29),-0.0433137 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0407409 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0187036 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.191667 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.036879 # DEPENDENCYPART_SIBL
(17,13),(17,26),0.0131812 # DEPENDENCYPART_SIBL
(17,13),(17,29),0.00707397 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.563221 # DEPENDENCYPART_SIBL
(17,14),(17,16),-1.11514 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.118712 # DEPENDENCYPART_SIBL
(17,14),(17,26),0.000489565 # DEPENDENCYPART_SIBL
(17,14),(17,29),-0.0433137 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.210289 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0373243 # DEPENDENCYPART_SIBL
(17,15),(17,26),0.0127721 # DEPENDENCYPART_SIBL
(17,15),(17,29),0.00662862 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0883332 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.000643389 # DEPENDENCYPART_SIBL
(17,16),(17,29),-0.0176964 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.0728687 # DEPENDENCYPART_SIBL
(17,19),(17,29),-0.0540562 # DEPENDENCYPART_SIBL
(17,26),(17,29),-0.00562024 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.0518185 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.0547689 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.0547689 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.0547689 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0603169 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.0547689 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.0342269 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.156911 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.0545686 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.0545686 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0545686 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.0601166 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0545686 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.0306529 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.150164 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0547689 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.0547689 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0603169 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0547689 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0342269 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.156911 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0547689 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0603169 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0547689 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0342269 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.156911 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0603169 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0547689 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0342269 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.156911 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.05476 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0422952 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.173065 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0342269 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.156911 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.380883 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.0690133 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.0235918 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.0235918 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.0432106 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0235918 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.0432106 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.0690767 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0235918 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0306063 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.015886 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.0554132 # DEPENDENCYPART_SIBL
(19,1),(19,24),-0.0554132 # DEPENDENCYPART_SIBL
(19,1),(19,25),-0.0554132 # DEPENDENCYPART_SIBL
(19,1),(19,27),-0.015886 # DEPENDENCYPART_SIBL
(19,1),(19,28),-0.0554132 # DEPENDENCYPART_SIBL
(19,1),(19,29),-0.041652 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.00474098 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.00474098 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0182491 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.00474098 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0182491 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0219116 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.00474098 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0156261 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.00206105 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.0561971 # DEPENDENCYPART_SIBL
(19,4),(19,24),-0.0561971 # DEPENDENCYPART_SIBL
(19,4),(19,25),-0.0561971 # DEPENDENCYPART_SIBL
(19,4),(19,27),-0.00206105 # DEPENDENCYPART_SIBL
(19,4),(19,28),-0.0561971 # DEPENDENCYPART_SIBL
(19,4),(19,29),-0.0415705 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.788511 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.412239 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.788511 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.408986 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.741527 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.788511 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.144268 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0668854 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.166193 # DEPENDENCYPART_SIBL
(19,6),(19,24),-0.166193 # DEPENDENCYPART_SIBL
(19,6),(19,25),-0.166193 # DEPENDENCYPART_SIBL
(19,6),(19,27),-0.0668854 # DEPENDENCYPART_SIBL
(19,6),(19,28),-0.166193 # DEPENDENCYPART_SIBL
(19,6),(19,29),-0.138055 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.412239 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.788511 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.408986 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.741527 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.788511 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.144268 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0668854 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.166193 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.166193 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.166193 # DEPENDENCYPART_SIBL
(19,12),(19,27),-0.0668854 # DEPENDENCYPART_SIBL
(19,12),(19,28),-0.166193 # DEPENDENCYPART_SIBL
(19,12),(19,29),-0.138055 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0400194 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0847794 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.165394 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0400194 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0262558 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.00261455 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0586021 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.0586021 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.0586021 # DEPENDENCYPART_SIBL
(19,13),(19,27),0.00261455 # DEPENDENCYPART_SIBL
(19,13),(19,28),-0.0586021 # DEPENDENCYPART_SIBL
(19,13),(19,29),-0.033615 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.408986 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.741527 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.788511 # DEPENDENCYPART_SIBL
