# _root_ Dışişleri_Bakanlığı , Türkiye'nin devlet _ olarak dava sürecine müdahil _ olmama kararını , Yunan mevzuatına _ dayanarak aldı .
#goldHeads=18,0,12,5,6,11,8,11,11,11,12,18,0,15,17,17,18,19,0,
#predictedHeads=18,0,5,5,6,10,8,10,10,11,12,18,0,15,16,17,18,19,0,
(10,11),(11,2),-0.509288 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.793129 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.655831 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.224844 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.388654 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.592638 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.323194 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.430334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0327008 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.509288 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.793129 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.655831 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.466293 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.224844 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.388654 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.592638 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.323194 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.430334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.057059 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.176185 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0162084 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.064511 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.179613 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.436976 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.211723 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.239678 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.443662 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.299851 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.84709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.315349 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.362122 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0903741 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.0156372 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.276555 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.335004 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.326439 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.323194 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.430334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.057059 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.103832 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.419625 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0650454 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.0598352 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.323194 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.430334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.057059 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.103832 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.419625 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.125429 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0602043 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.130716 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.377861 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),0.00709856 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.136895 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.340878 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.656801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.302451 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.349223 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.492246 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.37082 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.446435 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.294253 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.337036 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.608731 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.77219 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.634941 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.367764 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.571748 # DEPENDENCYPART_GRANDPAR
(10,17),(17,11),-0.168821 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.215594 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.43904 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.23719 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.312805 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.0824118 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.6449 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.586343 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.808359 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.67111 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.541373 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.23796 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.403933 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.607916 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.365634 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.531007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),-0.100821 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.147594 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.418634 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.169191 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.244806 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.0962005 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.161814 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.500691 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.581023 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.27904 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.36772 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.743166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),-0.246571 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.293344 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.511434 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.315019 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.390556 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.30836 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.312684 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.374412 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.419392 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),-0.0161356 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.145101 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),0.0133216 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.10262 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.282396 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.261781 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.254707 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.257975 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.374006 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.2825 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.240003 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.279501 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.366612 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.0270338 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.0695512 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.386251 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.0026607 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.190832 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.0645093 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.221272 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0780312 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.0161356 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.259901 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.387568 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.00134371 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.190552 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.0647893 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0797865 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0780312 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.283737 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.311445 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.0161356 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.0268837 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0250162 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.109965 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.105935 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.112298 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.304702 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.2247 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.19655 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.327145 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.0862066 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.132119 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.0958065 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.159089 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0871137 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0707213 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.478286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.130191 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),0.236799 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.161462 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.0814599 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),0.113878 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),0.00529579 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),0.0150244 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),0.0293478 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.361084 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.701996 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.315894 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.47887 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.0572317 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.230889 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.458807 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.174643 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),0.0866501 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.390735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.246345 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.00540168 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0785431 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),0.179349 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.0868309 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.29912 # DEPENDENCYPART_GRANDPAR
(12,2),(2,18),-0.219569 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.340666 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.115284 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.312977 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),0.11909 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.0636982 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.0869876 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.25482 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),0.285053 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.0168369 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.0167935 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.477459 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.390018 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.0147813 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),-0.279671 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.43341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),0.0891223 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.406257 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.198563 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.145666 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.101925 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.298273 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),0.0975636 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.056304 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.0423793 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.125961 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.0759429 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.0667524 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.00468027 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.405767 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.176368 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.0148536 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.133085 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),0.117164 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.0772598 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.0680694 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.0049602 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.405487 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.190668 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.0148536 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.147146 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.462292 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.133085 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.0425293 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),0.170496 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.360311 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.164519 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0673937 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.455549 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.549497 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.25482 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.0168369 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.0167935 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.0633935 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.37447 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.111365 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0422095 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.163606 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.279671 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.43341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.0891223 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.312309 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.406257 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.198563 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.145666 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.101925 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.190529 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.328823 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),0.117164 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.0795441 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.0703536 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.405486 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.192952 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.103096 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.155904 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.238378 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.583393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,5),-0.364993 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.608589 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.540042 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.452601 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.13772 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.131576 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.342255 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.509867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.263348 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.1694 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0486424 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.265736 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.0383037 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.0817586 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.0499403 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.303556 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.345859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.0608238 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.246672 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.0707081 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.0817586 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.0499403 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.303556 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.345859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.0608238 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.224758 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.0708342 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.136027 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.612188 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.00627483 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.365043 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.358685 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.325086 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.516357 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.474722 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.387281 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.0901213 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.0916689 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.276935 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.417022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.0254466 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.295922 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.38987 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.117478 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.140413 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.129768 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.336716 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.305238 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.627846 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.499968 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.555856 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.457621 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.238265 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.27771 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.191459 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.502553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,15),-0.383369 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.337436 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.248589 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.340831 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.191961 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.116866 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.477637 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.368973 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.239228 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.317239 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.208794 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.128925 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.150317 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.0286353 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.00249385 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.317554 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),0.106766 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.318835 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.210391 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.128925 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.150317 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.138627 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.00249385 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.165623 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.363821 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.317554 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.312245 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.182364 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.200606 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.243375 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.141187 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.268947 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.4465 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.336716 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.627846 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.499968 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.568387 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.400247 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.435083 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.351342 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.259575 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.27771 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.191459 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.502553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.205816 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.383369 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.337436 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.248589 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.340831 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.478247 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.0352172 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),0.106766 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.32112 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.212675 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.150317 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.140912 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0423581 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0819298 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.260026 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.294797 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),0.106766 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.32112 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.212675 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.128924 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.150317 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.140912 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.0423581 # DEPENDENCYPART_GRANDPAR
