# _root_ " O zaman , " demiş cadı sesini biraz daha _ _ alçaltarak , " _ alabilirsin , canı ne kadar çekiyorsa _ alabilirsin .
#goldHeads=0,3,4,6,0,14,6,12,10,12,12,13,6,17,0,17,18,24,22,21,22,24,24,25,0,
#predictedHeads=0,3,12,0,0,17,8,12,10,12,12,13,6,0,0,17,18,24,22,21,22,24,24,25,0,
(6,8),(6,15),0.033301 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0310266 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0123033 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0572542 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.0152891 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.00464419 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.00686941 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.00686941 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.00211609 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0128185 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.00757438 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.00686941 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0178743 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.00599971 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.00613072 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0194196 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0194196 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.00858367 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.00417721 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0172437 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0194196 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.00841447 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.00803442 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.00456904 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0598273 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0513618 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0624427 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.075105 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0598273 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0487399 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0793073 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0473581 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0513618 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0624427 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.075105 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0598273 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0487399 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0793073 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0473581 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.00759332 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0138276 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0160023 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.00499737 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.00128152 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.00115051 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0553687 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0632698 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0497678 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0957602 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0397204 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0507075 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0382009 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0711224 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.0345807 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0487399 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0793073 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0473581 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0500265 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0269351 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0152891 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0511343 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0824507 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0379714 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0819142 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.083792 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0552526 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0255473 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0332714 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0511343 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0824507 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0167357 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0379714 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00244852 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0841215 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0811408 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.174097 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.00793944 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.000583869 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0434068 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.121176 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0974594 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.00639712 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.139843 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.16113 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0819142 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0139472 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.083792 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.110715 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.100794 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0552526 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0788462 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00428709 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0482826 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00512834 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0598998 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.058478 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0583787 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.052673 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0632005 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0631274 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.136111 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.208616 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0819725 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.12606 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.10393 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.13186 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.118542 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.014914 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0378822 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.095495 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.00913424 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0539292 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.175402 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0509286 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.100396 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0252223 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0601346 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.022579 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.00820721 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0551556 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.042376 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0819725 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.12606 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.10393 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.13186 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.118542 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.014914 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0378822 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.095495 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.00913424 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0900152 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.112145 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.00924354 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0314845 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0685476 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0476249 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.086253 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0203859 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0545832 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.00228449 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0374754 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0379279 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0235561 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0705069 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0276871 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.00593729 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0292536 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0380923 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0234942 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0702253 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0279753 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0336096 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0717848 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0571586 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0880616 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0399916 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0789311 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0634774 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0936485 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0355747 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0495896 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0683883 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0698018 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0544398 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0599654 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0707811 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0596531 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.136111 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.178637 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.208616 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0819725 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.12606 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.10393 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.13186 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.118542 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.443674 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0741025 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.014914 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.00913424 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0246613 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0715837 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.065657 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0426676 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.053932 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0760621 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0337938 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0334606 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0602252 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0546742 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0952929 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0428199 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0862058 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0539292 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.175402 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0509286 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.100396 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0252223 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0601346 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0233249 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0100878 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.022579 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.042376 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.238494 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.013855 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0125111 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0346412 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0633119 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0298937 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.428719 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.136123 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0908939 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.00638256 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0819725 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.12606 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.10393 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.13186 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.118542 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.443674 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0741025 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.014914 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.00913424 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0900152 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.112145 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.00924354 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0314845 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.156487 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0377939 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0685476 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0203859 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0545832 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.00228449 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0374754 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0710198 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.00337721 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0379279 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0276871 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.00593729 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0292536 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.115776 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.00338637 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0380923 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0279753 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0336096 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.230598 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0654168 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0717848 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0399916 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.174718 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0754064 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0789311 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0355747 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0189307 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.118712 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0638546 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00105554 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0492524 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0698018 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0699072 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0790191 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0683612 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0642303 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.146909 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0599225 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0694474 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0654573 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.156911 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0693743 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0653842 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.138358 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0174955 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.061278 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0518806 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0196404 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0506973 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0215401 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0267664 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0267664 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0231268 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0264876 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0471118 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.034664 # DEPENDENCYPART_SIBL
(14,2),(14,23),-0.0471118 # DEPENDENCYPART_SIBL
(14,2),(14,24),-0.034664 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.186911 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0577172 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.259216 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.259216 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0570465 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0791388 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.163558 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.139969 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.163558 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.139969 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0456987 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0745122 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0745122 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0262565 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.00680692 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0586044 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0336173 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0586044 # DEPENDENCYPART_SIBL
(14,8),(14,24),-0.0336173 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0301887 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0301887 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0655053 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.038199 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0764977 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0626873 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0764977 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.0626873 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.788511 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.144268 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0927511 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.166193 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.138055 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.166193 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.138055 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.144268 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0927511 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.166193 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.138055 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.166193 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.138055 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0372518 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0760477 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.062359 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.0760477 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.062359 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0324218 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0299814 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.0324218 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.0299814 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0286604 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0301275 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.0286604 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.0265617 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0255374 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0286604 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.250383 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.250383 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.137686 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0926794 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0744701 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0456637 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0926794 # DEPENDENCYPART_SIBL
(15,6),(15,24),-0.0744701 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.770197 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.159675 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.094306 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0715478 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0618065 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.094306 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0715478 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.159675 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.094306 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0715478 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0618065 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.094306 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0715478 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.085462 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0519095 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.021531 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.085462 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0519095 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0260774 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0557906 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.0271832 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.0260774 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0391878 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0237918 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.0231288 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0353962 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.0327732 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.0260774 # DEPENDENCYPART_SIBL
(16,11),(16,12),-1.19892 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.389524 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.459699 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.448573 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.000490227 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0366004 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0638546 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0433137 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.116215 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0433137 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.119174 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.389524 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.459699 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.448573 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.000490227 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0366004 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0638546 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0433137 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.116215 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.0433137 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.119174 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.111767 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.00255168 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.00574765 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0649239 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0269423 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0243546 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0839802 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0243546 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0876556 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.238494 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0108194 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.141691 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.00638256 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0162046 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.120576 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0162046 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0642176 # DEPENDENCYPART_SIBL
