# _root_ Bütün delilleri , dosyayı _ inceleme hakkına _ sahibiz hukuki _ olarak , fakat bu haktan _ mahrum_edildik .
#goldHeads=2,3,4,5,6,7,9,9,14,11,12,9,0,18,16,18,18,19,0,
#predictedHeads=2,5,0,5,6,7,9,9,10,11,12,18,0,19,16,18,18,19,0,
(9,18),(18,10),0.280352 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.0971256 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.0899451 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.118178 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.13089 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.00864244 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.231055 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.216791 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.182833 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.580423 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.470015 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.635594 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.372077 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.261456 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.283794 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.259013 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.583848 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.388823 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.642507 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.285336 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.467887 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.278578 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.511362 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.299471 # DEPENDENCYPART_GRANDPAR
(10,5),(5,11),-0.292379 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.180136 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.273324 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.206982 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.295627 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.564554 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.468287 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.629294 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.365697 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.303542 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.122381 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.580421 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.469484 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.635594 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.366893 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.329523 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.163007 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.261456 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.492638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,15),-0.283794 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.458047 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.28186 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.170644 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0781972 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.117332 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.268017 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.492406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,15),-0.289659 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.244756 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.475062 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.820054 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.371798 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.443993 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.163111 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0268049 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.171101 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.2958 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.219201 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.285585 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.385412 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.309885 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.756855 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.652792 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.443701 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.25443 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.441185 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.370616 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.394318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.059116 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.712467 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.391199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.0718129 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.141325 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.224304 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.0200291 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.12331 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.115697 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.0988554 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.38838 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.469936 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.406176 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.783707 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.107487 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.208853 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.136306 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.334416 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.200816 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.406176 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.783707 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.458354 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.344331 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.157539 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.458851 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.443558 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.502617 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.538708 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.40164 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.455387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),0.0455889 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.170001 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.368373 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.672103 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.0957846 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.24605 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.161124 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.35887 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.29015 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.257226 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.0998469 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.218677 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.143949 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.331496 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.282918 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0450507 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.200816 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.062893 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.406179 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.0134469 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.425809 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.240703 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.137811 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.209249 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.360361 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.152735 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.254749 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.591709 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.256046 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.315926 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.369011 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0934152 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0863475 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.154176 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.154934 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.632672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.198914 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.635377 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.552565 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.864101 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.388101 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.138191 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.0985112 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.173003 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.0539826 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.241846 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.154277 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.557272 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.574625 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.684878 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.413015 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.472168 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.460313 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.415408 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.213845 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.308655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,1),-0.129619 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.335018 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.488094 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.284913 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.344066 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.349135 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.359874 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.1698 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.791399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.126404 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.240461 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.167635 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0224536 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.0881656 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.275166 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.455492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.10154 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.363668 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.196766 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.15299 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.193143 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.374643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.075052 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.377376 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.225027 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.149826 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.238804 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.343739 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.182129 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.241282 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.26775 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.265541 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.0567243 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.60111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.140018 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.449998 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.207334 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.304517 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.629707 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.760677 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.195381 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.610744 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.360029 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.720997 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.592445 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.449134 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.508287 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.520041 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.45754 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.235563 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.474999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.0134277 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.376044 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.110178 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.231924 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.428122 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.394892 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.45199 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.197488 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.632141 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.501101 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.237669 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.687475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.164937 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.469185 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.253125 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.323292 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.573828 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.607369 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.809246 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.176396 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.251988 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.150363 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-0.193229 # DEPENDENCYPART_GRANDPAR
(12,2),(2,18),-0.0911373 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.17788 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.333249 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.0823072 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.0719712 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.199769 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.193229 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),-0.0911373 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.166828 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.334803 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.080824 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.0786314 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.0098557 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.117418 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.176396 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.329752 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.080824 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.0735801 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.002986 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.0283506 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.199769 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.173943 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.193229 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.139684 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.0610264 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.20998 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.101412 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.320607 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.00848769 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.155639 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.203902 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.0810823 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.302793 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.124479 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.0413279 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.0747388 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),0.00367016 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.217664 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.264798 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.129717 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.309984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,16),-0.122765 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.139809 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.124001 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.182576 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.0460268 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.125163 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.0819403 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.22843 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0220077 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.320922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,16),-0.13663 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.171601 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),0.0947073 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),0.129082 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.134861 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.348765 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.493933 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.154744 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.372403 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.277696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.0837724 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),0.0540944 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.0530269 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.140065 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.113946 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.22241 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-0.272243 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.665442 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.385604 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.423447 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.381246 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.344944 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.969787 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.604429 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.513951 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.691962 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.59052 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.604926 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.836007 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.331668 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.28595 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.081751 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.586096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,16),-0.209103 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.334734 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.623949 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.306625 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.10202 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.397266 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.26093 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.11867 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.633445 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.301502 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.101948 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.392143 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.267681 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.187254 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.20072 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.0310282 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.431472 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.383164 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.828946 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.638231 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.625635 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.62783 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.332531 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.212291 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.456023 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.315226 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.167478 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.232735 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.256587 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.330248 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.0455485 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.0567067 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.150423 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.00828683 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.265852 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.252801 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.332682 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.330965 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.489294 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.317948 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.268832 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.286508 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.225168 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.178093 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.203079 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.272234 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.604429 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.691962 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.703971 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.482501 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.49375 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.560833 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.434227 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.206453 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.081751 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.586096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.269257 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.209103 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.346791 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.334734 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.493648 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.459675 # DEPENDENCYPART_GRANDPAR
