# _root_ Sayın Bila bana , bu _ konuşmayla ilgili izlenimlerini köşesinde _ yazacağını ifade_etti , _ dediği gibi de yaptı .
#goldHeads=2,19,13,0,7,7,8,9,12,12,12,13,14,19,16,17,19,17,20,0,
#predictedHeads=2,13,13,0,7,7,8,9,11,11,12,13,14,19,16,17,19,17,20,0,
(11,7),(7,4),-0.210238 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.138722 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.116358 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.12061 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.0632283 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.198818 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.199556 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.153801 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0978874 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.202964 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0446141 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.192312 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.106405 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.233891 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.138722 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.116358 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.144669 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.294724 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.19002 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.552422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,19),-0.738218 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.0967968 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.243499 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.129114 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.125966 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.130099 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.280154 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0796401 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.552422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,19),-0.738218 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.348295 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.22768 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.15871 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.278139 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.425837 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.369427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,1),-0.160758 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.509107 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.410373 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.425327 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.160213 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.430119 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.242939 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.173978 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.293398 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.441096 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.469831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.147715 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.242983 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.0633718 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0392766 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.643918 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.364296 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.0962113 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.325768 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.0787037 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.00973419 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.27686 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.786183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),-0.784403 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0945018 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.268786 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.0339242 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.186878 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.242088 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.00878553 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),0.0240796 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),0.0930412 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.0263791 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.174077 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),-0.349148 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.632114 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.386871 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.12008 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.428446 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.719222 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.24528 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.392978 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),-0.155383 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.528178 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.33486 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.240636 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.192641 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.360666 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.160912 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-0.509496 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.410527 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.425481 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.430275 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.243329 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.174367 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.293787 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.441485 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.469812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.147596 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.539453 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.312946 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.277966 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.226762 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.153903 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),0.120424 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.36542 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.162864 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-0.45833 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-0.162862 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-0.469815 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.682259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,13),-0.632786 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.406058 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.490413 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.0264643 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.122516 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.765831 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),0.0189214 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),0.468901 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.151047 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.518549 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.0621992 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-0.53499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-0.172314 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.0720853 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-0.260157 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.0900441 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),0.0532473 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.305888 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.254968 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.108516 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.109347 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.0419005 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),0.178237 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.24542 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.20852 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.158193 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0522826 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.517423 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.546941 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.330251 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.0900441 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.305888 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),0.108516 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.109347 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.392433 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.155714 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.332475 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.380169 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.173632 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.0900441 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.305888 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.108516 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.109347 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.393256 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.156537 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.62244 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.380169 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.173632 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),0.129065 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.156313 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.0870797 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),0.114832 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.0509144 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.466436 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.134306 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.69562 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.475216 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.346309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.0546421 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),0.268118 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),0.0284714 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),0.146957 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.142472 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),0.004919 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.347916 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.080761 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.0465168 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.30249 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.248953 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.446548 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.288052 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.0544893 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.599457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,15),0.278307 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.404552 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.324485 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.275328 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.253586 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.200005 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.217826 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.0382114 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.425363 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.43025 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.393473 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.120477 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.0474141 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.52768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.0127268 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),0.331876 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),0.118485 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.33275 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.080761 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.298839 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.31631 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.228876 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.158799 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.0599309 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.0772993 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.253323 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.299052 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.228243 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.163135 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.0676906 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0198468 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.148476 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.0143877 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.080761 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.31631 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.158799 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.0599309 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.0653623 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.00449452 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.0166782 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.116591 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.432991 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.0855661 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.321115 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),0.153994 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.0551259 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.0722382 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.0113704 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0403483 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.116591 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.432991 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.253586 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.200005 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.217826 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),0.0382114 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.198755 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.0219743 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.059863 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.00991559 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.165348 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0474141 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.52768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.0127268 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),0.331876 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),0.118485 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.33275 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.179071 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.228876 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.0653623 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.00449452 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.0334724 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.129391 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.218427 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.0505252 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.196409 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.224626 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.227603 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.0298722 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.0379126 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.797134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.705254 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.257231 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.276379 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.12635 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.314804 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),0.0200624 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.0813281 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.0843088 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.0494382 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),0.113425 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),0.391449 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.67433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.26407 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.0354334 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0810836 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.377629 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.319766 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.156902 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),0.121121 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.545533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.190129 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.377483 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.372796 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0989889 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.294707 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.589741 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.48771 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.464692 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.294467 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.356265 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.359246 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.324375 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.161512 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.135971 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),0.116512 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.591419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.199218 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.312074 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.372328 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.112291 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.201957 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.272322 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-0.305347 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-0.572469 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-0.117573 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-0.340852 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.182356 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.649381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),-0.264627 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.128227 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.0357262 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.018739 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.45696 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.216127 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.674155 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.342004 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.733595 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.520532 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.355218 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.557051 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.612007 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.450198 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.164974 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.301747 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.13606 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.479765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.216283 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.274094 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.216332 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.35199 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.0438202 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.465087 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.108529 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.0493375 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.132144 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.355413 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.0107288 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.459729 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.113407 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.0518839 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.133139 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.108675 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.0349762 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.0332587 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.35199 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.465087 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.0493375 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.132144 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.140943 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.173509 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0340898 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.238914 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.193055 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.342004 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.733595 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.520532 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.355218 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.571606 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.443264 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.550185 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.336411 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.345562 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.301747 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.13606 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.479765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.216283 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.274094 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.216332 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.428596 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.271667 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),0.103872 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.38686 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.237745 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.0341413 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.194033 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),0.0025861 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.0862158 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.109439 # DEPENDENCYPART_GRANDPAR
