# _root_ " Bankalar öyle bir izlenim yarattı ki sanki _ _ verilen hizmetler hava , su gibi _ _ ücretsiz _ olabilir " _ diyen Demiray , bundan_sonra _ _ verilen hizmetlerden ücret _ alınacağını _ bildirdi .
#goldHeads=0,6,5,5,6,7,8,20,10,11,12,20,16,0,16,18,18,19,20,21,22,23,24,25,35,0,30,29,30,31,33,33,34,35,36,37,0,
#predictedHeads=0,6,5,5,6,10,6,10,10,11,12,13,21,0,16,20,18,19,21,21,22,23,24,25,36,0,28,29,30,31,33,34,34,36,36,37,0,
(9,1),(9,2),-0.12606 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0452354 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.112383 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.12606 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0819045 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.149769 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0557713 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.0191835 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.13283 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0110643 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0108336 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.150414 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0503054 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.075061 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.00657948 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0105642 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0583483 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0711634 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.106189 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0194021 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0153855 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0292827 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.128827 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.129619 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.089173 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0264955 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.142928 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0528409 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0725255 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.00657948 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0242226 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0477729 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0191076 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0390204 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.041217 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0223776 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.12606 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0452354 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.112383 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.12606 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0819045 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.149769 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0557713 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.443674 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.13283 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0110643 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0108336 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.150414 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0503054 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.075061 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.07014 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0105642 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0583483 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0711634 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.106189 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0194021 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.220441 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0292827 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.128827 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.129619 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.089173 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.131362 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.142928 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0528409 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0725255 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0751505 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0242226 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0477729 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.189601 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0390204 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.301894 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.19425 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.00817177 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.00817165 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0545846 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0195304 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.153514 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.153514 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.00733681 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0406705 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.107287 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.00642865 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.00642865 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0406705 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.107287 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0039536 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0039536 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0392469 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.188559 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.188559 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0783487 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0783487 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.876553 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0943036 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.00701496 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.186747 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.123179 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0269906 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0269906 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0890952 # DEPENDENCYPART_SIBL
(12,2),(12,36),-0.006996 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.150332 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.00731757 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0107302 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.068981 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.068981 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0641054 # DEPENDENCYPART_SIBL
(12,4),(12,36),0.0434723 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.173315 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.114698 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0110844 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0110844 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0806141 # DEPENDENCYPART_SIBL
(12,5),(12,36),-0.006996 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0977991 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0367979 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0367979 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0695975 # DEPENDENCYPART_SIBL
(12,6),(12,36),0.0121885 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0140121 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0140121 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0244929 # DEPENDENCYPART_SIBL
(12,8),(12,36),0.00675071 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.847465 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.349033 # DEPENDENCYPART_SIBL
(12,9),(12,36),-0.00200102 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.349033 # DEPENDENCYPART_SIBL
(12,10),(12,36),-0.00200102 # DEPENDENCYPART_SIBL
(12,11),(12,36),0.0457291 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0139458 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0495561 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.026221 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0139458 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0819152 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0273717 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0314247 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.154125 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.154125 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0231346 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0139458 # DEPENDENCYPART_SIBL
(13,1),(13,36),0.00361719 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.195956 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.099066 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.00710809 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.186747 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0306637 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.123179 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0269906 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0269906 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0834073 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.00710803 # DEPENDENCYPART_SIBL
(13,2),(13,36),-0.006996 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.148781 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.109306 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.136448 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0339401 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0327084 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.00709311 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.00709311 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0715835 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.109306 # DEPENDENCYPART_SIBL
(13,3),(13,36),0.0215107 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.14254 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0150169 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0516554 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0184295 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0766803 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0766803 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0446467 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.14254 # DEPENDENCYPART_SIBL
(13,4),(13,36),0.0434723 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.173315 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0391448 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.114698 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0110844 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0110844 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0749262 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0216556 # DEPENDENCYPART_SIBL
(13,5),(13,36),-0.006996 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0561818 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0977991 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0367979 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0367979 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0639096 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.100885 # DEPENDENCYPART_SIBL
(13,6),(13,36),0.0121885 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0223195 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.201074 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.201074 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0160134 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.033856 # DEPENDENCYPART_SIBL
(13,7),(13,36),-0.00104016 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0148727 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0148727 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0175141 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.130307 # DEPENDENCYPART_SIBL
(13,8),(13,36),0.00675071 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.847465 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.354721 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.331127 # DEPENDENCYPART_SIBL
(13,9),(13,36),-0.00200102 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.354721 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.331127 # DEPENDENCYPART_SIBL
(13,10),(13,36),-0.00200102 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0922948 # DEPENDENCYPART_SIBL
(13,11),(13,36),0.0457291 # DEPENDENCYPART_SIBL
(13,12),(13,36),-0.006996 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.00938702 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0126789 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.00474098 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.00474098 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0339392 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0182491 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.022996 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0415705 # DEPENDENCYPART_SIBL
(14,4),(14,35),-0.0561971 # DEPENDENCYPART_SIBL
(14,4),(14,36),-0.0415705 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0587309 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.272482 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.272482 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.209899 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.186812 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.186812 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.139992 # DEPENDENCYPART_SIBL
(14,6),(14,35),-0.163558 # DEPENDENCYPART_SIBL
(14,6),(14,36),-0.139969 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0177703 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0177703 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0102654 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.00215279 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.00931543 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0223013 # DEPENDENCYPART_SIBL
(14,7),(14,35),-0.0306034 # DEPENDENCYPART_SIBL
(14,7),(14,36),-0.0223013 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.788511 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.380117 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.408986 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.408986 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.138079 # DEPENDENCYPART_SIBL
(14,9),(14,35),-0.166193 # DEPENDENCYPART_SIBL
(14,9),(14,36),-0.138055 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.380117 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.408986 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.408986 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.138079 # DEPENDENCYPART_SIBL
(14,10),(14,35),-0.166193 # DEPENDENCYPART_SIBL
(14,10),(14,36),-0.138055 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.128884 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.12038 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0182544 # DEPENDENCYPART_SIBL
(14,11),(14,35),-0.0423429 # DEPENDENCYPART_SIBL
(14,11),(14,36),-0.0182544 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0876834 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0336152 # DEPENDENCYPART_SIBL
(14,12),(14,35),-0.0586021 # DEPENDENCYPART_SIBL
(14,12),(14,36),-0.0336174 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0336152 # DEPENDENCYPART_SIBL
(14,13),(14,35),-0.0586021 # DEPENDENCYPART_SIBL
(14,13),(14,36),-0.0336174 # DEPENDENCYPART_SIBL
(14,21),(14,35),-0.0265617 # DEPENDENCYPART_SIBL
(14,21),(14,36),-0.0255374 # DEPENDENCYPART_SIBL
(14,35),(14,36),-0.0286604 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.133706 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0225474 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0428007 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0123318 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.00620961 # DEPENDENCYPART_SIBL
(15,11),(15,36),0.0457291 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.073 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0676383 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0429459 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0536802 # DEPENDENCYPART_SIBL
(15,13),(15,36),-0.006996 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0142751 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.036629 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0569933 # DEPENDENCYPART_SIBL
(15,14),(15,36),-0.000445715 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0156297 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0277031 # DEPENDENCYPART_SIBL
(15,17),(15,36),-0.0171491 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0357055 # DEPENDENCYPART_SIBL
(15,18),(15,36),-0.0296733 # DEPENDENCYPART_SIBL
(15,20),(15,36),-0.0294243 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.111161 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.109261 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.103156 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0366282 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.109261 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.111802 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0366282 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.117244 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0639383 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0365212 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0308351 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.222509 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.145619 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.00410262 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.101218 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.328375 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.186826 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.301588 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.00328093 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.936065 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0234125 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.127104 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.392235 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.397533 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.369412 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.165773 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.0641054 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.030321 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.220537 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0477092 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.088669 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.00486962 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.00425294 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.030246 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.131918 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0236421 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0748195 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0685983 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.00620961 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.00224834 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0107313 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.319127 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.304353 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0569933 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0830285 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.191449 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0924061 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0536802 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0322426 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.130029 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.018718 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.822999 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0734496 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0259788 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.0447438 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.0495484 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.107533 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.0769648 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.106253 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0616199 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0391963 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.0447438 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0781796 # DEPENDENCYPART_SIBL
(20,11),(20,25),0.00317012 # DEPENDENCYPART_SIBL
(20,11),(20,27),-0.0225088 # DEPENDENCYPART_SIBL
(20,11),(20,29),-0.0781796 # DEPENDENCYPART_SIBL
(20,11),(20,32),0.0031695 # DEPENDENCYPART_SIBL
(20,11),(20,33),-0.0781796 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.00605919 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.081844 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0312069 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.240852 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.210289 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.136991 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0108336 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.0699033 # DEPENDENCYPART_SIBL
(20,12),(20,25),0.0127734 # DEPENDENCYPART_SIBL
(20,12),(20,27),0.0332753 # DEPENDENCYPART_SIBL
(20,12),(20,29),-0.0699033 # DEPENDENCYPART_SIBL
(20,12),(20,32),0.0127734 # DEPENDENCYPART_SIBL
(20,12),(20,33),-0.0699033 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0849259 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.0169229 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.23777 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.228957 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.143056 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.00345031 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0699033 # DEPENDENCYPART_SIBL
(20,13),(20,25),0.0127734 # DEPENDENCYPART_SIBL
(20,13),(20,27),0.0332753 # DEPENDENCYPART_SIBL
(20,13),(20,29),-0.0699033 # DEPENDENCYPART_SIBL
(20,13),(20,32),0.0127734 # DEPENDENCYPART_SIBL
(20,13),(20,33),-0.0699033 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0127387 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.146961 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.430132 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.416392 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0125111 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.120576 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.0108194 # DEPENDENCYPART_SIBL
(20,14),(20,27),0.0138654 # DEPENDENCYPART_SIBL
(20,14),(20,29),-0.120576 # DEPENDENCYPART_SIBL
(20,14),(20,32),0.0108194 # DEPENDENCYPART_SIBL
(20,14),(20,33),-0.120576 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.231534 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.247869 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.162097 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0156784 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.0697964 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.0130944 # DEPENDENCYPART_SIBL
(20,15),(20,27),0.0333823 # DEPENDENCYPART_SIBL
(20,15),(20,29),-0.0697964 # DEPENDENCYPART_SIBL
(20,15),(20,32),0.0130944 # DEPENDENCYPART_SIBL
(20,15),(20,33),-0.0697964 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.186776 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.303991 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0377465 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0793041 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.0272701 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.000788448 # DEPENDENCYPART_SIBL
(20,16),(20,29),-0.0793041 # DEPENDENCYPART_SIBL
(20,16),(20,32),-0.0272701 # DEPENDENCYPART_SIBL
(20,16),(20,33),-0.0793041 # DEPENDENCYPART_SIBL
(20,17),(20,18),-1.00553 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.636019 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.10071 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.000642045 # DEPENDENCYPART_SIBL
(20,17),(20,27),-0.00835408 # DEPENDENCYPART_SIBL
(20,17),(20,29),-0.10071 # DEPENDENCYPART_SIBL
