# _root_ Bilimsel_Devrim boyunca alanını din aleyhine gittikçe _ _ genişleterek , dinin _ eskisine göre çok daha dar bir alana _ _ hapsedilmesine _ yol_açan bilimin kendisi de , bugün kendi alanına _ hapsedilmiştir .
#goldHeads=2,8,8,5,8,8,8,9,21,0,21,13,14,21,16,17,19,19,21,21,22,23,24,25,26,33,26,0,32,31,33,33,34,0,
#predictedHeads=2,8,8,5,8,8,8,9,23,0,13,13,14,19,16,17,19,19,21,21,22,23,24,25,26,28,26,0,33,31,33,33,34,0,
(10,8),(10,21),-0.166193 # DEPENDENCYPART_SIBL
(10,8),(10,33),-0.138055 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0760477 # DEPENDENCYPART_SIBL
(10,9),(10,33),-0.062359 # DEPENDENCYPART_SIBL
(10,21),(10,33),-0.0286604 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.227738 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0478564 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.021566 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.036629 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.000884396 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0291001 # DEPENDENCYPART_SIBL
(12,7),(12,8),-1.06075 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.206319 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.186826 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.301181 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.206319 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.186826 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.301181 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0496638 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.275284 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0304708 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.115917 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0230258 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0230258 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.116391 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.06502 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0133682 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0704358 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0123132 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0102274 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0102274 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.00607566 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0450286 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.114329 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.104489 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0471359 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.847465 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.168064 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.227738 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.331038 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.834172 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0181648 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.168064 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.227738 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.331038 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.834172 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0181648 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.044443 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.113092 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0985453 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0471359 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.00647968 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.304353 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.134615 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0773588 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0123132 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0652022 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0159636 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0772554 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0256206 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.121048 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0256206 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0772554 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0274499 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.116854 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0274499 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.00989034 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.182741 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0098939 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.154357 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.204722 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.292448 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.178117 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0710735 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.05854 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0971277 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0558603 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0143548 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.12115 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0482979 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0128757 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0988879 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.109416 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0573942 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.893201 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.171623 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.29125 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0816709 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.149938 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.173706 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0453404 # DEPENDENCYPART_SIBL
(17,7),(17,29),-0.039722 # DEPENDENCYPART_SIBL
(17,7),(17,31),-0.0453404 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.171623 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.29125 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0816709 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.149938 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.173706 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0453404 # DEPENDENCYPART_SIBL
(17,8),(17,29),-0.039722 # DEPENDENCYPART_SIBL
(17,8),(17,31),-0.0453404 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0399399 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0629831 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.00179418 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0407734 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.00273477 # DEPENDENCYPART_SIBL
(17,10),(17,29),-0.00319408 # DEPENDENCYPART_SIBL
(17,10),(17,31),-0.00273477 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.163848 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.191857 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0724624 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0621259 # DEPENDENCYPART_SIBL
(17,13),(17,29),0.0596744 # DEPENDENCYPART_SIBL
(17,13),(17,31),0.0573922 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.031559 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.00741375 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.013179 # DEPENDENCYPART_SIBL
(17,14),(17,29),-0.0135905 # DEPENDENCYPART_SIBL
(17,14),(17,31),-0.013173 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0527812 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0188028 # DEPENDENCYPART_SIBL
(17,15),(17,29),0.0236489 # DEPENDENCYPART_SIBL
(17,15),(17,31),0.0188383 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0256545 # DEPENDENCYPART_SIBL
(17,16),(17,29),0.0305005 # DEPENDENCYPART_SIBL
(17,16),(17,31),0.0256899 # DEPENDENCYPART_SIBL
(17,19),(17,29),-0.0237327 # DEPENDENCYPART_SIBL
(17,19),(17,31),-0.0237327 # DEPENDENCYPART_SIBL
(17,29),(17,31),-0.0237327 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.000566439 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.274447 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.000578417 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0223827 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.027074 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0480731 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0498179 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0785284 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0569937 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0569937 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.00193809 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0118333 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.105241 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.149659 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.152336 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.166922 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.120905 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0536825 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0536825 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.318381 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.193504 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.210402 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.166186 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.235699 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0477737 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0153738 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0153738 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.105253 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.149723 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.1524 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.166951 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.120917 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0536824 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0536824 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0268747 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0432478 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0505787 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.155388 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0214949 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0214949 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0726817 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.00510451 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0449887 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0392813 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0392813 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0206203 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0421819 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0392075 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0392075 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.350203 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.00419266 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.00419266 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0042525 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0042525 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.035505 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.113609 # DEPENDENCYPART_SIBL
(20,9),(20,13),0.114706 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.113951 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.0225475 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0227833 # DEPENDENCYPART_SIBL
(20,9),(20,17),0.0376401 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0125023 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.123669 # DEPENDENCYPART_SIBL
(20,9),(20,22),0.00574769 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.0839802 # DEPENDENCYPART_SIBL
(20,9),(20,25),0.00574569 # DEPENDENCYPART_SIBL
(20,9),(20,26),0.102955 # DEPENDENCYPART_SIBL
(20,9),(20,28),-0.0674848 # DEPENDENCYPART_SIBL
(20,9),(20,30),0.101988 # DEPENDENCYPART_SIBL
(20,9),(20,31),0.00574769 # DEPENDENCYPART_SIBL
(20,9),(20,33),-0.0243546 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.00054816 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.131573 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.0671136 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.0280189 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.0718861 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.000778809 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.0255943 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.0127734 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0699034 # DEPENDENCYPART_SIBL
(20,11),(20,25),0.0127734 # DEPENDENCYPART_SIBL
(20,11),(20,26),0.0120423 # DEPENDENCYPART_SIBL
(20,11),(20,28),-0.0373243 # DEPENDENCYPART_SIBL
(20,11),(20,30),0.0135712 # DEPENDENCYPART_SIBL
(20,11),(20,31),0.0127734 # DEPENDENCYPART_SIBL
(20,11),(20,33),0.00662857 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.141858 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.0774499 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0383552 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0821802 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0110643 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0358798 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.0127734 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0699033 # DEPENDENCYPART_SIBL
(20,13),(20,25),0.0127734 # DEPENDENCYPART_SIBL
(20,13),(20,26),0.0120423 # DEPENDENCYPART_SIBL
(20,13),(20,28),-0.0373243 # DEPENDENCYPART_SIBL
(20,13),(20,30),0.0135713 # DEPENDENCYPART_SIBL
(20,13),(20,31),0.0127734 # DEPENDENCYPART_SIBL
(20,13),(20,33),0.00662862 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0419384 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0241428 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0373635 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0596807 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0879122 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.0140989 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0565075 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.0140989 # DEPENDENCYPART_SIBL
(20,14),(20,26),0.077748 # DEPENDENCYPART_SIBL
(20,14),(20,28),-0.05528 # DEPENDENCYPART_SIBL
(20,14),(20,30),0.0772786 # DEPENDENCYPART_SIBL
(20,14),(20,31),0.0140989 # DEPENDENCYPART_SIBL
(20,14),(20,33),-0.0033528 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0783098 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.00886749 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0743341 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.109509 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0283298 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.103245 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.0283318 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.081564 # DEPENDENCYPART_SIBL
(20,15),(20,28),-0.0878387 # DEPENDENCYPART_SIBL
(20,15),(20,30),0.0805969 # DEPENDENCYPART_SIBL
(20,15),(20,31),-0.0283298 # DEPENDENCYPART_SIBL
(20,15),(20,33),-0.0434503 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0101563 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0500335 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0386349 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.00334825 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0936485 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.00335025 # DEPENDENCYPART_SIBL
(20,16),(20,26),0.10721 # DEPENDENCYPART_SIBL
(20,16),(20,28),-0.0789311 # DEPENDENCYPART_SIBL
(20,16),(20,30),0.106243 # DEPENDENCYPART_SIBL
(20,16),(20,31),-0.00334825 # DEPENDENCYPART_SIBL
(20,16),(20,33),-0.0339012 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.138593 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0455235 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.00317052 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0781796 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.00315147 # DEPENDENCYPART_SIBL
(20,17),(20,26),0.0017151 # DEPENDENCYPART_SIBL
(20,17),(20,28),-0.0801922 # DEPENDENCYPART_SIBL
(20,17),(20,30),0.00124266 # DEPENDENCYPART_SIBL
(20,17),(20,31),0.00317052 # DEPENDENCYPART_SIBL
(20,17),(20,33),-0.0100539 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0364856 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0135646 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0814966 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0135536 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.0441838 # DEPENDENCYPART_SIBL
(20,18),(20,28),-0.0991103 # DEPENDENCYPART_SIBL
(20,18),(20,30),0.0436079 # DEPENDENCYPART_SIBL
(20,18),(20,31),0.0135646 # DEPENDENCYPART_SIBL
(20,18),(20,33),-0.0264468 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0127639 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0699316 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0127639 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.012036 # DEPENDENCYPART_SIBL
(20,19),(20,28),-0.0373428 # DEPENDENCYPART_SIBL
(20,19),(20,30),0.013565 # DEPENDENCYPART_SIBL
(20,19),(20,31),0.0127639 # DEPENDENCYPART_SIBL
(20,19),(20,33),0.00660042 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0253089 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.00121166 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.0294766 # DEPENDENCYPART_SIBL
(20,22),(20,28),0.0726346 # DEPENDENCYPART_SIBL
(20,22),(20,30),0.0294766 # DEPENDENCYPART_SIBL
(20,22),(20,31),-0.00121166 # DEPENDENCYPART_SIBL
(20,22),(20,33),-0.00562024 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0540475 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0249382 # DEPENDENCYPART_SIBL
(20,23),(20,28),-0.0684579 # DEPENDENCYPART_SIBL
(20,23),(20,30),-0.0249382 # DEPENDENCYPART_SIBL
(20,23),(20,31),-0.0540475 # DEPENDENCYPART_SIBL
(20,23),(20,33),-0.0518793 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.0294766 # DEPENDENCYPART_SIBL
(20,25),(20,28),0.0726346 # DEPENDENCYPART_SIBL
(20,25),(20,30),0.0294766 # DEPENDENCYPART_SIBL
(20,25),(20,31),-0.00121166 # DEPENDENCYPART_SIBL
(20,25),(20,33),-0.00562024 # DEPENDENCYPART_SIBL
(20,26),(20,28),0.00792522 # DEPENDENCYPART_SIBL
(20,26),(20,30),0.0396376 # DEPENDENCYPART_SIBL
(20,26),(20,31),0.0359133 # DEPENDENCYPART_SIBL
(20,26),(20,33),-0.0145439 # DEPENDENCYPART_SIBL
(20,28),(20,30),-0.0247079 # DEPENDENCYPART_SIBL
(20,28),(20,31),-0.0728687 # DEPENDENCYPART_SIBL
(20,28),(20,33),-0.0540562 # DEPENDENCYPART_SIBL
(20,30),(20,31),0.0359127 # DEPENDENCYPART_SIBL
(20,30),(20,33),-0.0145441 # DEPENDENCYPART_SIBL
(20,31),(20,33),-0.00562024 # DEPENDENCYPART_SIBL
(21,1),(21,2),0.145783 # DEPENDENCYPART_SIBL
(21,1),(21,3),0.0156959 # DEPENDENCYPART_SIBL
(21,1),(21,4),0.0574562 # DEPENDENCYPART_SIBL
(21,1),(21,5),0.0114971 # DEPENDENCYPART_SIBL
(21,1),(21,6),0.0791151 # DEPENDENCYPART_SIBL
(21,1),(21,7),-0.0811304 # DEPENDENCYPART_SIBL
(21,1),(21,8),-0.0811304 # DEPENDENCYPART_SIBL
(21,1),(21,9),0.0805553 # DEPENDENCYPART_SIBL
(21,1),(21,10),-0.0831895 # DEPENDENCYPART_SIBL
(21,1),(21,11),0.0177918 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.152548 # DEPENDENCYPART_SIBL
(21,1),(21,13),0.0188893 # DEPENDENCYPART_SIBL
(21,1),(21,14),0.1363 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.0757353 # DEPENDENCYPART_SIBL
(21,1),(21,16),0.0366406 # DEPENDENCYPART_SIBL
(21,1),(21,17),0.0758808 # DEPENDENCYPART_SIBL
(21,1),(21,18),0.00240649 # DEPENDENCYPART_SIBL
(21,1),(21,19),0.0439355 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0811304 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.0127694 # DEPENDENCYPART_SIBL
(21,1),(21,23),-0.0699049 # DEPENDENCYPART_SIBL
(21,1),(21,26),0.0120407 # DEPENDENCYPART_SIBL
(21,1),(21,28),-0.0373259 # DEPENDENCYPART_SIBL
(21,1),(21,30),0.0135697 # DEPENDENCYPART_SIBL
(21,1),(21,31),0.0127694 # DEPENDENCYPART_SIBL
(21,2),(21,3),0.139337 # DEPENDENCYPART_SIBL
(21,2),(21,4),0.159271 # DEPENDENCYPART_SIBL
(21,2),(21,5),0.13971 # DEPENDENCYPART_SIBL
(21,2),(21,6),0.0863669 # DEPENDENCYPART_SIBL
(21,2),(21,7),-0.0816367 # DEPENDENCYPART_SIBL
(21,2),(21,8),-0.0816367 # DEPENDENCYPART_SIBL
(21,2),(21,9),0.0870496 # DEPENDENCYPART_SIBL
(21,2),(21,10),-0.118865 # DEPENDENCYPART_SIBL
(21,2),(21,11),0.141433 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.167703 # DEPENDENCYPART_SIBL
(21,2),(21,13),0.142531 # DEPENDENCYPART_SIBL
(21,2),(21,14),0.0476998 # DEPENDENCYPART_SIBL
(21,2),(21,15),0.0630149 # DEPENDENCYPART_SIBL
(21,2),(21,16),0.0374884 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.00522387 # DEPENDENCYPART_SIBL
(21,2),(21,18),0.0970582 # DEPENDENCYPART_SIBL
(21,2),(21,19),0.151772 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.0816367 # DEPENDENCYPART_SIBL
(21,2),(21,22),0.0286446 # DEPENDENCYPART_SIBL
(21,2),(21,23),-0.0487502 # DEPENDENCYPART_SIBL
(21,2),(21,26),0.0861091 # DEPENDENCYPART_SIBL
(21,2),(21,28),-0.04795 # DEPENDENCYPART_SIBL
(21,2),(21,30),0.0856397 # DEPENDENCYPART_SIBL
(21,2),(21,31),0.0286446 # DEPENDENCYPART_SIBL
(21,3),(21,4),0.0446738 # DEPENDENCYPART_SIBL
(21,3),(21,5),-0.00128533 # DEPENDENCYPART_SIBL
(21,3),(21,6),0.0693946 # DEPENDENCYPART_SIBL
(21,3),(21,7),-0.075868 # DEPENDENCYPART_SIBL
(21,3),(21,8),-0.075868 # DEPENDENCYPART_SIBL
(21,3),(21,9),0.0708347 # DEPENDENCYPART_SIBL
(21,3),(21,10),-0.0865707 # DEPENDENCYPART_SIBL
(21,3),(21,11),0.00500936 # DEPENDENCYPART_SIBL
(21,3),(21,12),-0.142218 # DEPENDENCYPART_SIBL
(21,3),(21,13),0.00610687 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.137131 # DEPENDENCYPART_SIBL
(21,3),(21,15),0.0660148 # DEPENDENCYPART_SIBL
(21,3),(21,16),0.0269201 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.0774535 # DEPENDENCYPART_SIBL
(21,3),(21,18),0.00633752 # DEPENDENCYPART_SIBL
(21,3),(21,19),0.0311531 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.075868 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.00413892 # DEPENDENCYPART_SIBL
(21,3),(21,23),-0.0727815 # DEPENDENCYPART_SIBL
(21,3),(21,26),0.0091641 # DEPENDENCYPART_SIBL
(21,3),(21,28),-0.0402025 # DEPENDENCYPART_SIBL
(21,3),(21,30),0.0106931 # DEPENDENCYPART_SIBL
(21,3),(21,31),0.00413892 # DEPENDENCYPART_SIBL
(21,4),(21,5),0.0229513 # DEPENDENCYPART_SIBL
(21,4),(21,6),0.0887509 # DEPENDENCYPART_SIBL
(21,4),(21,7),-0.0502075 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.0502075 # DEPENDENCYPART_SIBL
(21,4),(21,9),0.090191 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.0753537 # DEPENDENCYPART_SIBL
(21,4),(21,11),0.029246 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.122607 # DEPENDENCYPART_SIBL
(21,4),(21,13),0.0303435 # DEPENDENCYPART_SIBL
(21,4),(21,14),0.147923 # DEPENDENCYPART_SIBL
(21,4),(21,15),0.0827787 # DEPENDENCYPART_SIBL
(21,4),(21,16),0.0462764 # DEPENDENCYPART_SIBL
(21,4),(21,17),0.087863 # DEPENDENCYPART_SIBL
(21,4),(21,18),0.0173758 # DEPENDENCYPART_SIBL
(21,4),(21,19),0.0553897 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.0502075 # DEPENDENCYPART_SIBL
(21,4),(21,22),0.0124568 # DEPENDENCYPART_SIBL
(21,4),(21,23),-0.0708233 # DEPENDENCYPART_SIBL
(21,4),(21,26),0.0117277 # DEPENDENCYPART_SIBL
(21,4),(21,28),-0.0376389 # DEPENDENCYPART_SIBL
(21,4),(21,30),0.0132567 # DEPENDENCYPART_SIBL
