# _root_ Böyle _ önemli bir görevin başına _ _ getirilen kişi , eski _ sakallı fotoğrafından da _ anlaşılıyor ki , bir bütün bürokrasiye _ _ yayılan zihniyetin bir örneği _ olabilir .
#goldHeads=3,3,5,5,6,8,8,9,10,31,0,15,14,15,18,15,18,31,18,0,22,23,25,25,26,27,29,29,31,31,32,0,
#predictedHeads=3,3,5,5,6,8,8,9,10,18,0,13,14,15,18,15,18,20,18,31,22,23,25,25,26,27,29,29,31,31,32,0,
(10,12),(10,31),-0.0251113 # DEPENDENCYPART_SIBL
(10,14),(10,31),-0.0251113 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0329138 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.130997 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.133087 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0384188 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0384188 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.114721 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.131834 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0183038 # DEPENDENCYPART_SIBL
(11,3),(11,31),-0.0183038 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0182491 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0182484 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.00474098 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.00474098 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0339392 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.017842 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0415705 # DEPENDENCYPART_SIBL
(11,4),(11,31),-0.0415705 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0786539 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.056173 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.056173 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.10745 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0954322 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.033615 # DEPENDENCYPART_SIBL
(11,5),(11,31),-0.0336152 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0678185 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0678185 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.107714 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0949832 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.033615 # DEPENDENCYPART_SIBL
(11,6),(11,31),-0.0336152 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.788511 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.380117 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.406452 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.138055 # DEPENDENCYPART_SIBL
(11,7),(11,31),-0.138079 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.380117 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.406452 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.138055 # DEPENDENCYPART_SIBL
(11,8),(11,31),-0.138079 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.123577 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0182542 # DEPENDENCYPART_SIBL
(11,9),(11,31),-0.0182542 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0336151 # DEPENDENCYPART_SIBL
(11,10),(11,31),-0.0336153 # DEPENDENCYPART_SIBL
(11,18),(11,31),-0.0255374 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.226067 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.171623 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0675427 # DEPENDENCYPART_SIBL
(12,8),(12,29),-0.0458312 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.00526998 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00724546 # DEPENDENCYPART_SIBL
(12,9),(12,29),0.0125761 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0366796 # DEPENDENCYPART_SIBL
(12,11),(12,29),-0.00322556 # DEPENDENCYPART_SIBL
(12,13),(12,29),-0.0307996 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.156072 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.179051 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0200669 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.152067 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0730763 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0485362 # DEPENDENCYPART_SIBL
(13,4),(13,28),0.00205161 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.193838 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0429081 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.169414 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.044408 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0342479 # DEPENDENCYPART_SIBL
(13,9),(13,28),-0.00741362 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.00307403 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.195429 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0160517 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0433969 # DEPENDENCYPART_SIBL
(13,10),(13,28),-0.0102956 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0166081 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0263274 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0204476 # DEPENDENCYPART_SIBL
(13,11),(13,28),0.00781024 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0484123 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0590567 # DEPENDENCYPART_SIBL
(13,12),(13,28),-0.00340886 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0266599 # DEPENDENCYPART_SIBL
(13,14),(13,28),-0.0275154 # DEPENDENCYPART_SIBL
(13,16),(13,28),-0.0648076 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.177992 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.722123 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.722123 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.349404 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.138443 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.1789 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.879129 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.117161 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.128047 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.128047 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0493204 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0228495 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0946734 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0141472 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0143777 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.895293 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.287086 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.171623 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.228425 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.768805 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.174928 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.287086 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.171623 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.228425 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.768805 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.174928 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0211893 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0819041 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.166193 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0543208 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0370423 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.185501 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0361428 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.00555346 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.00205544 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.117161 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.318767 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.0932479 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.0863543 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.0165061 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.102427 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0886003 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0236707 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.105277 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0591438 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.101625 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.00126106 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.00523254 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0467214 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0021122 # DEPENDENCYPART_SIBL
(15,3),(15,24),-0.00523254 # DEPENDENCYPART_SIBL
(15,3),(15,25),-0.00523254 # DEPENDENCYPART_SIBL
(15,3),(15,28),-0.00579862 # DEPENDENCYPART_SIBL
(15,3),(15,30),-0.00523254 # DEPENDENCYPART_SIBL
(15,3),(15,31),0.0467214 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.150332 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.147618 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.068981 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0660028 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.146909 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.030321 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0655153 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.088669 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.066533 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0269757 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.00425294 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0434723 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.011618 # DEPENDENCYPART_SIBL
(15,4),(15,24),0.00425294 # DEPENDENCYPART_SIBL
(15,4),(15,25),0.00425294 # DEPENDENCYPART_SIBL
(15,4),(15,28),0.0107783 # DEPENDENCYPART_SIBL
(15,4),(15,30),0.00425294 # DEPENDENCYPART_SIBL
(15,4),(15,31),0.0434723 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.00374393 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0269906 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.090986 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.021761 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0656379 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0965754 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.16734 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0915241 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0250308 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0536802 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.00699361 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.116537 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.0536802 # DEPENDENCYPART_SIBL
(15,5),(15,25),-0.0536802 # DEPENDENCYPART_SIBL
(15,5),(15,28),-0.0106294 # DEPENDENCYPART_SIBL
(15,5),(15,30),-0.0536802 # DEPENDENCYPART_SIBL
(15,5),(15,31),-0.00699382 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0129912 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.088825 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0232639 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.067545 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0944144 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.174867 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0893631 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0250308 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0536802 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.00699361 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.116537 # DEPENDENCYPART_SIBL
(15,6),(15,24),-0.0536802 # DEPENDENCYPART_SIBL
(15,6),(15,25),-0.0536802 # DEPENDENCYPART_SIBL
(15,6),(15,28),-0.0106294 # DEPENDENCYPART_SIBL
(15,6),(15,30),-0.0536802 # DEPENDENCYPART_SIBL
(15,6),(15,31),-0.00699382 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.347136 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.331513 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.227738 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.349564 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.8186 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.346606 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.17267 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0470434 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.00200102 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.193874 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.0470434 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.0470434 # DEPENDENCYPART_SIBL
(15,8),(15,28),-0.021566 # DEPENDENCYPART_SIBL
(15,8),(15,30),-0.0470434 # DEPENDENCYPART_SIBL
(15,8),(15,31),-0.00202444 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.108835 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0181748 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.109575 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0502861 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.105923 # DEPENDENCYPART_SIBL
(15,9),(15,16),7.51353e-05 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.00620933 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0457294 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.00346755 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.00620933 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.00620933 # DEPENDENCYPART_SIBL
(15,9),(15,28),-0.00668235 # DEPENDENCYPART_SIBL
(15,9),(15,30),-0.00620933 # DEPENDENCYPART_SIBL
(15,9),(15,31),0.0457294 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.079512 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.088916 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.160723 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0838647 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0234231 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0537101 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.00702356 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.114929 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0537101 # DEPENDENCYPART_SIBL
(15,10),(15,25),-0.0537101 # DEPENDENCYPART_SIBL
(15,10),(15,28),-0.0106593 # DEPENDENCYPART_SIBL
(15,10),(15,30),-0.0537101 # DEPENDENCYPART_SIBL
(15,10),(15,31),-0.00702377 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0208793 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.319127 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.017853 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0195364 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0569933 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.000445715 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0173097 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0569933 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.0569933 # DEPENDENCYPART_SIBL
(15,11),(15,28),0.000884396 # DEPENDENCYPART_SIBL
(15,11),(15,30),-0.0569933 # DEPENDENCYPART_SIBL
(15,11),(15,31),-0.000445716 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.136228 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0733059 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0248839 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.00220499 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0497342 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0183454 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.00220499 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.00220499 # DEPENDENCYPART_SIBL
(15,12),(15,28),-0.00267759 # DEPENDENCYPART_SIBL
(15,12),(15,30),-0.00220499 # DEPENDENCYPART_SIBL
(15,12),(15,31),0.0497342 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.327106 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.199043 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0734496 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0211832 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0849362 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0734496 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.0734496 # DEPENDENCYPART_SIBL
(15,13),(15,28),-0.0407999 # DEPENDENCYPART_SIBL
(15,13),(15,30),-0.0734496 # DEPENDENCYPART_SIBL
(15,13),(15,31),-0.0211834 # DEPENDENCYPART_SIBL
(15,14),(15,16),7.51353e-05 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.00620933 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0457294 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.00346755 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.00620933 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.00620933 # DEPENDENCYPART_SIBL
(15,14),(15,28),-0.00668235 # DEPENDENCYPART_SIBL
(15,14),(15,30),-0.00620933 # DEPENDENCYPART_SIBL
(15,14),(15,31),0.0457294 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0715634 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0540118 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0710224 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.0715634 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.0715634 # DEPENDENCYPART_SIBL
(15,16),(15,28),-0.0627182 # DEPENDENCYPART_SIBL
(15,16),(15,30),-0.0715634 # DEPENDENCYPART_SIBL
(15,16),(15,31),-0.0540118 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0294243 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0247454 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.035505 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.035505 # DEPENDENCYPART_SIBL
(15,17),(15,28),-0.0283391 # DEPENDENCYPART_SIBL
(15,17),(15,30),-0.035505 # DEPENDENCYPART_SIBL
(15,17),(15,31),-0.0294243 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0230344 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.0304975 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.0304975 # DEPENDENCYPART_SIBL
(15,18),(15,28),-0.0266251 # DEPENDENCYPART_SIBL
(15,18),(15,30),-0.0304975 # DEPENDENCYPART_SIBL
(15,18),(15,31),-0.0248625 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.0548722 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.0548722 # DEPENDENCYPART_SIBL
(15,19),(15,28),-0.0496168 # DEPENDENCYPART_SIBL
(15,19),(15,30),-0.0548722 # DEPENDENCYPART_SIBL
(15,19),(15,31),-0.0422327 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.035505 # DEPENDENCYPART_SIBL
(15,24),(15,28),-0.0283391 # DEPENDENCYPART_SIBL
(15,24),(15,30),-0.035505 # DEPENDENCYPART_SIBL
(15,24),(15,31),-0.0294243 # DEPENDENCYPART_SIBL
(15,25),(15,28),-0.0283391 # DEPENDENCYPART_SIBL
(15,25),(15,30),-0.035505 # DEPENDENCYPART_SIBL
(15,25),(15,31),-0.0294243 # DEPENDENCYPART_SIBL
(15,28),(15,30),-0.0194515 # DEPENDENCYPART_SIBL
(15,28),(15,31),-0.0142738 # DEPENDENCYPART_SIBL
(15,30),(15,31),-0.0294243 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.200861 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.376183 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0677148 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0896802 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0834477 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.167525 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0881831 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0532969 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0807844 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.153273 # DEPENDENCYPART_SIBL
(17,10),(17,23),0.0086922 # DEPENDENCYPART_SIBL
(17,10),(17,27),0.0086922 # DEPENDENCYPART_SIBL
(17,10),(17,30),-0.0726439 # DEPENDENCYPART_SIBL
(17,10),(17,31),0.00383889 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.00252598 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.430132 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0163874 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0125111 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.134513 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0358859 # DEPENDENCYPART_SIBL
(17,11),(17,23),0.0108194 # DEPENDENCYPART_SIBL
(17,11),(17,27),0.0108194 # DEPENDENCYPART_SIBL
(17,11),(17,30),-0.120576 # DEPENDENCYPART_SIBL
(17,11),(17,31),-0.0162534 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0930478 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0530073 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0147925 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0672785 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0250812 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.00205399 # DEPENDENCYPART_SIBL
(17,12),(17,27),-0.00205399 # DEPENDENCYPART_SIBL
(17,12),(17,30),-0.0783584 # DEPENDENCYPART_SIBL
(17,12),(17,31),-0.0102812 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.433355 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.636019 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.438003 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.00713918 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.000642045 # DEPENDENCYPART_SIBL
(17,13),(17,27),-0.000642045 # DEPENDENCYPART_SIBL
(17,13),(17,30),-0.10071 # DEPENDENCYPART_SIBL
(17,13),(17,31),-0.0177456 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0447493 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0598623 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0186316 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.00999821 # DEPENDENCYPART_SIBL
(17,14),(17,27),0.00999821 # DEPENDENCYPART_SIBL
(17,14),(17,30),-0.0759037 # DEPENDENCYPART_SIBL
(17,14),(17,31),-0.00782669 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0900224 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.159627 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0127734 # DEPENDENCYPART_SIBL
(17,15),(17,27),0.0127734 # DEPENDENCYPART_SIBL
(17,15),(17,30),-0.0699033 # DEPENDENCYPART_SIBL
(17,15),(17,31),0.00657948 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0311345 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0841232 # DEPENDENCYPART_SIBL
(17,16),(17,27),-0.0841232 # DEPENDENCYPART_SIBL
(17,16),(17,30),-0.096248 # DEPENDENCYPART_SIBL
(17,16),(17,31),-0.0480509 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0950544 # DEPENDENCYPART_SIBL
(17,19),(17,27),-0.0950544 # DEPENDENCYPART_SIBL
(17,19),(17,30),-0.0745443 # DEPENDENCYPART_SIBL
(17,19),(17,31),-0.0594662 # DEPENDENCYPART_SIBL
(17,23),(17,27),-0.00121166 # DEPENDENCYPART_SIBL
(17,23),(17,30),-0.0253089 # DEPENDENCYPART_SIBL
(17,23),(17,31),-0.00913461 # DEPENDENCYPART_SIBL
(17,27),(17,30),-0.0253089 # DEPENDENCYPART_SIBL
(17,27),(17,31),-0.00913461 # DEPENDENCYPART_SIBL
(17,30),(17,31),-0.0530507 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.225436 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.070733 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.125129 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.133955 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.141484 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.141484 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0677385 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.145725 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.189691 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0739384 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.225436 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0697875 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.125129 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.167966 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.141484 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.024268 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0757315 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.072043 # DEPENDENCYPART_SIBL
(18,1),(18,23),0.0431437 # DEPENDENCYPART_SIBL
(18,1),(18,24),-0.0798825 # DEPENDENCYPART_SIBL
(18,1),(18,25),-0.0798825 # DEPENDENCYPART_SIBL
(18,1),(18,27),0.0431437 # DEPENDENCYPART_SIBL
(18,1),(18,29),0.0431437 # DEPENDENCYPART_SIBL
(18,1),(18,30),-0.0798825 # DEPENDENCYPART_SIBL
(18,1),(18,31),-0.0257307 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.454485 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.620931 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.606187 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.886065 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.886065 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.460592 # DEPENDENCYPART_SIBL
