# _root_ Bir gün düşünmüş , iki gün düşünmüş , işin içinden _ _ çıkamayacağını _ _ kestirince doğru kıza gitmiş .
#goldHeads=2,3,4,7,6,7,8,19,10,12,12,13,15,15,16,19,19,19,20,0,
#predictedHeads=2,3,4,7,6,7,8,19,10,12,12,13,15,15,16,19,19,19,20,0,
(8,6),(6,19),-0.818666 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.029349 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.411498 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.0839096 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.110046 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0118805 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.00532291 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.228963 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.450008 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.293101 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.270376 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.405983 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.33988 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.522454 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.33527 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.311451 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.721521 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.838165 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.315908 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.806212 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.250228 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.243726 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.314365 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.389391 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.0196426 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.465751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.399879 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.614502 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.320011 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.463113 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.307962 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.356395 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.25258 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.760728 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.953638 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.26215 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.536817 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.266974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.0863768 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.134428 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.106602 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.806212 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.250228 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.243726 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.314365 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.389391 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.0196426 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.465751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.399879 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.614502 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.320011 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.297286 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.576899 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.36679 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.356395 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.25258 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.760728 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.903379 # DEPENDENCYPART_GRANDPAR
(8,18),(18,9),0.086376 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.134429 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.0838752 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.1066 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.0906441 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),0.0370959 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.145478 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.222316 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.160251 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.849433 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.247497 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.248014 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.432612 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-0.0169113 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.236957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),0.0620403 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),-0.152423 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.0472706 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.0245454 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.11498 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.0940499 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.276624 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.152771 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.126247 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.430785 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.306589 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.637189 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.315325 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.318343 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.8641 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.647667 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.410947 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0770468 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.42119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.623309 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.385041 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.167024 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.263835 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.28029 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.368168 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.596335 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.481009 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.518611 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.487163 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.639793 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.551887 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.316225 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.26435 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.421183 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.206945 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.329163 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.408088 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.583933 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.529467 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.404854 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.506678 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.31154 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.787546 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.256173 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.423934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.619628 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0935246 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.108176 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.0202979 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.451 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.275365 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.136354 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.238853 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.293837 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.599508 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.40008 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.420664 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.1878 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.762994 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.191585 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.799116 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.387811 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.179812 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.339275 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.3938 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.450549 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.657012 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.625223 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.293837 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.294181 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.876199 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.650947 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.482713 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.40008 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.420664 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.1878 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.893482 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.635711 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.55157 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0166312 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.212801 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.920622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.387811 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.179812 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.379621 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.339275 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.3938 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.450549 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.535172 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.657012 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.444672 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.66752 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.538277 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.455194 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.361336 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.498007 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.219733 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.444949 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.43372 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.722334 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.486976 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.308055 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.49941 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.702975 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.369204 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.346096 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.510182 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.64729 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.218424 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.865958 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.376331 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.229072 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.916977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),-0.0217208 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.0490581 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.00546619 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.305938 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.32955 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.274214 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.196439 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.510182 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.422856 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.03547 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.648702 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.64729 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.218424 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.865958 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.376331 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.229072 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.916977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.310972 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0217208 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0490581 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.305938 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.32955 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.274214 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.505638 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.367845 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.467309 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.630475 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.375303 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.191145 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.444173 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.600682 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.460018 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.749728 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.560293 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.445777 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.324351 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.163241 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.292345 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.6401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.367995 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.151769 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.518215 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.430697 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),0.127651 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.213236 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.369861 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.524537 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.151882 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.419254 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.276088 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.241971 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0978971 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.263645 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),0.0124529 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.326346 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.205634 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.427631 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.398243 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.2069 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.41142 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.285628 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.565067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,2),-0.493777 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.667991 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.213663 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.35811 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.418213 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.290749 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0271337 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.565067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.292962 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.877429 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.527364 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.741762 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.428706 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.357807 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.504064 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),-0.109967 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.326714 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.104344 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.252356 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.608539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.336433 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.146099 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.155671 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.126305 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.0978739 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.398663 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.642536 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.735525 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.425372 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.365701 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.506869 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.485746 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.326714 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.104344 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.252356 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.608539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.336433 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.146099 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.486653 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.155671 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.126305 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0978739 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.398663 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.856539 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.720872 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.335213 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.483173 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.0124688 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.0947281 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.463332 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.0737159 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.283519 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.196 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.250483 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.0769235 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.357807 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.504064 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.382085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.10998 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.0992818 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.2602 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.172681 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.241041 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.0511926 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-0.907759 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.929625 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.606483 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.772092 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.679846 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.507825 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.377539 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.525525 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.484693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.212588 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.0554549 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.362808 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.27529 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.283233 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.00702875 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.163314 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.464434 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.0583518 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.0836307 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),-0.415873 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.291188 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.197739 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.192922 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.357652 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.438077 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.152729 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.672408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,14),-0.160293 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),-0.296046 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),0.0349343 # DEPENDENCYPART_GRANDPAR
(12,3),(3,18),-0.381356 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.0682872 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.115359 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.0254067 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.683576 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.0559425 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.191696 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-0.399331 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.0671451 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.0583518 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.20503 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.453187 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.0631897 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.155218 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.415873 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.291188 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.197739 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.57244 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.121801 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.0994144 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.136724 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.342758 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.171856 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.152729 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.672408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.503897 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.160293 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.296046 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),0.0349343 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.0298095 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.381356 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.496237 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.0254067 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.0192385 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.0702745 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0543445 # DEPENDENCYPART_GRANDPAR
