# _root_ _ DYP_Genel_Başkanlığı için Türkiye turuna _ çıkan Elazığ_Milletvekili_Mehmet Ağar , hakkında _ _ _ çıkarılan şaibe söylentilerinin arkasında başka hesaplar _ olduğunu _ savunarak , " _ Benim için şu anda hukuki problem _ yok .
#goldHeads=2,3,7,5,7,7,8,9,24,0,15,13,14,15,17,17,18,22,20,22,22,24,24,35,0,0,28,35,35,31,35,33,35,35,36,0,
#predictedHeads=2,3,6,5,6,7,8,9,11,0,14,13,14,15,17,17,18,21,20,21,22,23,24,27,0,0,28,29,35,31,35,33,35,35,36,0,
(13,4),(13,9),0.0178506 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0968387 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.00944442 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.102935 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.529398 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.563221 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.563221 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.459699 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.57907 # DEPENDENCYPART_SIBL
(13,6),(13,12),-1.19892 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0448938 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0448938 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.108772 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0290357 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.00973004 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0108166 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.081844 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0164785 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.07014 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0726974 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.00125288 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0415768 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0102029 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.428719 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0228089 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.636019 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.178195 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.654168 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.636019 # DEPENDENCYPART_SIBL
(14,1),(14,6),-1.07945 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.44132 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.636019 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.636036 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.425743 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.663331 # DEPENDENCYPART_SIBL
(14,1),(14,12),-1.07945 # DEPENDENCYPART_SIBL
(14,1),(14,13),-1.07945 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.201848 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.00731595 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0108336 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.07014 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0731281 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.0108336 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0108166 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.081844 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0164785 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.07014 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.07014 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.0894993 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0907603 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.132522 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0835082 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.0907603 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.0907603 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.166956 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.0732967 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.132522 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.132522 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0178677 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.102935 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0715636 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0178677 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0178506 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0968387 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.00944442 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.102935 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.102935 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.07014 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0731281 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0108336 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0108166 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.081844 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0164785 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.07014 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.07014 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.529398 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.563221 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.563221 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.459699 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.57907 # DEPENDENCYPART_SIBL
(14,6),(14,12),-1.19892 # DEPENDENCYPART_SIBL
(14,6),(14,13),-1.19892 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0448938 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0448938 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.108772 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0290357 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.00973004 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.00973004 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0108166 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.081844 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0164785 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.07014 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.07014 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0726974 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.00125288 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0415768 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0415768 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0102029 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.428719 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.428719 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0228089 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0228089 # DEPENDENCYPART_SIBL
(14,12),(14,13),-1.19892 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.237251 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.235438 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.235438 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.235438 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.00239558 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.242007 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0595088 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.0595088 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0338395 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.0338395 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0338224 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0130139 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0498628 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.00833214 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.00833214 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0126666 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0126495 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0173798 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0286899 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.000129346 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.000129346 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0126495 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0173798 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0286899 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.000129346 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.000129346 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0173798 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0329823 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.00957896 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.00957896 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0438693 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.224725 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.224725 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0286713 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0286713 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.89523 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.020763 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.104683 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.00495043 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.00495043 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.00495043 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.116886 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0954494 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0388138 # DEPENDENCYPART_SIBL
(16,7),(16,30),0.00303944 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.00272342 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.228157 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.228157 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.228157 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0211096 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0422724 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0185267 # DEPENDENCYPART_SIBL
(16,10),(16,30),0.0143363 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0316572 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0316572 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0316572 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0977698 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0209562 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.000214463 # DEPENDENCYPART_SIBL
(16,11),(16,30),0.00658197 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.847465 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.847465 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.346735 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0257743 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0915063 # DEPENDENCYPART_SIBL
(16,12),(16,30),-0.0124034 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.847465 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.346735 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0257743 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0915063 # DEPENDENCYPART_SIBL
(16,13),(16,30),-0.0124034 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.346735 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0257743 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0915063 # DEPENDENCYPART_SIBL
(16,14),(16,30),-0.0124034 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0946612 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0380254 # DEPENDENCYPART_SIBL
(16,15),(16,30),0.00298023 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.00301631 # DEPENDENCYPART_SIBL
(16,17),(16,30),-0.0093552 # DEPENDENCYPART_SIBL
(16,19),(16,30),-0.0255355 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.020763 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.00495043 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.00495043 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.00495043 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.116886 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.104915 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0954265 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.0388138 # DEPENDENCYPART_SIBL
(17,7),(17,30),0.00303944 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.228157 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.228157 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.228157 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0211096 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.00649166 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0339189 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0185267 # DEPENDENCYPART_SIBL
(17,10),(17,30),0.0143363 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.847465 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.847465 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.346735 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.331033 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0238042 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0915063 # DEPENDENCYPART_SIBL
(17,12),(17,30),-0.0124034 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.847465 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.346735 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.331033 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0238042 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0915063 # DEPENDENCYPART_SIBL
(17,13),(17,30),-0.0124034 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.346735 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.331033 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0238042 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0915063 # DEPENDENCYPART_SIBL
(17,14),(17,30),-0.0124034 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0888917 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0946383 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0380254 # DEPENDENCYPART_SIBL
(17,15),(17,30),0.00298023 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.025967 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.00021347 # DEPENDENCYPART_SIBL
(17,16),(17,30),0.0065823 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.00301631 # DEPENDENCYPART_SIBL
(17,18),(17,30),-0.0093552 # DEPENDENCYPART_SIBL
(17,19),(17,30),-0.0255355 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0137443 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0137443 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0137443 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.102662 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0974408 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0974408 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0388134 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0949293 # DEPENDENCYPART_SIBL
(18,7),(18,30),0.00303907 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.838869 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.838869 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.341806 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.312699 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.312699 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0913705 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0249967 # DEPENDENCYPART_SIBL
(18,12),(18,30),-0.0125392 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.838869 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.341806 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.312699 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.312699 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0913705 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0249967 # DEPENDENCYPART_SIBL
(18,13),(18,30),-0.0125392 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.341806 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.312699 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.312699 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0913705 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0249967 # DEPENDENCYPART_SIBL
(18,14),(18,30),-0.0125392 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0814176 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0814176 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.038025 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0941411 # DEPENDENCYPART_SIBL
(18,15),(18,30),0.00297985 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.00700203 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.000213497 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0214711 # DEPENDENCYPART_SIBL
(18,16),(18,30),0.0065823 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.000213497 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0214711 # DEPENDENCYPART_SIBL
(18,17),(18,30),0.0065823 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0236057 # DEPENDENCYPART_SIBL
(18,19),(18,30),-0.0255355 # DEPENDENCYPART_SIBL
(18,20),(18,30),-0.0093552 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.893205 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.286016 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.286016 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.286016 # DEPENDENCYPART_SIBL
(19,13),(19,27),-0.0390874 # DEPENDENCYPART_SIBL
(19,13),(19,33),-0.0503722 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.286016 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.286016 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.286016 # DEPENDENCYPART_SIBL
(19,14),(19,27),-0.0390874 # DEPENDENCYPART_SIBL
(19,14),(19,33),-0.0503722 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0347549 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0347444 # DEPENDENCYPART_SIBL
(19,16),(19,27),0.0343732 # DEPENDENCYPART_SIBL
(19,16),(19,33),0.0446127 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0347444 # DEPENDENCYPART_SIBL
(19,17),(19,27),0.0343732 # DEPENDENCYPART_SIBL
(19,17),(19,33),0.0446127 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.0343732 # DEPENDENCYPART_SIBL
(19,18),(19,33),0.0439216 # DEPENDENCYPART_SIBL
(19,27),(19,33),0.0170564 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.020763 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.00495043 # DEPENDENCYPART_SIBL
(20,7),(20,15),0.116886 # DEPENDENCYPART_SIBL
(20,7),(20,16),0.104915 # DEPENDENCYPART_SIBL
(20,7),(20,17),0.104915 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.104907 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.130882 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.00550144 # DEPENDENCYPART_SIBL
(20,7),(20,22),0.0951108 # DEPENDENCYPART_SIBL
(20,7),(20,30),0.00303944 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.228157 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0211096 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.00649166 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.00649166 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.00648794 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0729493 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0569933 # DEPENDENCYPART_SIBL
(20,10),(20,22),0.0418369 # DEPENDENCYPART_SIBL
(20,10),(20,30),0.0143363 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.346735 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.331033 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.331033 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.331037 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.343251 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0470434 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.0256669 # DEPENDENCYPART_SIBL
(20,14),(20,30),-0.0124034 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0888917 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0888917 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0888835 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.109012 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.00654926 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0943226 # DEPENDENCYPART_SIBL
(20,15),(20,30),0.00298023 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0070149 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.00702967 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0923373 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0536802 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0256282 # DEPENDENCYPART_SIBL
(20,16),(20,30),0.0065823 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.00702967 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0923373 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0536802 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0256282 # DEPENDENCYPART_SIBL
(20,17),(20,30),0.0065823 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0910468 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0536802 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0263194 # DEPENDENCYPART_SIBL
(20,18),(20,30),0.0065823 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.00313306 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0984045 # DEPENDENCYPART_SIBL
(20,19),(20,30),0.00643652 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0322674 # DEPENDENCYPART_SIBL
(20,21),(20,30),-0.0263735 # DEPENDENCYPART_SIBL
(20,22),(20,30),-0.00935525 # DEPENDENCYPART_SIBL
(21,3),(21,4),0.0894993 # DEPENDENCYPART_SIBL
(21,3),(21,8),0.0907603 # DEPENDENCYPART_SIBL
(21,3),(21,9),0.0907603 # DEPENDENCYPART_SIBL
(21,3),(21,11),0.0732967 # DEPENDENCYPART_SIBL
(21,3),(21,12),-0.132522 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.132522 # DEPENDENCYPART_SIBL
(21,3),(21,14),-0.132522 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.079908 # DEPENDENCYPART_SIBL
(21,3),(21,16),0.0907603 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.0907603 # DEPENDENCYPART_SIBL
(21,3),(21,18),0.0904638 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.129008 # DEPENDENCYPART_SIBL
(21,3),(21,20),0.0907603 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.0516214 # DEPENDENCYPART_SIBL
(21,3),(21,23),-0.0497608 # DEPENDENCYPART_SIBL
(21,3),(21,29),0.0253868 # DEPENDENCYPART_SIBL
(21,3),(21,31),0.0500474 # DEPENDENCYPART_SIBL
(21,4),(21,8),0.0178677 # DEPENDENCYPART_SIBL
(21,4),(21,9),0.0178506 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.00944442 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.102935 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.102935 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.102935 # DEPENDENCYPART_SIBL
(21,4),(21,15),0.081029 # DEPENDENCYPART_SIBL
(21,4),(21,16),0.0178677 # DEPENDENCYPART_SIBL
(21,4),(21,17),0.0178677 # DEPENDENCYPART_SIBL
(21,4),(21,18),0.0175413 # DEPENDENCYPART_SIBL
(21,4),(21,19),0.00873423 # DEPENDENCYPART_SIBL
(21,4),(21,20),0.0178677 # DEPENDENCYPART_SIBL
(21,4),(21,22),0.00124586 # DEPENDENCYPART_SIBL
(21,4),(21,23),-0.0702967 # DEPENDENCYPART_SIBL
(21,4),(21,29),0.0796772 # DEPENDENCYPART_SIBL
(21,4),(21,31),0.00827104 # DEPENDENCYPART_SIBL
(21,8),(21,9),0.0108166 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.0164785 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.07014 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.07014 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.07014 # DEPENDENCYPART_SIBL
(21,8),(21,15),0.0825935 # DEPENDENCYPART_SIBL
(21,8),(21,16),0.0108336 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.0108336 # DEPENDENCYPART_SIBL
(21,8),(21,18),0.0105072 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.0102987 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.0108336 # DEPENDENCYPART_SIBL
(21,8),(21,22),0.00164153 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.0699033 # DEPENDENCYPART_SIBL
(21,8),(21,29),0.0805274 # DEPENDENCYPART_SIBL
(21,8),(21,31),0.00866671 # DEPENDENCYPART_SIBL
(21,9),(21,11),0.00125288 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.0415768 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.0415768 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.0415768 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.0917401 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.028565 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.028565 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.0282385 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.0194453 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.028565 # DEPENDENCYPART_SIBL
(21,9),(21,22),0.00164153 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.0699033 # DEPENDENCYPART_SIBL
(21,9),(21,29),0.0805274 # DEPENDENCYPART_SIBL
(21,9),(21,31),0.00866671 # DEPENDENCYPART_SIBL
