# _root_ Her _ iki olgu da , bilim için yeni bir başlangıçtan çok , bir dönemin _ _ kapanışına işaret_etmektedir .
#goldHeads=3,3,4,19,4,0,8,19,10,11,12,19,0,15,18,17,18,19,20,0,
#predictedHeads=3,3,4,19,4,0,8,19,11,11,12,19,0,15,17,17,18,19,20,0,
(11,19),(19,20),-0.297788 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.134606 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.0263175 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),-0.361331 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.143895 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),0.00619624 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.503786 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.0824831 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.279008 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.479025 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.0282409 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.0542924 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.0851081 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.120946 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),-0.0520787 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-0.109663 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.675287 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.596574 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.138815 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.209039 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.484779 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.388988 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.11467 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.543532 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.0639347 # DEPENDENCYPART_GRANDPAR
(12,6),(6,13),-0.172494 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.112261 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.149367 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),0.0083512 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.187118 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.120151 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.107658 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.0542916 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.00645158 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.395013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,14),-0.0851081 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.120946 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.109663 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.137024 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.134078 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.475534 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.212359 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.0306632 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.32873 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.143895 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.427315 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.187115 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.113029 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.367797 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.114686 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0211052 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.239979 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.395013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.147664 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.0851081 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.36115 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.120946 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.109663 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.399549 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.716126 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.28466 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.0703236 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.20189 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.0142309 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.180687 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.313447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.103714 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0165848 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.107483 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.17635 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.235149 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.430701 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.163982 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.084988 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0715386 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.293135 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.283991 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.547271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,19),-0.416208 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.151982 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.0315871 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.059232 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.275338 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.0771365 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.243332 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.258045 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.349463 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.373907 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.292363 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.382721 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.092833 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.0489129 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.0170697 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.216249 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0814078 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.12475 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.322598 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.252558 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.0686209 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.16196 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.5335 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.120227 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.28523 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.138131 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.14579 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.000608275 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.0585095 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.283795 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.0325414 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.522767 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.253876 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.422612 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.349464 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.535228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.373907 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.380087 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.292363 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.382721 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.202813 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.147971 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.0463628 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),0.148474 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.180466 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.0555296 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0414194 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.287818 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.403966 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.359291 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.233754 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),0.208622 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.173756 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),0.0662963 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.171599 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),0.171973 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.316609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.196868 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.162231 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.188012 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.262144 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.201286 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),0.267228 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),0.099087 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.0135948 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),0.23106 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.515387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.397292 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.436696 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.251451 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.325978 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.468771 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.262144 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.201286 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.224649 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),0.267228 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.145425 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),0.099087 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.0135948 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),0.23106 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.515387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.397292 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.436696 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.33606 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.325978 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.468771 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.305841 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.244984 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.152613 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.206379 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.268346 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),0.282934 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.130868 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),0.114061 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.0572923 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),0.247634 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.284337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.169806 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.0271803 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.0583972 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.0326161 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.024112 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.224936 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-0.406193 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-0.386956 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-0.231127 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),0.226518 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.169733 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),0.073364 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),0.189797 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.403392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),-0.253415 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.137856 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.259672 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.233891 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.140924 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.235565 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.252149 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.332298 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.142305 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.174534 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.00884628 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.10564 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0315676 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.187401 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.222679 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.271508 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.316175 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.218446 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.276151 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.112877 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.39234 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.64071 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.0845298 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.413511 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.461145 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.635473 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.307896 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),-0.172971 # DEPENDENCYPART_GRANDPAR
(15,4),(4,16),-0.358146 # DEPENDENCYPART_GRANDPAR
(15,4),(4,17),-0.437621 # DEPENDENCYPART_GRANDPAR
(15,4),(4,19),-0.417199 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.685259 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.583563 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.593677 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.510173 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.221365 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.254615 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.343165 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.189872 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.456786 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.108708 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.261398 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.434518 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.536186 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.269479 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.512711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,9),-0.329864 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.116291 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.543998 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.330674 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.254019 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.359582 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.618423 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.202895 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.150821 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.475189 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.342421 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.172971 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.519405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.358146 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.417199 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.648007 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.553581 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.200652 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.228629 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.386573 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.221737 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0685735 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.505836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,1),-0.0649414 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.154784 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),0.0128902 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.471734 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.10727 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.0730447 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.354958 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.310797 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.558104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.439781 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.519256 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.503724 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.316179 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.286797 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.784514 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.705707 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.672001 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.304873 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.220699 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.492754 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.192475 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.169948 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.49552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.0908698 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.166825 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.218575 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.784514 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.705707 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.548466 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.672001 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.393915 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.304873 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.220699 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.492754 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.192475 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.169948 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.49552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.322987 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.166825 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.218575 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.0199174 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.621374 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),-0.128135 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),0.0320005 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.610403 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.095847 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),0.28981 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.673891 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.0424823 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.303955 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.428017 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.223988 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-0.633893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,17),-0.361788 # DEPENDENCYPART_GRANDPAR
(16,4),(4,19),-0.461506 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.142288 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.178071 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.164811 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.483166 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),0.0506908 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.056981 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.298098 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.152041 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),0.0329754 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.140198 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.310094 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.430452 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),0.0941265 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.240043 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.017571 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.223201 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.353301 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.553039 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.223988 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.131892 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.633893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,19),-0.461506 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.189028 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.202969 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.160541 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.445812 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),0.0257928 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.108206 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.0298271 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.165435 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.0272669 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.460398 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),0.146831 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.160306 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),0.0645863 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.253271 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.169334 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.236564 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.390183 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.604576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.332471 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.444235 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.322708 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.382443 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),0.0329754 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.140198 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.310094 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.240043 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.017571 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.223201 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.0891862 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.215827 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.309599 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0191727 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.633893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.361788 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.297704 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.265906 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.0259519 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.2771 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.123584 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.371855 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.0314032 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.293808 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.345663 # DEPENDENCYPART_GRANDPAR
