# _root_ Hem _ eminim ki , benim de benden daha büyük bir kardeşim olsaydı , o da _ aynılarını yapardı .
#goldHeads=20,3,13,2,19,13,6,10,10,12,12,13,19,0,19,15,18,19,20,0,
#predictedHeads=3,3,4,19,0,12,6,13,10,12,12,13,14,19,19,15,18,19,20,0,
(13,18),(18,16),0.0653498 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.14751 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.417402 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.656605 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.306296 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),0.15091 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.179637 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),0.154166 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),0.00994961 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.0993508 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.153497 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.0307583 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.0990009 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.0617061 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-1.20956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.246569 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.565189 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0623313 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.181105 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.243064 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.467515 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-0.460476 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-0.666699 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-0.353537 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),0.0824824 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-0.0756466 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-0.100466 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.198554 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-0.0415513 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.111866 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.0448367 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-1.26793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),-0.312023 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.699554 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.13659 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.399223 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.361486 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.943691 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.583242 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.390843 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.541722 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.393765 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),-0.548276 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.0899149 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.400436 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.18502 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.177813 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),0.0178714 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.242607 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.400506 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.821478 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.357727 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.24991 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.776037 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),0.0340929 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.200756 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),-0.102811 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.259262 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.107295 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.145511 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.305317 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.32236 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.467438 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),0.0939419 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.24433 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.129218 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.196883 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.277656 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.0393238 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.340644 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.242572 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.164253 # DEPENDENCYPART_GRANDPAR
(14,9),(9,15),-0.408742 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.193035 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.0159125 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.28903 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.249295 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.119695 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0197446 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.0677398 # DEPENDENCYPART_GRANDPAR
(14,10),(10,15),-0.394814 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.287737 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.190175 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.414008 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.136968 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),0.208832 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.218346 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.202057 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.0718027 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.0925638 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.286119 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0104872 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.243825 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.583927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.490355 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.421062 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.453607 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.225775 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.109971 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.429698 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.0682867 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.137971 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),0.0780448 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.159728 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.169858 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.0113586 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.0330959 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.167047 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0819103 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.148967 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.568764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.453531 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.33992 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.3393 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.245283 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.489655 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.379936 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.342157 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.296507 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.562136 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.402108 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.417931 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.381073 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.345829 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.371712 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.0275408 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.365309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.0163172 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.0622443 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0172778 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.424424 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.872702 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.399444 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.287428 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.281343 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.521882 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.297552 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.380775 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.303231 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.523229 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.298064 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.257405 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.0470491 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.333037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.0977055 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.232559 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0293697 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0463395 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.151887 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-0.475523 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-0.909314 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-0.473989 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-0.3469 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-0.389505 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.385312 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.383345 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.56256 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.338761 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.338428 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.121594 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.452092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),-0.276307 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.315514 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.214772 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.211376 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.0786189 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.587271 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.479932 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.592985 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.308988 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.438852 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.436736 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.596314 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.608447 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.411332 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.444749 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.239814 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.26535 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.519984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.275691 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.438235 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.516863 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.470075 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.526644 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.217907 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.48614 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.147301 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.222409 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.269199 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.36345 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.414105 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.179999 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.31395 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.201301 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.0670847 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.421098 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.559929 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.221084 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.70035 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.367181 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.424899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,3),-0.637949 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.19303 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.345229 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.336015 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.329051 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.0175951 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.0219181 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.573858 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.594984 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.371508 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.180565 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.256258 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.277008 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.245178 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.402626 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.367104 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.57276 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.4329 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.076326 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.00436342 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.478618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.363263 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.433407 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.413001 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.595423 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.108099 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.507607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,5),-0.505738 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.376836 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.1405 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.410269 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.14904 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.140836 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.528838 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.185559 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.466275 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.376662 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.301504 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.314461 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.418745 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.247593 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.257153 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.103715 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.373194 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.194374 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.267432 # DEPENDENCYPART_GRANDPAR
(17,12),(12,18),-0.574395 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.39451 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.111955 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.493555 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.0184977 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.178377 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.623845 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.403674 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.255689 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.331792 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.404267 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.265153 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.387602 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.177755 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.34016 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.187031 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.205164 # DEPENDENCYPART_GRANDPAR
(17,13),(13,18),-0.583888 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.45984 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.43337 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.0906587 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.334307 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),0.195377 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.128319 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.46687 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.349419 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.167227 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.26792 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.282535 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),0.191762 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.233903 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.0107334 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.10467 # DEPENDENCYPART_GRANDPAR
(17,14),(14,18),-0.534987 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.432731 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.427171 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.216732 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.200998 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.255372 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.398592 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.0318402 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.141147 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.34215 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.487245 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.0723724 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.24213 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),-0.750523 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),-0.774515 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.382889 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.553393 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.182324 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.385042 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.710891 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.00705164 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.213707 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.939293 # DEPENDENCYPART_GRANDPAR
(18,5),(5,19),-0.430843 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.495843 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.228901 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.187435 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.236238 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.282964 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.533031 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.276169 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.331109 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.290392 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.269422 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.527155 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.273441 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.32838 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.741149 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.349152 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.1281 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),-0.432922 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.502439 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.256367 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.486994 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.22553 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.435004 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.723493 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.223995 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.096748 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.285546 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.760065 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.545856 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.288573 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.0145625 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.381837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.344318 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.348073 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.495256 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.229872 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.200828 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.481469 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.140536 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.342478 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.62512 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.210581 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.0410371 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.360079 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.550297 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.510185 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.296786 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.0609328 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.355208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.38892 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),0.077575 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.385042 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.710891 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.00705164 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.213707 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.385689 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.109456 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.320362 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.583378 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.124813 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),0.0434624 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.2057 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.189605 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.474161 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.420536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.430843 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),0.00334388 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.683652 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.423754 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.116714 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.256938 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.650502 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.231069 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.570405 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.180496 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.542554 # DEPENDENCYPART_GRANDPAR
