# _root_ Kendi yaşam alanını güvence altında _ gören _ Papalık , bunun _ verdiği _ rahatlıkla , yakın geçmişte Darwin'le bile _ barışmakta bir beis görmemiştir .
#goldHeads=3,3,6,5,6,7,8,9,25,0,12,13,14,15,25,0,18,21,21,19,22,25,24,25,26,0,
#predictedHeads=3,3,6,5,6,7,9,9,12,0,12,13,15,15,25,0,18,21,21,21,22,25,24,25,26,0,
(7,6),(6,4),0.279636 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.318764 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.127049 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.0406607 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-0.183526 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.443731 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.442851 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.208703 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.441471 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.201494 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.106663 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0349397 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.152594 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.057763 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.0658481 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0350867 # DEPENDENCYPART_GRANDPAR
(8,5),(5,25),-0.513047 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.463255 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.316764 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.178458 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0638965 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.291004 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.814862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,20),-0.206171 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.318804 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.208323 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0936209 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.0299902 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.218158 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.222871 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.630181 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.631311 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.264105 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.631311 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.258805 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.633309 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0602706 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.248004 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.622509 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0885306 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0603314 # DEPENDENCYPART_GRANDPAR
(9,5),(5,25),-0.304681 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.484722 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.211915 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.550257 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0253284 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.568093 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.38775 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.192341 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.457491 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.234304 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.594355 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.0603774 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.625948 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.198014 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.238291 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.599291 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.0712764 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.628157 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.105069 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.137983 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-0.0850009 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.396096 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.698126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0724349 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.066497 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.978466 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.372156 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.724793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.0765906 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0312206 # DEPENDENCYPART_GRANDPAR
(9,25),(25,2),-0.560953 # DEPENDENCYPART_GRANDPAR
(9,25),(25,3),-0.916666 # DEPENDENCYPART_GRANDPAR
(9,25),(25,4),-0.382688 # DEPENDENCYPART_GRANDPAR
(9,25),(25,5),-0.958627 # DEPENDENCYPART_GRANDPAR
(9,25),(25,6),-0.299072 # DEPENDENCYPART_GRANDPAR
(9,25),(25,8),-0.361153 # DEPENDENCYPART_GRANDPAR
(9,25),(25,9),-0.659996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,25),(25,10),0.0869705 # DEPENDENCYPART_GRANDPAR
(9,25),(25,11),-0.17726 # DEPENDENCYPART_GRANDPAR
(9,25),(25,12),0.0340983 # DEPENDENCYPART_GRANDPAR
(9,25),(25,14),0.0195811 # DEPENDENCYPART_GRANDPAR
(9,25),(25,15),-0.156609 # DEPENDENCYPART_GRANDPAR
(9,25),(25,16),-0.0732538 # DEPENDENCYPART_GRANDPAR
(9,25),(25,17),-0.171996 # DEPENDENCYPART_GRANDPAR
(9,25),(25,18),-0.321466 # DEPENDENCYPART_GRANDPAR
(9,25),(25,19),-0.299399 # DEPENDENCYPART_GRANDPAR
(9,25),(25,20),-0.16323 # DEPENDENCYPART_GRANDPAR
(9,25),(25,21),-0.0237656 # DEPENDENCYPART_GRANDPAR
(9,25),(25,22),-0.441202 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.0445018 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-0.552571 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.728896 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.454911 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.502713 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.486032 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.416742 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.516386 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.323945 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-0.65591 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.238566 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.301774 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.278922 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.216382 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.154503 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.584859 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.638373 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.621485 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.553885 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.474848 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.850662 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-0.545211 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.141548 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.207386 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.184534 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.133496 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.101126 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.452121 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.125766 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.28204 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.325421 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.530237 # DEPENDENCYPART_GRANDPAR
(10,9),(9,25),-0.598784 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.715102 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.340457 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.405179 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.385205 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.317661 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.586616 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.750539 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.249186 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),0.0456176 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.50852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.138672 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.153144 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.59376 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.743763 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.474588 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.257326 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.756738 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.684835 # DEPENDENCYPART_GRANDPAR
(10,21),(21,1),-0.715102 # DEPENDENCYPART_GRANDPAR
(10,21),(21,2),-0.340457 # DEPENDENCYPART_GRANDPAR
(10,21),(21,3),-0.405179 # DEPENDENCYPART_GRANDPAR
(10,21),(21,4),-0.385205 # DEPENDENCYPART_GRANDPAR
(10,21),(21,5),-0.317661 # DEPENDENCYPART_GRANDPAR
(10,21),(21,8),-0.249186 # DEPENDENCYPART_GRANDPAR
(10,21),(21,9),0.0456176 # DEPENDENCYPART_GRANDPAR
(10,21),(21,11),-0.138672 # DEPENDENCYPART_GRANDPAR
(10,21),(21,12),-0.133647 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),-0.234936 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),-0.443188 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.273241 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.327565 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.707149 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.857549 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.492494 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.756738 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.790705 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-0.684835 # DEPENDENCYPART_GRANDPAR
(10,25),(25,2),-0.39033 # DEPENDENCYPART_GRANDPAR
(10,25),(25,3),-0.448876 # DEPENDENCYPART_GRANDPAR
(10,25),(25,4),-0.428903 # DEPENDENCYPART_GRANDPAR
(10,25),(25,5),-0.361358 # DEPENDENCYPART_GRANDPAR
(10,25),(25,6),-0.572507 # DEPENDENCYPART_GRANDPAR
(10,25),(25,8),-0.282544 # DEPENDENCYPART_GRANDPAR
(10,25),(25,9),0.00192007 # DEPENDENCYPART_GRANDPAR
(10,25),(25,10),-0.277471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,25),(25,11),0.0904274 # DEPENDENCYPART_GRANDPAR
(10,25),(25,12),0.144016 # DEPENDENCYPART_GRANDPAR
(10,25),(25,14),0.0253331 # DEPENDENCYPART_GRANDPAR
(10,25),(25,15),0.0206887 # DEPENDENCYPART_GRANDPAR
(10,25),(25,16),-0.0421919 # DEPENDENCYPART_GRANDPAR
(10,25),(25,17),-0.0842465 # DEPENDENCYPART_GRANDPAR
(10,25),(25,18),-0.243272 # DEPENDENCYPART_GRANDPAR
(10,25),(25,19),-0.393672 # DEPENDENCYPART_GRANDPAR
(10,25),(25,20),-0.147153 # DEPENDENCYPART_GRANDPAR
(10,25),(25,21),-0.0384912 # DEPENDENCYPART_GRANDPAR
(10,25),(25,22),-0.406647 # DEPENDENCYPART_GRANDPAR
(10,25),(25,23),-0.326136 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),-0.440614 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.619747 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.625683 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.626447 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.703123 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.260574 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.583573 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.59754 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.598304 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.687005 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.30274 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.202131 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.433835 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.0123972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.0241791 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-0.161768 # DEPENDENCYPART_GRANDPAR
(11,9),(9,25),-0.414541 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.355054 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.0398445 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.503786 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.531637 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.265167 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.330399 # DEPENDENCYPART_GRANDPAR
(11,10),(10,25),-0.458328 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.802037 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.885776 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.371957 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.682851 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.933391 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.311747 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),0.0709516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.0920671 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.0908445 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.0721979 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.230863 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.224759 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.142173 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.0874002 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),0.0104856 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.255384 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.121187 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.131567 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.082171 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),0.139762 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.0639303 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.189715 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.474239 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.0133047 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.139089 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.0870008 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.474405 # DEPENDENCYPART_GRANDPAR
(12,5),(5,25),-0.6759 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.0295031 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.224379 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.301847 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.258808 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.38927 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.608821 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),0.0737128 # DEPENDENCYPART_GRANDPAR
(12,6),(6,22),-0.354929 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.137054 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.241955 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.189866 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.326958 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.27939 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.160809 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.272036 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.225912 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.347824 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.380526 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0690239 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-0.508625 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.0639303 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.189715 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.137626 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.29013 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.418507 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.248478 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.150397 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.138219 # DEPENDENCYPART_GRANDPAR
(12,9),(9,13),-0.0407631 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-0.679182 # DEPENDENCYPART_GRANDPAR
(12,9),(9,25),-0.6759 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.202157 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.325975 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.368235 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.08704 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.458869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,21),-0.308241 # DEPENDENCYPART_GRANDPAR
(12,10),(10,25),-0.658628 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.220383 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0486191 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0756702 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.151638 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.2402 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),0.279486 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.499188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.00023157 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.0203257 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.365457 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.167122 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.00482281 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.305191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.0894841 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.0487614 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.0431835 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.28273 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.0706687 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.249707 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.0777547 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.0936716 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.229181 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.377818 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),0.00162838 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.0203257 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.0487614 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.0431835 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.28273 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.0706687 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.332294 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.129298 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.441382 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.500486 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),0.04579 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-0.193281 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-0.310286 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-0.258216 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.418879 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.337862 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.113698 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),0.215551 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.531658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.0375967 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.288575 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.355351 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.125908 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.577686 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.63679 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.0953911 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.35552 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.124711 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.65287 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-0.562046 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-0.509975 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-0.670632 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-0.580269 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.365457 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.167122 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),-0.0487614 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.0431835 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.28273 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.0706687 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.332294 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.391398 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),0.0878793 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.154562 # DEPENDENCYPART_GRANDPAR
(12,25),(25,2),-0.47264 # DEPENDENCYPART_GRANDPAR
(12,25),(25,3),-0.577291 # DEPENDENCYPART_GRANDPAR
(12,25),(25,4),-0.525221 # DEPENDENCYPART_GRANDPAR
(12,25),(25,5),-0.685883 # DEPENDENCYPART_GRANDPAR
(12,25),(25,6),-0.732268 # DEPENDENCYPART_GRANDPAR
(12,25),(25,8),-0.590153 # DEPENDENCYPART_GRANDPAR
(12,25),(25,9),-0.380702 # DEPENDENCYPART_GRANDPAR
(12,25),(25,10),-0.244154 # DEPENDENCYPART_GRANDPAR
(12,25),(25,11),-0.00574481 # DEPENDENCYPART_GRANDPAR
(12,25),(25,12),-0.405547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,25),(25,14),-0.0698832 # DEPENDENCYPART_GRANDPAR
(12,25),(25,15),-0.0869903 # DEPENDENCYPART_GRANDPAR
(12,25),(25,16),-0.281397 # DEPENDENCYPART_GRANDPAR
(12,25),(25,17),-0.0360659 # DEPENDENCYPART_GRANDPAR
(12,25),(25,18),-0.376101 # DEPENDENCYPART_GRANDPAR
(12,25),(25,19),-0.435205 # DEPENDENCYPART_GRANDPAR
(12,25),(25,20),0.0287136 # DEPENDENCYPART_GRANDPAR
(12,25),(25,21),-0.254918 # DEPENDENCYPART_GRANDPAR
(12,25),(25,22),-0.414679 # DEPENDENCYPART_GRANDPAR
(12,25),(25,23),-0.544578 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),-0.18387 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.0459453 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.103456 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.162557 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.229697 # DEPENDENCYPART_GRANDPAR
(13,5),(5,25),-0.138748 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),0.0154534 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),0.180081 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.233218 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.445565 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.0254425 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.200094 # DEPENDENCYPART_GRANDPAR
(13,8),(8,23),-0.227759 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.0786553 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.0707462 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.129847 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.333413 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.19037 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.140832 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.0948697 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.267241 # DEPENDENCYPART_GRANDPAR
