# _root_ ATO Başkanı Sinan_Aygün , Maliye Bakanı Kemal_Yazıcıoğlu ziyaretinden sonra da Bakan'ın " Vergi_Barışı_Projesi " konusunda , ocak ayının ilk haftasında _ mükelleflere müjde _ _ verebileceklerini _ söylediğini _ bildirdi .
#goldHeads=2,3,30,0,6,7,8,9,27,9,13,0,15,0,24,0,18,20,20,24,22,24,24,25,26,27,28,30,30,31,0,
#predictedHeads=2,3,30,0,6,7,8,9,25,9,13,0,15,0,25,0,18,20,20,25,22,24,25,25,26,27,28,30,30,31,0,
(13,7),(13,11),-0.0070149 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0642098 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0188957 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.020952 # DEPENDENCYPART_SIBL
(13,7),(13,30),-0.006996 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.150013 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0524472 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0070149 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0642098 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0188957 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.020952 # DEPENDENCYPART_SIBL
(13,8),(13,30),-0.006996 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.011577 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.191668 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0062007 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0232454 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0387297 # DEPENDENCYPART_SIBL
(13,9),(13,30),0.0155224 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0005426 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0210617 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0404595 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0156638 # DEPENDENCYPART_SIBL
(13,10),(13,30),0.00234803 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0642098 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0188957 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.020952 # DEPENDENCYPART_SIBL
(13,11),(13,30),-0.006996 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0311051 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0317214 # DEPENDENCYPART_SIBL
(13,12),(13,30),0.00361719 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0417647 # DEPENDENCYPART_SIBL
(13,14),(13,30),-0.0342717 # DEPENDENCYPART_SIBL
(13,15),(13,30),-0.0125873 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.00939083 # DEPENDENCYPART_SIBL
(14,12),(14,25),-0.0588332 # DEPENDENCYPART_SIBL
(14,12),(14,30),-0.0399206 # DEPENDENCYPART_SIBL
(14,13),(14,25),-0.0428455 # DEPENDENCYPART_SIBL
(14,13),(14,30),-0.021526 # DEPENDENCYPART_SIBL
(14,25),(14,30),-0.0260774 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.000189123 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.000189029 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.000189029 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.127467 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0663254 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.000189029 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.121541 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.000189029 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.121541 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0176051 # DEPENDENCYPART_SIBL
(15,4),(15,30),-0.000446273 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0250153 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0250153 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.143662 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0606218 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0250153 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0705629 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0250153 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0705629 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.000877759 # DEPENDENCYPART_SIBL
(15,6),(15,30),-0.00664497 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0205067 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.144738 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0577213 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0205067 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0694864 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0205067 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0694864 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.000877759 # DEPENDENCYPART_SIBL
(15,7),(15,30),-0.00664497 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.144738 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0577213 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0205067 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0694864 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0205067 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0694864 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.000877759 # DEPENDENCYPART_SIBL
(15,8),(15,30),-0.00664497 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.011577 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.18568 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.00620316 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.18568 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.00620316 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0496098 # DEPENDENCYPART_SIBL
(15,9),(15,30),0.0155224 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.00653057 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0210641 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.00653057 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0210641 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0266453 # DEPENDENCYPART_SIBL
(15,10),(15,30),0.00234803 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0694864 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0205067 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0694864 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.000877759 # DEPENDENCYPART_SIBL
(15,11),(15,30),-0.00664497 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0201888 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.066903 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.026059 # DEPENDENCYPART_SIBL
(15,12),(15,30),0.00361663 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0694864 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.000877759 # DEPENDENCYPART_SIBL
(15,13),(15,30),-0.00664497 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.026059 # DEPENDENCYPART_SIBL
(15,14),(15,30),0.00361663 # DEPENDENCYPART_SIBL
(15,19),(15,30),-0.0251113 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0392249 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0825394 # DEPENDENCYPART_SIBL
(16,14),(16,29),-0.0825394 # DEPENDENCYPART_SIBL
(16,14),(16,30),-0.0601496 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.0586027 # DEPENDENCYPART_SIBL
(16,15),(16,29),-0.0586027 # DEPENDENCYPART_SIBL
(16,15),(16,30),-0.0336186 # DEPENDENCYPART_SIBL
(16,25),(16,29),-0.0301275 # DEPENDENCYPART_SIBL
(16,25),(16,30),-0.0286604 # DEPENDENCYPART_SIBL
(16,29),(16,30),-0.0286604 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.032318 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.000353875 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0438265 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0175998 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0366347 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0228243 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.066718 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0108417 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0249673 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.024492 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0260596 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0126528 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0108417 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0249673 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.024492 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0260596 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0126528 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0323091 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0318175 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.000353811 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0438265 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.00415591 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0176056 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.036629 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00437697 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0478496 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0228243 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0399246 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0465436 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.00917862 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0126925 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0511716 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0560776 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.0642098 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.0642098 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0656379 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0299297 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.00507132 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.0939714 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0429459 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0209518 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.0536802 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.066718 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0249673 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.024492 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.00439896 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0451516 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0126528 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.0317214 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.0373927 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0249673 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.024492 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.00439896 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0451516 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0126528 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.0317214 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0373927 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.00415591 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0225497 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0271213 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.036629 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0422724 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0569933 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0102477 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0896289 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0478496 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0356652 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0585839 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0922055 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0429459 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0209518 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0536802 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0151541 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0867329 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.00905207 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.032239 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0357053 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0226956 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.115492 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.00804164 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0683269 # DEPENDENCYPART_SIBL
(22,9),(22,11),0.191668 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.0062007 # DEPENDENCYPART_SIBL
(22,9),(22,13),0.191668 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.0062007 # DEPENDENCYPART_SIBL
(22,9),(22,15),0.193756 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.0266734 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.180195 # DEPENDENCYPART_SIBL
(22,9),(22,18),0.194517 # DEPENDENCYPART_SIBL
(22,9),(22,19),0.0524794 # DEPENDENCYPART_SIBL
(22,9),(22,20),0.191668 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.0828056 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.0387297 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.0134565 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.0642098 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0070149 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.0642098 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.000847022 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0656379 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0299297 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.00507132 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.0939714 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0070149 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0688005 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0209518 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.0536802 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.0138527 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.066718 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.0108417 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0249673 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.024492 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.00439896 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0451516 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0138527 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.204164 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.0317214 # DEPENDENCYPART_SIBL
(22,12),(22,24),-0.0373927 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0642098 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.000847022 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0656379 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0299297 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.00507132 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.0939714 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0070149 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0688005 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0209518 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.0536802 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.0108417 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0249673 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.024492 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.00439896 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0451516 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0138527 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.204164 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0317214 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.0373927 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0323091 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0318175 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0566759 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.136561 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0547323 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.00446831 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0222901 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.0545613 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.00415591 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0225497 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0271213 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.00649166 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.304353 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0422724 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.0569933 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0102477 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0896289 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0121913 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0812839 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0356652 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.0585839 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0922055 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0104827 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.070571 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0209518 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0536802 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0358092 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0872053 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0867329 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.00905207 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0688005 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0209518 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0536802 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0793644 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0259788 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0226956 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.0249673 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.024492 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.00439896 # DEPENDENCYPART_SIBL
(23,12),(23,19),0.0451516 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.0138527 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.204164 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.0138527 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.0373927 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.0373927 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.00415591 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.0225497 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0271213 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.00649166 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.304353 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.00649166 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0569933 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0569933 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.0102477 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.0896289 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.0121913 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.0812839 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.0121913 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0585839 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.0585839 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0922055 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0104827 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.070571 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0104827 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0536802 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0536802 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0358092 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0872053 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0358092 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.00905207 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.00905207 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0688005 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0070149 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0536802 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0536802 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.343049 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0259788 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0259788 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0536802 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0536802 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.035505 # DEPENDENCYPART_SIBL
(24,3),(24,9),0.155757 # DEPENDENCYPART_SIBL
(24,3),(24,11),0.0177611 # DEPENDENCYPART_SIBL
(24,3),(24,18),0.0168249 # DEPENDENCYPART_SIBL
(24,3),(24,20),0.0177611 # DEPENDENCYPART_SIBL
(24,3),(24,21),-0.135378 # DEPENDENCYPART_SIBL
(24,3),(24,22),0.0177611 # DEPENDENCYPART_SIBL
(24,3),(24,23),0.0177611 # DEPENDENCYPART_SIBL
(24,3),(24,26),0.0127734 # DEPENDENCYPART_SIBL
(24,3),(24,28),0.0127208 # DEPENDENCYPART_SIBL
(24,3),(24,29),-0.0699033 # DEPENDENCYPART_SIBL
(24,9),(24,11),0.163389 # DEPENDENCYPART_SIBL
(24,9),(24,18),0.163147 # DEPENDENCYPART_SIBL
(24,9),(24,20),0.163389 # DEPENDENCYPART_SIBL
(24,9),(24,21),-0.163448 # DEPENDENCYPART_SIBL
(24,9),(24,22),0.163389 # DEPENDENCYPART_SIBL
(24,9),(24,23),0.163389 # DEPENDENCYPART_SIBL
(24,9),(24,26),0.0416633 # DEPENDENCYPART_SIBL
(24,9),(24,28),0.0416329 # DEPENDENCYPART_SIBL
(24,9),(24,29),-0.0315249 # DEPENDENCYPART_SIBL
(24,11),(24,18),0.00989741 # DEPENDENCYPART_SIBL
(24,11),(24,20),0.0108336 # DEPENDENCYPART_SIBL
(24,11),(24,21),-0.136991 # DEPENDENCYPART_SIBL
(24,11),(24,22),0.0108336 # DEPENDENCYPART_SIBL
(24,11),(24,23),0.0108336 # DEPENDENCYPART_SIBL
(24,11),(24,26),0.0127734 # DEPENDENCYPART_SIBL
(24,11),(24,28),0.0127208 # DEPENDENCYPART_SIBL
(24,11),(24,29),-0.0699033 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.00736583 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.138759 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.00736583 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.00736583 # DEPENDENCYPART_SIBL
(24,18),(24,26),0.0127734 # DEPENDENCYPART_SIBL
(24,18),(24,28),0.0127208 # DEPENDENCYPART_SIBL
(24,18),(24,29),-0.0699033 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.136991 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0108336 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0108336 # DEPENDENCYPART_SIBL
(24,20),(24,26),0.0127734 # DEPENDENCYPART_SIBL
(24,20),(24,28),0.0127208 # DEPENDENCYPART_SIBL
(24,20),(24,29),-0.0699033 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.602103 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.602103 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0102449 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.0102753 # DEPENDENCYPART_SIBL
(24,21),(24,29),-0.108986 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0108336 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.0127734 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.0127208 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.0699033 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0127734 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.0127208 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.0699033 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.00121166 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.0253089 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.0253089 # DEPENDENCYPART_SIBL
(25,1),(25,2),0.014039 # DEPENDENCYPART_SIBL
(25,1),(25,3),0.0107054 # DEPENDENCYPART_SIBL
(25,1),(25,5),0.0108336 # DEPENDENCYPART_SIBL
(25,1),(25,6),0.00967233 # DEPENDENCYPART_SIBL
(25,1),(25,7),0.0108336 # DEPENDENCYPART_SIBL
(25,1),(25,8),0.0108336 # DEPENDENCYPART_SIBL
(25,1),(25,9),0.153099 # DEPENDENCYPART_SIBL
(25,1),(25,11),0.0108336 # DEPENDENCYPART_SIBL
(25,1),(25,13),0.0108336 # DEPENDENCYPART_SIBL
(25,1),(25,15),-0.0242575 # DEPENDENCYPART_SIBL
(25,1),(25,17),0.00557 # DEPENDENCYPART_SIBL
(25,1),(25,18),0.00989741 # DEPENDENCYPART_SIBL
(25,1),(25,19),0.0611104 # DEPENDENCYPART_SIBL
(25,1),(25,20),0.0108336 # DEPENDENCYPART_SIBL
(25,1),(25,21),-0.136991 # DEPENDENCYPART_SIBL
(25,1),(25,22),0.0108336 # DEPENDENCYPART_SIBL
(25,1),(25,23),0.0108336 # DEPENDENCYPART_SIBL
(25,1),(25,24),-0.07014 # DEPENDENCYPART_SIBL
(25,1),(25,26),0.0127734 # DEPENDENCYPART_SIBL
(25,1),(25,27),-0.0699033 # DEPENDENCYPART_SIBL
(25,1),(25,28),0.0127208 # DEPENDENCYPART_SIBL
(25,1),(25,29),-0.0699033 # DEPENDENCYPART_SIBL
