# _root_ Cadı onu _ ziyarete_geldiğinde , aşağıdan " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye seslenirmiş .
#goldHeads=3,3,4,21,0,21,0,9,10,13,0,13,18,16,16,17,13,20,0,21,22,0,
#predictedHeads=3,3,4,5,0,7,0,16,0,16,0,13,16,16,16,17,21,0,0,21,22,0,
(7,21),(21,18),-0.379755 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.398387 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.294856 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.350645 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0690152 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.428223 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.247583 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.377212 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.169178 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0337937 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.0598831 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-0.495558 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.0856829 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.355771 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.249268 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.271979 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.685825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.0106762 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.323054 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.0459416 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.25992 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.487988 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.704819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.0847392 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.179684 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.492308 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),0.148085 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.266343 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.448291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0476326 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.599413 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.541654 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.516458 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.353348 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.405323 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.24855 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0219786 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.101173 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.13215 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.039862 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.237706 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.501364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.329999 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.132884 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.02935 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0832952 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0249314 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.508975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,17),-0.621524 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.61468 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.287944 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.13215 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.00996233 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.0483209 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.329999 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.523484 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.379451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.145711 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.252106 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.285771 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.242582 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.119278 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.143888 # DEPENDENCYPART_GRANDPAR
(9,21),(21,1),-0.539241 # DEPENDENCYPART_GRANDPAR
(9,21),(21,2),-0.621895 # DEPENDENCYPART_GRANDPAR
(9,21),(21,4),-0.345542 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-0.358025 # DEPENDENCYPART_GRANDPAR
(9,21),(21,6),-0.234406 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-0.222852 # DEPENDENCYPART_GRANDPAR
(9,21),(21,8),-0.0776339 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-0.250473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,10),0.0772684 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),-0.155018 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),0.119743 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),0.135212 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),0.0246698 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),0.149602 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.206053 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.248879 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.226599 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.390908 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.251718 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.463956 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.157229 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.0350102 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.24769 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.312312 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-0.58588 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.167955 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0517999 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.187391 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.24318 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.188571 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.15975 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.58263 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.239883 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.0411478 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.019438 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.0554329 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.767928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,3),-0.24769 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.435092 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.168872 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.866484 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.237251 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.58588 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.425075 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.339007 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.503331 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.564914 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.400747 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.237412 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.407729 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0879488 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.191808 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0753867 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.502093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,21),-0.349225 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.243724 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.165879 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.198401 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0819246 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.409142 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.393794 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.279986 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.177402 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.0140667 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.238928 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),0.246254 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.517097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.265247 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.254922 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.216874 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.23994 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.330428 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.395268 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.21972 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.341618 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.35531 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.524815 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.461767 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.409312 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.567902 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.332611 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.573346 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.230027 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.396641 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.0666915 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.247698 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),0.193629 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.346392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0922804 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0650025 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.0608621 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0785927 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0112522 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.207621 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.0501982 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.122286 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.0638183 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.336331 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.54695 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.432566 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.573451 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.31521 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.402499 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.151875 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.247803 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),0.108446 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.316459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.0402816 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.00650046 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0461288 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.0198532 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.10201 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.601392 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.380832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.22375 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.142798 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.242912 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.188362 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.218782 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.322261 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.0748773 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.146219 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),0.103402 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.337411 # DEPENDENCYPART_GRANDPAR
(11,21),(21,1),-0.461767 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),-0.409312 # DEPENDENCYPART_GRANDPAR
(11,21),(21,4),-0.332611 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),-0.573346 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),-0.230027 # DEPENDENCYPART_GRANDPAR
(11,21),(21,7),-0.396641 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-0.0666915 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),-0.247698 # DEPENDENCYPART_GRANDPAR
(11,21),(21,10),0.193629 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.346392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),-0.0922804 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),-0.0369664 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.0854066 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.0802403 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.0611988 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.15591 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.279652 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.194356 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.20767 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.336331 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.116619 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.344099 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.266727 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.348672 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.376482 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.0738154 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.595101 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.595101 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.207566 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.396732 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.578689 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.24199 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.330028 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.143732 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.376482 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.396732 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.130194 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.491936 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.143732 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.378751 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.0500459 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.447138 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0253096 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.164418 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.34096 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.396732 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.491936 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.105458 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0865888 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.25338 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.102662 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0957214 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.609477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.335816 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.303959 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.431468 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.431658 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.75529 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.267447 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.908862 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.59516 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.61182 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.517788 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.618579 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.493052 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.301677 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.394794 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.150947 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.466552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.00587693 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.00515416 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0333655 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.0405723 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.413732 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.429016 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.346963 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.259873 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.522447 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.268563 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.579915 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.379549 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.0830776 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.366197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.152919 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0506809 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.0140399 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.156194 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.0496837 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),0.0680742 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.560193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.269584 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.383351 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.147926 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.740045 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.268563 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.534788 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.502543 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.548993 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.477807 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.224645 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.379549 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.0830776 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.366196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.152919 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.0870527 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.138619 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.00163832 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.270679 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.582031 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.545368 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.504659 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.55534 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.479923 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.235225 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.381665 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.0894254 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.366196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.152919 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.0870527 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.138619 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.130734 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.183392 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.333758 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.163418 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.187064 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.894114 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.149919 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.609166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.280731 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.280358 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.313595 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.312912 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.322424 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.264775 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.110588 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),0.300531 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.322335 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-0.882788 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.668962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),-0.341284 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.302264 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.349081 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.334818 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.34433 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.413551 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.0456015 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.42982 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.275753 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.11167 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.144225 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.153395 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.341692 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.35998 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.75529 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-0.267447 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-0.59516 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.61182 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-0.517788 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.618579 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.493052 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.301677 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.394794 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.150947 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.466552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),-0.194198 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.142143 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.159741 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.174541 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.184328 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.385202 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.400496 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.23132 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.522447 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-0.704528 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-0.948558 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-0.639218 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.679029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),-0.287929 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),-0.287692 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.403025 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.320247 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.329759 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.452865 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.503453 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.384284 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.383771 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.379909 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.129102 # DEPENDENCYPART_GRANDPAR
