# _root_ Ertesi gün hava _ kararırken , alçak bir sesle " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye seslenirmiş .
#goldHeads=2,4,4,5,24,0,9,9,24,0,12,13,16,0,16,23,19,19,20,16,0,0,24,25,0,
#predictedHeads=2,4,4,5,24,0,9,9,16,0,19,0,19,0,16,21,19,19,20,24,0,0,24,25,0,
(14,1),(14,21),-0.00995781 # DEPENDENCYPART_SIBL
(14,1),(14,24),-0.00505726 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.314392 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.164654 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.145428 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.375104 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0963328 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.073568 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0261589 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0478709 # DEPENDENCYPART_SIBL
(14,4),(14,24),-0.073568 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0858798 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0407856 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0626926 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0255699 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00505725 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0135378 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.00995781 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.00505725 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0179267 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0252905 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0353942 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0242364 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.00372843 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0279778 # DEPENDENCYPART_SIBL
(14,8),(14,24),-0.0242364 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0304642 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0862856 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0527208 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0265606 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.017283 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0527208 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0466672 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0253387 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0128011 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0105817 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.0253387 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0260774 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0278894 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0491679 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.0260774 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.020723 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0358612 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.0231288 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.00355738 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.0290471 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.027907 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.105966 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0564612 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0597083 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0826292 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0597083 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0657504 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0138148 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0383338 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0908852 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0383338 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.0349777 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.016057 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0154255 # DEPENDENCYPART_SIBL
(15,2),(15,23),0.0287456 # DEPENDENCYPART_SIBL
(15,2),(15,24),0.0138148 # DEPENDENCYPART_SIBL
(15,2),(15,25),-0.0430443 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.111459 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.114706 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.111767 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.114706 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0276514 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0243546 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.00574768 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0991696 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.00574769 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.00450834 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0543181 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0529679 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.0257221 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.0243546 # DEPENDENCYPART_SIBL
(15,5),(15,25),-0.0876556 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0108336 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.081844 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0108336 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0661819 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.00662862 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0127734 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0982638 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0127734 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.00941732 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.023584 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0229525 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.0230729 # DEPENDENCYPART_SIBL
(15,9),(15,24),0.00662862 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.0505711 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.081844 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0108336 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0661819 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.00662862 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0127734 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0982638 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0127734 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.00941732 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.023584 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0229525 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.0230729 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.00662862 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.0505711 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0125111 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.190027 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0162046 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0108194 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.133554 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0108194 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.00885618 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0010554 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.00295826 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0180976 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0162046 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.0642176 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0661819 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.00662862 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0127734 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0982638 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0127734 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.00941732 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.023584 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0229525 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.0230729 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.00662862 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.0505711 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0588872 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0534234 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.133275 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0534234 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0550247 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0901633 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0875831 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0598821 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0588872 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.135294 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.024303 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0383598 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.024303 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.024303 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0487804 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0487898 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.0394316 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.0308301 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.0648523 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0227517 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.00121166 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.00121166 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0215093 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0375491 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.00817693 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.00562024 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.0049745 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0562402 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0562402 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0688071 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0688165 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0557502 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.051175 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.0859242 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.00121166 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0215093 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0375491 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.00817693 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.00562024 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.0049745 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0198107 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0358505 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.00682344 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.00933562 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.0066731 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0201552 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0448241 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.0404676 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.100557 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0448061 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.0411032 # DEPENDENCYPART_SIBL
(15,22),(15,25),0.107982 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.0219227 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.0363448 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.0648523 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0355832 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.0429901 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0105085 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0260333 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.16873 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.000995691 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.145194 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0586971 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.142214 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0496338 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.16873 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0496338 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.123839 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0105085 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0099023 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.101866 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.00622093 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.00498159 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0771692 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.0756032 # DEPENDENCYPART_SIBL
(16,1),(16,23),0.00138618 # DEPENDENCYPART_SIBL
(16,1),(16,24),-0.00736133 # DEPENDENCYPART_SIBL
(16,1),(16,25),-0.101648 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0300635 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.00398347 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.0431174 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.160337 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0316581 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.00913896 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.029456 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.124752 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.026209 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.160337 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.026209 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.131908 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.00398347 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0279935 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0955993 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.0279935 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0246374 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.0381828 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0370114 # DEPENDENCYPART_SIBL
(16,2),(16,23),0.0594046 # DEPENDENCYPART_SIBL
(16,2),(16,24),0.00074223 # DEPENDENCYPART_SIBL
(16,2),(16,25),-0.0633889 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.0184872 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.0144326 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.160909 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.0288385 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0156093 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0881726 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.116008 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0849255 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.160909 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0849255 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.133697 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.0184872 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.00183869 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.103584 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.00183869 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.00151742 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0462662 # DEPENDENCYPART_SIBL
(16,3),(16,22),-0.0450947 # DEPENDENCYPART_SIBL
(16,3),(16,23),0.0531748 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.0071139 # DEPENDENCYPART_SIBL
(16,3),(16,25),-0.071472 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.353132 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.444497 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.50039 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.312984 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.557086 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.423741 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.553839 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.444497 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.553839 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.418045 # DEPENDENCYPART_SIBL
(16,4),(16,15),-1.03137 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.00336382 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0575514 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.00335948 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.00459883 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0997897 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.0969435 # DEPENDENCYPART_SIBL
(16,4),(16,23),-0.0532198 # DEPENDENCYPART_SIBL
(16,4),(16,24),-0.0410904 # DEPENDENCYPART_SIBL
(16,4),(16,25),-0.123219 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.19659 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0357686 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0328548 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0316323 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0811249 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0283853 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.19659 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0283853 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.107177 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0880322 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0431542 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0997635 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0431542 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0419148 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0615731 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.0599529 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.00723256 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.0225233 # DEPENDENCYPART_SIBL
(16,5),(16,25),-0.0932325 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.0182775 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0241868 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.0181808 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.227745 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0214278 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.241759 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0214278 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.180149 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.13294 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.00827072 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.134413 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.00827072 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0102339 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.00719234 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.00290864 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.00402826 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.0186727 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.0680033 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.145442 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0501041 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.142474 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0410408 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.168991 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0410408 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.1241 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.00383618 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0101774 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.101828 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.00649604 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.00525669 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0771309 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.0755649 # DEPENDENCYPART_SIBL
(16,7),(16,23),0.00142449 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.00732302 # DEPENDENCYPART_SIBL
(16,7),(16,25),-0.10161 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.015094 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.151689 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.010491 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.184885 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.010491 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.148427 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0469401 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.00539094 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0694431 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.00539094 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.00415159 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0749462 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0735275 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.00622346 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.0153487 # DEPENDENCYPART_SIBL
(16,8),(16,25),-0.100779 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.112927 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0706418 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.157828 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0706418 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.130616 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0317593 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.00183869 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.103584 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.00183869 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.00151742 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0462662 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0450947 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.0531748 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.0071139 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.071472 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.133544 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.214662 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.133544 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.1886 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.209357 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.00153205 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0956634 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.00153205 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.00313333 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0453109 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.0424607 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.00393329 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.0186157 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.0880956 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.157828 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0706418 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.130616 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0317593 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.00183869 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.103584 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.00183869 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.00151742 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0462662 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0450947 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.0531748 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0071139 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.071472 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0214278 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.180149 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.13294 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.00827072 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.134413 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.00827072 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0102339 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.00719234 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.00290864 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.00402826 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.0186727 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.0680033 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.130616 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0317593 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.00183869 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.103584 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.00183869 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.00151742 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0462662 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0450947 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.0531748 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0071139 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.071472 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.145336 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0534565 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.130753 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0534565 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0550578 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0932611 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0904109 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0390246 # DEPENDENCYPART_SIBL
