# _root_ Bu _ gerçeklik içinde bir nesne gibi _ bakabiliriz ona , öznel bir nesne , bir _ gerçeklik _ görünüşü var .
#goldHeads=2,3,4,8,6,7,8,9,11,8,0,14,14,19,0,17,18,19,20,21,22,0,
#predictedHeads=3,3,4,8,6,7,8,9,11,9,0,14,14,20,0,17,18,20,20,21,22,0,
(5,4),(4,8),-0.271662 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.217081 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.250035 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.375128 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-0.410623 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0220634 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.356334 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0548414 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.112149 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.157194 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.424106 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.563679 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0628803 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.0889093 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.143452 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.15951 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.974875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.32723 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.324583 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.253467 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.361622 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.424622 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.564324 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.347808 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.234228 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.179563 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.35036 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.423112 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.154153 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.950479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.228512 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0541976 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0730349 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.190486 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.227719 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.751077 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.031754 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.595814 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.395104 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.248298 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.349403 # DEPENDENCYPART_GRANDPAR
(6,21),(21,3),-0.464552 # DEPENDENCYPART_GRANDPAR
(6,21),(21,4),-0.536218 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.792775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,7),-0.200446 # DEPENDENCYPART_GRANDPAR
(6,21),(21,8),-0.226151 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),-0.156914 # DEPENDENCYPART_GRANDPAR
(6,21),(21,10),-0.34476 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),-0.189533 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),-0.222125 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),-0.260876 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),-0.392886 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.357811 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.323876 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.57637 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.954748 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.280721 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.798214 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.475426 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.0758742 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.345286 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.120991 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.246893 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-0.155562 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.0659186 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.327587 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.204054 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.120742 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.10636 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.363051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.14536 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.0876761 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.0693997 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.246904 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.155658 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.0759078 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.348813 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.181547 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.198743 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.311662 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.145259 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.0693893 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.246893 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.155562 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.000510963 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.233591 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.172624 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.057317 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.0645285 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.476049 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-0.701732 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.168811 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.0427586 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.316611 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0784033 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.193315 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.116507 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.527086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.456795 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.18022 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.477058 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-0.702827 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.160864 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.174661 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.0679249 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.254096 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0705739 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.269458 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.525989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,13),-0.17921 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.476049 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.701732 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.214788 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.116975 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.287243 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.124274 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.260929 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.152709 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.470992 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.0497535 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.073975 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.0796748 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.443349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.2817 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.242756 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.263413 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.0540275 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.241911 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.0697338 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.113417 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.232792 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.0842935 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.574414 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.110569 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.223869 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.0267471 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.0587299 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.0531253 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.342993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.346229 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.360231 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.31521 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.145055 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0878208 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.0709251 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.179844 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.304952 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.0617538 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.484241 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),0.0408578 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),0.14381 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),0.139009 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.432565 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.234897 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.162427 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.359249 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.388319 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.459266 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.141254 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.38008 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.110569 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.22387 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.13744 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.455086 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.0267471 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.05873 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.0531254 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.360309 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.315292 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.145134 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.0879345 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.157837 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.314447 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.384773 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.425714 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.423021 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.053489 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),0.114296 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.204808 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),0.19303 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),0.11246 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.56946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),-0.480195 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),-0.375534 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.387832 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.196943 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.119213 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.403056 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.386987 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.416052 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.763376 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.46316 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.172579 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.662192 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-0.13744 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-0.455086 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.0587299 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),-0.31521 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),-0.145055 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),-0.0878208 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.157664 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.314365 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.384659 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.425484 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.217603 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.473793 # DEPENDENCYPART_GRANDPAR
(8,21),(21,3),-0.147379 # DEPENDENCYPART_GRANDPAR
(8,21),(21,4),-0.465662 # DEPENDENCYPART_GRANDPAR
(8,21),(21,6),-0.0686457 # DEPENDENCYPART_GRANDPAR
(8,21),(21,7),-0.082543 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-0.455065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,9),-0.398718 # DEPENDENCYPART_GRANDPAR
(8,21),(21,10),-0.312052 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),-0.32301 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),-0.120143 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),-0.0534561 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),-0.198048 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.322164 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.350295 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.525451 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.258138 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.585865 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.228314 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.578027 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0156193 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),0.222036 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.0148422 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.159909 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.117652 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.398396 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-0.869673 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.0200093 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.15969 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.110333 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.109285 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.0980381 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.179111 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.207179 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.835173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,13),-0.110414 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.399406 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-0.870767 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.42702 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.0212708 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.140492 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.172139 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.565413 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.116976 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.200077 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.109404 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.398396 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.869673 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.239406 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.48322 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.157263 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.103955 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.0705318 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.142097 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.633074 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0889885 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.250321 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.229789 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.733821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.161069 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.391816 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.733809 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.414473 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.329539 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.949744 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.763022 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.193017 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.396671 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.358499 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),0.362868 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.136401 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),0.0407415 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.264948 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),0.0455965 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.00355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0356811 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),0.037802 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.163824 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),0.0154132 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.754728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.133537 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.117269 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.385421 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.483122 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.405486 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.251384 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.429343 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.183094 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.110004 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.304313 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),0.00943196 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.743541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.120141 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.16815 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.062867 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0438548 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.153229 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0983271 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.593632 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.371392 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.66726 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.396671 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),0.0455965 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.00355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,11),-0.224251 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.146185 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0870714 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.728766 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.945095 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.393162 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),0.037802 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.163824 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.276929 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.124224 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.0368031 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.134798 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),0.0568559 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.142602 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.109496 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.678582 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.163366 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.398487 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.322397 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.0311691 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.251384 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.429343 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.50924 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),0.211916 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.183094 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.110004 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.304313 # DEPENDENCYPART_GRANDPAR
(9,18),(18,10),0.120069 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.168226 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.0629393 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.0439624 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.48871 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.0985771 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.332954 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.720128 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.137252 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.923594 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.21522 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),0.504523 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),0.184039 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.147063 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),0.0991649 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.880526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),0.0767267 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.250534 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.109567 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.0759572 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.735775 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.180885 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.364949 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-1.06719 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.75866 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.883462 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.81469 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-0.50924 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),0.211916 # DEPENDENCYPART_GRANDPAR
(9,20),(20,6),-0.110004 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),-0.16815 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),-0.062867 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.0438548 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.488549 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.0985011 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.332847 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.71991 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.51129 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.228627 # DEPENDENCYPART_GRANDPAR
(9,21),(21,3),-0.483516 # DEPENDENCYPART_GRANDPAR
(9,21),(21,4),0.237049 # DEPENDENCYPART_GRANDPAR
(9,21),(21,6),-0.0842569 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-0.318986 # DEPENDENCYPART_GRANDPAR
