# _root_ Ormanda atını oradan oraya sürmüş ve kuleye varmış sonunda . Fakat sağa bakmış , sola bakmış , ne merdiven görmüş ne de yukarıya _ _ çıkılacak başka bir şey .
#goldHeads=5,5,5,5,6,8,8,10,8,13,13,13,14,16,16,17,20,19,20,30,29,21,24,25,26,29,29,29,18,0,
#predictedHeads=2,5,5,5,6,8,8,10,8,0,30,13,14,16,16,17,20,29,20,21,26,21,25,25,26,29,29,29,30,0,
(8,6),(8,9),-0.0349398 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.104945 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0418937 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0392638 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0192432 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0392638 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0192432 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0192432 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.0392638 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0300416 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.071472 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0774124 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00183869 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0071139 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00183869 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0071139 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0071139 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.00183869 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0257081 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.027902 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00128152 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00499737 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.00128152 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.00499737 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.00499737 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.00128152 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0491285 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0609721 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.037513 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0609721 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.037513 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.037513 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0609721 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0898106 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0451206 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0898106 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0451206 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0451206 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.0898106 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0123033 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0572543 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0123033 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0123033 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.0572543 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0500265 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0279786 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0279786 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.0500265 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0123033 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0123033 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.0572542 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0279786 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.0500265 # DEPENDENCYPART_SIBL
(8,20),(8,23),-0.0500265 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0559999 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.060367 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0647097 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.00685515 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0559999 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.174901 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.059136 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0634787 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.00787247 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0547689 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.177453 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0720586 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.00625483 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0582877 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.175217 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.00662761 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0496706 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.177516 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0907664 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0287765 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.177453 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0262093 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.252873 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.43366 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.141373 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0414494 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0191878 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0738427 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0738427 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0738427 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0920518 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.0920518 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.115855 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0024665 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.126187 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00385688 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.00716958 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0150569 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0150569 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0150569 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.0199202 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.0199202 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0470026 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00264916 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.024744 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00685912 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.02119 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.02119 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.02119 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0425117 # DEPENDENCYPART_SIBL
(10,7),(10,25),-0.0425117 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.141373 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0414494 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0191878 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0738427 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0738427 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0738427 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.0920518 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.0920518 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.026434 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00526174 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.041511 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.041511 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.041511 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.0517242 # DEPENDENCYPART_SIBL
(10,9),(10,25),-0.0517242 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0263083 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0227689 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0227689 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0227689 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0279305 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.0279305 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0290471 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0290471 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0290471 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0338876 # DEPENDENCYPART_SIBL
(10,12),(10,25),-0.0338876 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0231288 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0231288 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.0237918 # DEPENDENCYPART_SIBL
(10,13),(10,25),-0.0237918 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0231288 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.0237918 # DEPENDENCYPART_SIBL
(10,16),(10,25),-0.0237918 # DEPENDENCYPART_SIBL
(10,20),(10,24),-0.0237918 # DEPENDENCYPART_SIBL
(10,20),(10,25),-0.0237918 # DEPENDENCYPART_SIBL
(10,24),(10,25),-0.0271832 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0685778 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0409475 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.00728656 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0478828 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.00439176 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0411769 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0169795 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0853887 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0112725 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.00728656 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0478828 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.00439176 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00256247 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0150469 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0148343 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0149305 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0544547 # DEPENDENCYPART_SIBL
(12,10),(12,28),-0.00353132 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0563577 # DEPENDENCYPART_SIBL
(12,11),(12,28),-0.0166756 # DEPENDENCYPART_SIBL
(12,14),(12,28),-0.0337618 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0807889 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.059503 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0350551 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0105048 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0965665 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0807889 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0105048 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.00782589 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.140695 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0534575 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0807889 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0672156 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.00305796 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0096034 # DEPENDENCYPART_SIBL
(13,1),(13,24),-0.0785642 # DEPENDENCYPART_SIBL
(13,1),(13,25),-0.0785642 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0673805 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0429327 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.00864146 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0991975 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0886664 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.00864146 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0102363 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.143326 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0560884 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0886664 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0672156 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.00305735 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.00960335 # DEPENDENCYPART_SIBL
(13,2),(13,24),-0.0785641 # DEPENDENCYPART_SIBL
(13,2),(13,25),-0.0785641 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.00326893 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0227254 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0886045 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0618719 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0227254 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.00449804 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.132733 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0454955 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0618719 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0678774 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.00401936 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0102684 # DEPENDENCYPART_SIBL
(13,3),(13,24),-0.0792292 # DEPENDENCYPART_SIBL
(13,3),(13,25),-0.0792292 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0352944 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0829387 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0784679 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0352944 # DEPENDENCYPART_SIBL
(13,4),(13,9),1.61246e-05 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.127067 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0398296 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0784679 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0680949 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.00513618 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0104827 # DEPENDENCYPART_SIBL
(13,4),(13,24),-0.0794434 # DEPENDENCYPART_SIBL
(13,4),(13,25),-0.0794434 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0450747 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0102254 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0777815 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.00912163 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.14565 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0183361 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0102254 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0881951 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0025508 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0330524 # DEPENDENCYPART_SIBL
(13,5),(13,24),-0.0926049 # DEPENDENCYPART_SIBL
(13,5),(13,25),-0.0926049 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.00274957 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0362585 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.056099 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0702076 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0839979 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.00274957 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0838952 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.041457 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.020233 # DEPENDENCYPART_SIBL
(13,6),(13,24),-0.0632991 # DEPENDENCYPART_SIBL
(13,6),(13,25),-0.0632991 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.00864146 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0102363 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.143326 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0560884 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0886664 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0672156 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.00305735 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.00960335 # DEPENDENCYPART_SIBL
(13,7),(13,24),-0.0785641 # DEPENDENCYPART_SIBL
(13,7),(13,25),-0.0785641 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.00912163 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.14565 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0183361 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0102254 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0881951 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0025508 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0330524 # DEPENDENCYPART_SIBL
(13,8),(13,24),-0.0926049 # DEPENDENCYPART_SIBL
(13,8),(13,25),-0.0926049 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0880429 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0784323 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0195028 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0739148 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0403072 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0241607 # DEPENDENCYPART_SIBL
(13,9),(13,24),-0.0783367 # DEPENDENCYPART_SIBL
(13,9),(13,25),-0.0783367 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0528735 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0382207 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.033925 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0260428 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0144046 # DEPENDENCYPART_SIBL
(13,10),(13,24),-0.0852153 # DEPENDENCYPART_SIBL
(13,10),(13,25),-0.0852153 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0141603 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0930762 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0465307 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0262109 # DEPENDENCYPART_SIBL
(13,11),(13,24),-0.0691413 # DEPENDENCYPART_SIBL
(13,11),(13,25),-0.0691413 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0672156 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00394772 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.00960335 # DEPENDENCYPART_SIBL
(13,12),(13,24),-0.0785641 # DEPENDENCYPART_SIBL
(13,12),(13,25),-0.0785641 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0957602 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0497678 # DEPENDENCYPART_SIBL
(13,14),(13,24),-0.0632698 # DEPENDENCYPART_SIBL
(13,14),(13,25),-0.0632698 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0123033 # DEPENDENCYPART_SIBL
(13,15),(13,24),-0.0310266 # DEPENDENCYPART_SIBL
(13,15),(13,25),-0.0310266 # DEPENDENCYPART_SIBL
(13,20),(13,24),-0.0383289 # DEPENDENCYPART_SIBL
(13,20),(13,25),-0.0383289 # DEPENDENCYPART_SIBL
(13,24),(13,25),-0.0598273 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0156604 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.186812 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.202788 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0645292 # DEPENDENCYPART_SIBL
(14,8),(14,29),-0.0659444 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.00904645 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.175708 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.00934318 # DEPENDENCYPART_SIBL
(14,11),(14,29),0.00932634 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0310759 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00173627 # DEPENDENCYPART_SIBL
(14,12),(14,29),0.000129983 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0651372 # DEPENDENCYPART_SIBL
(14,13),(14,29),-0.0665524 # DEPENDENCYPART_SIBL
(14,15),(14,29),-0.0337274 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0082754 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0398999 # DEPENDENCYPART_SIBL
(15,13),(15,28),0.00860454 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0516717 # DEPENDENCYPART_SIBL
(15,14),(15,28),0.000884396 # DEPENDENCYPART_SIBL
(15,18),(15,28),-0.0551583 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0807889 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.059503 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0350551 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0105048 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0965665 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0807889 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0105048 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.00782589 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.140695 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0534575 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0807889 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.00846277 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.160876 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0807889 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0672156 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0423399 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.00305796 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0096034 # DEPENDENCYPART_SIBL
(16,1),(16,25),-0.0785642 # DEPENDENCYPART_SIBL
(16,1),(16,29),0.00423942 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0673805 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0429327 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.00864146 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0991975 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0886664 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.00864146 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0102363 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.143326 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0560884 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0886664 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.00659944 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.163507 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0886664 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0672156 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0423399 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.00305735 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.00960335 # DEPENDENCYPART_SIBL
(16,2),(16,25),-0.0785641 # DEPENDENCYPART_SIBL
(16,2),(16,29),0.00424003 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.00326893 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.0227254 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0886045 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.0618719 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.0227254 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.00449804 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.132733 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0454955 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0618719 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0206833 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.152914 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0618719 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0678774 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0430017 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.00401936 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.0102684 # DEPENDENCYPART_SIBL
(16,3),(16,25),-0.0792292 # DEPENDENCYPART_SIBL
(16,3),(16,29),0.00327802 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0352944 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0829387 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0784679 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.0352944 # DEPENDENCYPART_SIBL
(16,4),(16,9),1.61246e-05 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.127067 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0398296 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0784679 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0332523 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.147248 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0784679 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0680949 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0432192 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.00513618 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.0104827 # DEPENDENCYPART_SIBL
(16,4),(16,25),-0.0794434 # DEPENDENCYPART_SIBL
(16,4),(16,29),0.00216121 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0450747 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0102254 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0777815 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.00912163 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.14565 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0183361 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0102254 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0784647 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.170371 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0102254 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0881951 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0597237 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0025508 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0330524 # DEPENDENCYPART_SIBL
(16,5),(16,25),-0.0926049 # DEPENDENCYPART_SIBL
