# _root_ On_altı yaşında av tezkeresi _ _ alabilen _ gençler , tüm yıl boyunca _ _ avlanabiliyor , askere gitmiyor ve vergi vermiyorlar .
#goldHeads=2,6,4,6,6,7,9,9,16,0,12,13,16,15,16,17,19,19,20,22,22,23,0,
#predictedHeads=2,22,4,6,6,7,9,9,16,0,12,13,16,15,16,17,19,19,20,22,22,23,0,
(6,16),(16,4),-0.345735 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.333922 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.426666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.0957786 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.00779628 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.106844 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.209454 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.114976 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.0424109 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0089224 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.315516 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.344629 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.0490774 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),0.0902825 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.480716 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.260467 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.065717 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.339095 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.465979 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.0564911 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.0537826 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.065813 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.315592 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.373506 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.065813 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.315592 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.413944 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.170757 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-0.0322956 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-0.24119 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.154501 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.430033 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.515486 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.636355 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.0525311 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),0.107944 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.0473675 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.222336 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.154501 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.430033 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.515486 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.636355 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.265975 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.0525311 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),0.107944 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.0473675 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.492362 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.530202 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.310904 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.492362 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.530202 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.316992 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.242039 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.667857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,22),-0.628542 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.742821 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.590031 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.389721 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.222585 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.674065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,13),-0.221292 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.384957 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.539883 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.742821 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.590031 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.389721 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.222585 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.11432 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.674065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,13),-0.221292 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.384957 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.691915 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.482368 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.315232 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.24384 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.224371 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.391352 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.376221 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.49806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.364758 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.281903 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.276308 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0240454 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.20785 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.116422 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.437293 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.245072 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),0.182698 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.25313 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.594117 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0599693 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.25313 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.594117 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.100625 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.396398 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.0592377 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.462388 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.380518 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.506692 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0245122 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0864855 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.157084 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),0.041499 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),0.0711099 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.247343 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.380518 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.506692 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0245122 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.0864855 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.246734 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.157084 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),0.041499 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),0.0711099 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.543511 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.0516009 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.0593968 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.161564 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0510133 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0355511 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.0754466 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0655175 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.14706 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.038407 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.269204 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.21687 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.316465 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.527994 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.497257 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.227589 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.242802 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.399892 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.443887 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.21687 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.316465 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.527994 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.497257 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.357129 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.227589 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.242802 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.399892 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.122125 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.315674 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.284937 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0295348 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.00324364 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.759169 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.728432 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.344829 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.37112 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.484784 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.286668 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.0412281 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.226524 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.195758 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.0823337 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.0560426 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0397413 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.246885 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.398555 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.285181 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.257873 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),0.0421459 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.370486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.15451 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0465117 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.100775 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.213194 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.360373 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),0.134711 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.394733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),-0.118949 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.107696 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.237768 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.427167 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.396429 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.403156 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.429447 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.256038 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.236347 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),0.200155 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.564475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.415219 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.484902 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.310067 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.538597 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.313324 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.512117 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.50666 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.621256 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.724746 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.748699 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.281466 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.470864 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.440127 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.389048 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.415339 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.241839 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.211809 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),0.156458 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.333426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.189023 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.021025 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.0799962 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0527769 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0617368 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.0321079 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.0751656 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.106396 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.101683 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.178607 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.324481 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.46295 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),0.111544 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.493701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.333531 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.344445 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.262205 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.39547 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.434696 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.451885 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.293292 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.00408082 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.402607 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.222166 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.541965 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-0.281466 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.470864 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.440127 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.389048 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.415339 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.211809 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),0.156458 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.333426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),-0.189023 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.021025 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.0799962 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.0527769 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0617368 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.104387 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.155769 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.162027 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.101683 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.178607 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.324481 # DEPENDENCYPART_GRANDPAR
(10,22),(22,2),-0.281466 # DEPENDENCYPART_GRANDPAR
(10,22),(22,3),-0.470864 # DEPENDENCYPART_GRANDPAR
(10,22),(22,4),-0.440127 # DEPENDENCYPART_GRANDPAR
(10,22),(22,5),-0.389048 # DEPENDENCYPART_GRANDPAR
(10,22),(22,6),-0.415339 # DEPENDENCYPART_GRANDPAR
(10,22),(22,8),-0.211809 # DEPENDENCYPART_GRANDPAR
(10,22),(22,9),0.156458 # DEPENDENCYPART_GRANDPAR
(10,22),(22,10),-0.333426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,22),(22,11),-0.189023 # DEPENDENCYPART_GRANDPAR
(10,22),(22,12),-0.021025 # DEPENDENCYPART_GRANDPAR
(10,22),(22,13),-0.0799962 # DEPENDENCYPART_GRANDPAR
(10,22),(22,14),-0.0527769 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),-0.0617368 # DEPENDENCYPART_GRANDPAR
(10,22),(22,16),-0.104387 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),-0.155769 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.162027 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.148382 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.321711 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.273734 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.459019 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.589784 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.59724 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.0275525 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.322381 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.19237 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.217436 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.226418 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.302043 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.238451 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.251305 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.252636 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.401859 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.667278 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.570348 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.210705 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.268127 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.399117 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.367864 # DEPENDENCYPART_GRANDPAR
(12,6),(6,13),-0.30352 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.107299 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.617961 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.248588 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.30601 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.320224 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.331633 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.232667 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.290089 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.224242 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.235651 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.204048 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.872495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,2),-0.6487 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.277745 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.333057 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.453975 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.465384 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.268482 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.128698 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.590914 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.602323 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.155207 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.354099 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.140045 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.04039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.431318 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.675882 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.224983 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.309991 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.569139 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.68198 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.204788 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.535559 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.324901 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.816648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.521418 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.422398 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.428362 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.146524 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.242319 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.90784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.309491 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.231875 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.074705 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.109232 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.372275 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.479037 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.302487 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.537008 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.398256 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.0273828 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.252895 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.284115 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.288268 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.405758 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.396956 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-0.927965 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-0.556263 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-0.615766 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-0.784019 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),-0.795428 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-0.457296 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.525086 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.282665 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),-0.309803 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.83629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),-0.250197 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),-0.690432 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.494287 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.0404401 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.216681 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.280493 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.384596 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.407003 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.568239 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.421024 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),0.00521005 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.245144 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.219595 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.217533 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.0395299 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.257972 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.17728 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.323388 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.066326 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.117059 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.323544 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.170724 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.102694 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.177824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),0.0513847 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),0.0615026 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),0.0173489 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),0.254195 # DEPENDENCYPART_GRANDPAR
