# _root_ Uykusunu bir _ türlü _ _ alamayan eşeğin gönlünü _ almak için _ çeşitli _ komiklikler yapar , ona şeker verir , sağrısını sıvazlarmış .
#goldHeads=6,4,4,6,6,7,8,9,10,11,12,17,14,16,16,17,18,21,21,21,22,24,24,25,0,
#predictedHeads=17,4,4,6,6,7,8,9,10,11,12,17,14,15,16,17,18,21,21,21,22,24,24,25,0,
(11,7),(11,9),0.0858999 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.00837778 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.000647351 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0641137 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0641137 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.253922 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0849213 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.231283 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0157548 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0157548 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.00487867 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0849213 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.231283 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0157548 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0157548 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00487867 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.309474 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00655922 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.00655922 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0129359 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0166737 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0166737 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00395972 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.058783 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0538334 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0538334 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.181598 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0108758 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.173373 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.148035 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0443991 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0338256 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.0429986 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0749086 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0563627 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.30383 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0166098 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0642748 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.00673149 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.348574 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.110867 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0941921 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0222857 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.00422433 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.288755 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.016352 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.064362 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.00664556 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0681333 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.04172 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0218721 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00105866 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0265796 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.010754 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.724311 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.724311 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.340503 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.340503 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.724311 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.349527 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.090018 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.879305 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.00577797 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0340488 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.0209279 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.0220877 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.897392 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.29129 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.29129 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.897392 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.293128 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0618028 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.768851 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.067255 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.00407806 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0455435 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.0455435 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.29129 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.29129 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.897392 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.293128 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0618028 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.768851 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.067255 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.00407806 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0455435 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.0455435 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.013587 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.00067727 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.00456258 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.232038 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.185743 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.035179 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0600712 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0561495 # DEPENDENCYPART_SIBL
(14,8),(14,23),0.0573093 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.00067727 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.00456258 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.232038 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.185743 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.035179 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0600712 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0561495 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.0573093 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.293128 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0618028 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.768851 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.067255 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.00407806 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0455435 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0455435 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.229124 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.193692 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0351777 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0600712 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0561482 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.057308 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.132719 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0089224 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.038164 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0165678 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.0165678 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00577797 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0340488 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0209279 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0220877 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.034332 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0307996 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.0307996 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0241233 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.0241233 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0237327 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.181598 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.181598 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0108758 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.173373 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.148035 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0892573 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.171907 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.090255 # DEPENDENCYPART_SIBL
(15,7),(15,24),0.0429986 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0744605 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0749086 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0563627 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.30383 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.324425 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.233616 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0134964 # DEPENDENCYPART_SIBL
(15,8),(15,24),0.00674892 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0749086 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0563627 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.30383 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.324425 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.233616 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0134964 # DEPENDENCYPART_SIBL
(15,9),(15,24),0.00674892 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.348574 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.110867 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.990045 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.358684 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0284642 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.00422433 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.288755 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.34917 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.219744 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0135836 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.00666299 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0311971 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.138865 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0768615 # DEPENDENCYPART_SIBL
(15,12),(15,24),0.0218721 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.266959 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0351743 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0237277 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0955282 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.0425265 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.00590426 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.12494 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.000478171 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.0160663 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.204872 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.204872 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0163039 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.204437 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.0755643 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.12494 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0247142 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.12494 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0440994 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.105291 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0947989 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.0380071 # DEPENDENCYPART_SIBL
(16,2),(16,24),0.0380071 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.300239 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.327106 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.439026 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.439026 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.783676 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.445703 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0780916 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.934919 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.296987 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.934919 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0754861 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0310714 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.0398072 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0212006 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.0211832 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.091055 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.112689 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.112689 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.00770974 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.112502 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0350656 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0590716 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.104355 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0590716 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.047035 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0121629 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0935741 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.0457292 # DEPENDENCYPART_SIBL
(16,4),(16,24),0.0457292 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.088962 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.088962 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0133275 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0887748 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0274807 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0748062 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.108493 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0748062 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0470347 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0105852 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.0935805 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.0457294 # DEPENDENCYPART_SIBL
(16,7),(16,24),0.0457294 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0070149 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.0269906 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0136915 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.14868 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.16734 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.122345 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.16734 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0314854 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0091069 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0244312 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.00701104 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.00699361 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0269906 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0136915 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.14868 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.16734 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.122345 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.16734 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0314854 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0091069 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0244312 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.00701104 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.00699361 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.331154 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.157613 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.8186 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.334007 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.8186 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.082585 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0221608 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0246145 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.00200102 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.00200102 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.140461 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.18523 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.115328 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.18523 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0314854 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0091069 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0244324 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.00701104 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.00699361 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.15158 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0830983 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.15158 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0441116 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.034298 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0500897 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.00860278 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.00860278 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.296987 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.934919 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0754861 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0310714 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0398072 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0212006 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0211832 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0851573 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0475894 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0119009 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0988622 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0452615 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.0452615 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0754861 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0310714 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0398072 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0212006 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0211832 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0400753 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.057548 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0409097 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0409097 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.018391 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0150513 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0150513 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0125873 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0125873 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.0248625 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.0481176 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.0110716 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.0175025 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.0475327 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0475327 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.0063665 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0063665 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.0475327 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.028882 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.0806574 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.0110716 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.00128445 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0110716 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0063665 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0660445 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.00570548 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.000443821 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.00736641 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.0660445 # DEPENDENCYPART_SIBL
(17,1),(17,23),0.00160362 # DEPENDENCYPART_SIBL
(17,1),(17,24),-0.00734898 # DEPENDENCYPART_SIBL
(17,1),(17,25),-0.0727904 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.00677476 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.106355 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.147752 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.147752 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0142922 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.0142922 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.147752 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.00418946 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0427813 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.00677476 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0880265 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.00677476 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.0142922 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0872051 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.0724177 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.0600909 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0225266 # DEPENDENCYPART_SIBL
(17,2),(17,22),-0.0872051 # DEPENDENCYPART_SIBL
(17,2),(17,23),0.0600909 # DEPENDENCYPART_SIBL
(17,2),(17,24),-0.0225266 # DEPENDENCYPART_SIBL
(17,2),(17,25),-0.103146 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.415702 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.870292 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.870292 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.556655 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.556655 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.870292 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.579171 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.227947 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.893309 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.43484 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.893309 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.556655 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.100793 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.0285686 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.00666975 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.0154044 # DEPENDENCYPART_SIBL
(17,3),(17,22),-0.100793 # DEPENDENCYPART_SIBL
(17,3),(17,23),-0.00550996 # DEPENDENCYPART_SIBL
(17,3),(17,24),-0.015387 # DEPENDENCYPART_SIBL
(17,3),(17,25),-0.105308 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.0342987 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0342987 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.00514608 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.00514608 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.0342987 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0152474 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0266182 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0232811 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.00232847 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0232811 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.00514608 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0869707 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.013833 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.00447025 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.00933715 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.0869707 # DEPENDENCYPART_SIBL
(17,4),(17,23),0.00447025 # DEPENDENCYPART_SIBL
(17,4),(17,24),-0.00933715 # DEPENDENCYPART_SIBL
(17,4),(17,25),-0.104472 # DEPENDENCYPART_SIBL
(17,5),(17,6),-1.0335 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.52776 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.52776 # DEPENDENCYPART_SIBL
(17,5),(17,10),-1.0335 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.537795 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.316383 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.917612 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.502532 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.917612 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.52776 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.123792 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.0656433 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.00335948 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.0410904 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.123792 # DEPENDENCYPART_SIBL
(17,5),(17,23),-0.00335948 # DEPENDENCYPART_SIBL
(17,5),(17,24),-0.0410904 # DEPENDENCYPART_SIBL
(17,5),(17,25),-0.124067 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.52776 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.52776 # DEPENDENCYPART_SIBL
