# _root_ Annem , telefonda dedeme bir doğum günü partisi _ düzenlediklerini söyledi , yarın dönsem iyi olurmuş ...
#goldHeads=11,0,11,9,8,7,8,9,10,11,12,16,14,16,16,17,0,
#predictedHeads=11,0,11,11,6,7,8,9,10,11,12,16,14,16,16,17,0,
(11,17),(17,9),-0.184843 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.608487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.116066 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.0260872 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.256981 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.0920113 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.124745 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.385305 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.080031 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.360548 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.386203 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.421177 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.244195 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.412652 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.285834 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.179727 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.360804 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.380188 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.415162 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.22309 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.562474 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.285834 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.0228972 # DEPENDENCYPART_GRANDPAR
(12,7),(7,13),-0.356883 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.179727 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.360755 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.377358 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.412332 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.218167 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.561997 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.511115 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.022892 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.0376487 # DEPENDENCYPART_GRANDPAR
(12,8),(8,13),-0.356883 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.247523 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.179727 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.365622 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.772552 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.660959 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.71731 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.672614 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.898405 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.782009 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.65163 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.523904 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.0999703 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.408479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.198917 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.2708 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.203139 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.247488 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.0746658 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.360548 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.380837 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.415811 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.565476 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.514594 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.353441 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.0715125 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.155009 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),0.101713 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.52634 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.196607 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.252958 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.33172 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.428708 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.342343 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.187278 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0181797 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0542342 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.414344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.24856 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.271297 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.203501 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.247668 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.586764 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.715479 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.383083 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.467295 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.116572 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.20829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.0402442 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.0816251 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.111226 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.321406 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.625206 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.66018 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.804206 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.727993 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.601172 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.399869 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.352988 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.135866 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.181088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0447956 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.158752 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.125428 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.321406 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.625206 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.66018 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.804206 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.727993 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.601172 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.400142 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.352988 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.136003 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.176013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.0498717 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0245709 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0338448 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.0603881 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.438081 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.180251 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.324376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.14231 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.159395 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.154803 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.0914347 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.621566 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.139697 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.343639 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.528281 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.0167362 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.211687 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.189343 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.27984 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.159121 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.934163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.204663 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.515701 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.367985 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),0.0286356 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.257065 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.455388 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.0934254 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.159737 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.0411728 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.23234 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.36447 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.491007 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.121749 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.784435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.173738 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.484911 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.167987 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.440369 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.139697 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.34745 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.532092 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.215498 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.193154 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.15569 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.19123 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.443747 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.366946 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.146258 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.263158 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.461481 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.102855 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.160485 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.0813425 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.226247 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.213268 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0126464 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.10098 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.909339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.250213 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.561251 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.261748 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),0.0473466 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),0.195914 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),0.238847 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.569324 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.312177 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.330483 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.166748 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.972862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.291188 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.602226 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.336053 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.721875 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.626639 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.818978 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.499543 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.463994 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.131196 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.518652 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.370143 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.600132 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.105323 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.759767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.154297 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.3415 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.151965 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.506906 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.595872 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.148926 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.835039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.142773 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.721875 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.626639 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.818978 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.499543 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.463994 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.131196 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.518925 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.370143 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.600269 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.105323 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.759766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.0985346 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.239358 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.110397 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.512861 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.124739 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.286203 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.58783 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.167557 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.255911 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.0689315 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.290111 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.00475641 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.238447 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.164846 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.255911 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.00522751 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.284862 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.0181596 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.225044 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.824618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,1),-0.179438 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.260782 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.0198195 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.0678513 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.0655985 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.225044 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.304584 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.870814 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.232057 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),0.0311033 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.118774 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.00593205 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.237054 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.303613 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.155823 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.057036 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.870814 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.233371 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),0.0256003 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),0.113271 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),0.00136118 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.221549 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.0665479 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.156783 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.120114 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.0560639 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.824618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,16),-0.870814 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.139128 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.253401 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),0.0396685 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.109859 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.256306 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.176752 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.00521448 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.139696 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.127112 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.719158 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.1393 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.191335 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.725054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),-0.77152 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.320395 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.164846 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.255911 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.00522751 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),0.0824433 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.190721 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.0973758 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.167058 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0521835 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.582105 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.161998 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.472915 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),0.0125112 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),0.0827016 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.22634 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),0.15494 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.0552028 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.166854 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0281936 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.258344 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.0746371 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.00538616 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.891743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-0.937939 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.475861 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.0864302 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),0.147804 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.0977759 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.187354 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.109647 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.237939 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.026706 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.184243 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.796162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.842358 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.434582 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.0462545 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.167003 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.0511474 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.258141 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.4648 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.198525 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.824626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.120914 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.870821 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.455721 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.342782 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.688569 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.0439533 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.0950735 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.73233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,1),-0.475778 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.301611 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.234374 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.169467 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.40389 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.483427 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.409794 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.0587309 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.73932 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.0462105 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.122798 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.78828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.0145683 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.429545 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.623803 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.351593 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.29244 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.406205 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.313996 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.153708 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.487414 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.320182 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.257524 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.206013 # DEPENDENCYPART_GRANDPAR
(15,8),(8,16),-0.254682 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.379428 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.623789 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.259295 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.213823 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.507618 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.261491 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.00469662 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.116798 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.475093 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.373763 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.651464 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.412609 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.269331 # DEPENDENCYPART_GRANDPAR
(15,9),(9,16),-0.291431 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.269691 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.451418 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.812601 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.324849 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.279377 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.51049 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.321699 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.102453 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.182351 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.576186 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.149793 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.632826 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.287251 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.232716 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),-0.306385 # DEPENDENCYPART_GRANDPAR
