# _root_ Ancak özellikle evrenbilim ve parçacık fiziğinde bugün bu ilke ne yazık ki _ çiğnenmiş , bu iki bilim dalı metafizik öğelerle , hayaletlerle dolmuştur .
#goldHeads=15,14,4,6,6,13,14,9,14,11,12,14,14,15,24,19,19,19,24,21,22,23,24,25,0,
#predictedHeads=25,3,4,5,6,14,14,9,10,11,14,11,14,15,24,19,18,19,24,21,24,0,24,25,0,
(10,1),(10,3),-0.0191384 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0479443 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0191384 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0191384 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0153461 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0191384 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0623969 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.153289 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.153289 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.143112 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.153289 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0249637 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0249637 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0224181 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0249637 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.153289 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.143112 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.153289 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.143112 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.153289 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.105154 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00611035 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0333174 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0307717 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0333174 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0412975 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.175533 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.18571 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0952495 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.155078 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.089749 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0952495 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0821111 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0821111 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.0821111 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.100177 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.104542 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0821111 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.088109 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0129645 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.093834 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0244142 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.00542002 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.00571794 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.00571794 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.00571794 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.0675086 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.00571794 # DEPENDENCYPART_SIBL
(13,2),(13,24),-0.0244142 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0108336 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0108336 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0567545 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0956394 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0108336 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0926296 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0217393 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0503054 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.00662862 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0124465 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0127734 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0127734 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.0127734 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0373243 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.0127734 # DEPENDENCYPART_SIBL
(13,3),(13,24),0.00662862 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0108336 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0567545 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0956394 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0108336 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0926296 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0217393 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0503054 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.00662862 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0124465 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0127734 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.0127734 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.0127734 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0373243 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.0127734 # DEPENDENCYPART_SIBL
(13,5),(13,24),0.00662862 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0567545 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0956394 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0108336 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0926296 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0217393 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0503054 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.00662862 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.0124465 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0127734 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0127734 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0127734 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.0373243 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.0127734 # DEPENDENCYPART_SIBL
(13,6),(13,24),0.00662862 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.068465 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0948408 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.047674 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0492459 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.00534983 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.00835588 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0022935 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.00262039 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.00262039 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.00262039 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0352511 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.00262039 # DEPENDENCYPART_SIBL
(13,7),(13,24),0.00835588 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.029967 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.086371 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.00601106 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0913554 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0481483 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.049898 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0497135 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0497135 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0497135 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.105767 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.0497135 # DEPENDENCYPART_SIBL
(13,8),(13,24),-0.0481483 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0926296 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0217393 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0503054 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.00662862 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0124465 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0127734 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0127734 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0127734 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0373243 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.0127734 # DEPENDENCYPART_SIBL
(13,9),(13,24),0.00662862 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0635623 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.172473 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0324204 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0192485 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.019064 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.019064 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.019064 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0836256 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.019064 # DEPENDENCYPART_SIBL
(13,10),(13,24),-0.0324204 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0404162 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0226793 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0421058 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0422903 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0422903 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0422903 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0302181 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.0422903 # DEPENDENCYPART_SIBL
(13,11),(13,24),0.0226793 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0411683 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0647371 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0645527 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0645527 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0645527 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.100045 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.0645527 # DEPENDENCYPART_SIBL
(13,12),(13,24),-0.0411683 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.024303 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.024303 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.024303 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.024303 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0324766 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.024303 # DEPENDENCYPART_SIBL
(13,14),(13,24),-0.0308301 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.00121166 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.00121166 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.00121166 # DEPENDENCYPART_SIBL
(13,18),(13,22),0.0726346 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.00121166 # DEPENDENCYPART_SIBL
(13,18),(13,24),-0.00562024 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.00121166 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.00121166 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.0726346 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.00121166 # DEPENDENCYPART_SIBL
(13,19),(13,24),-0.00562024 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.00121166 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.0726346 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.00121166 # DEPENDENCYPART_SIBL
(13,20),(13,24),-0.00562024 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.0726346 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.00121166 # DEPENDENCYPART_SIBL
(13,21),(13,24),-0.00562024 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.0728687 # DEPENDENCYPART_SIBL
(13,22),(13,24),-0.0540562 # DEPENDENCYPART_SIBL
(13,23),(13,24),-0.00562024 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0552966 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.00253925 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.120526 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.00253925 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.00253925 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0292432 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0451596 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.00253925 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0766211 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.00306412 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.111409 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0476556 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0413302 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0411457 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0411457 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0411457 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.0889328 # DEPENDENCYPART_SIBL
(14,1),(14,23),-0.0411457 # DEPENDENCYPART_SIBL
(14,1),(14,24),-0.0242727 # DEPENDENCYPART_SIBL
(14,1),(14,25),-0.11087 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0515838 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.153059 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0515838 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0515838 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0318803 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.158323 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0515838 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.103572 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0453658 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.138268 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0812575 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0428384 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.0431363 # DEPENDENCYPART_SIBL
(14,2),(14,20),0.0431363 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.0431363 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.0722894 # DEPENDENCYPART_SIBL
(14,2),(14,23),0.0431363 # DEPENDENCYPART_SIBL
(14,2),(14,24),-0.0225591 # DEPENDENCYPART_SIBL
(14,2),(14,25),-0.0932444 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0934967 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0706418 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0706418 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0312646 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.130501 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0706418 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.095272 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0338213 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0896149 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0317593 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.00151181 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.00183869 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.00183869 # DEPENDENCYPART_SIBL
(14,3),(14,21),0.00183869 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0647261 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.00183869 # DEPENDENCYPART_SIBL
(14,3),(14,24),-0.0071139 # DEPENDENCYPART_SIBL
(14,3),(14,25),-0.071472 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.00593921 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.00593921 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0312537 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0786217 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.00593921 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0837267 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.00370804 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.117859 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.101066 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0394483 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0392638 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0392638 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0392638 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0829053 # DEPENDENCYPART_SIBL
(14,4),(14,23),-0.0392638 # DEPENDENCYPART_SIBL
(14,4),(14,24),-0.0192432 # DEPENDENCYPART_SIBL
(14,4),(14,25),-0.104945 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0706418 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0312646 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.130501 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0706418 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.095272 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0338213 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0896149 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0317593 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.00151181 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.00183869 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.00183869 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.00183869 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0647261 # DEPENDENCYPART_SIBL
(14,5),(14,23),0.00183869 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.0071139 # DEPENDENCYPART_SIBL
(14,5),(14,25),-0.071472 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0312646 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.130501 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0706418 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.095272 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0338213 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0896149 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0317593 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.00151181 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.00183869 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.00183869 # DEPENDENCYPART_SIBL
(14,6),(14,21),0.00183869 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0647261 # DEPENDENCYPART_SIBL
(14,6),(14,23),0.00183869 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.0071139 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.071472 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.118638 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0106351 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0721679 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.021718 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0665107 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0602063 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.00567552 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.00534864 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.00534864 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.00534864 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.0608273 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.00534864 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.00344498 # DEPENDENCYPART_SIBL
(14,7),(14,25),-0.0675645 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0120024 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0745398 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0295248 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.10643 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0496557 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0329835 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0327991 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0327991 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0327991 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0901645 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0327991 # DEPENDENCYPART_SIBL
(14,8),(14,24),-0.027219 # DEPENDENCYPART_SIBL
(14,8),(14,25),-0.102378 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.095272 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0338213 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0896149 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0317593 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.00151181 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.00183869 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.00183869 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.00183869 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0647261 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.00183869 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.0071139 # DEPENDENCYPART_SIBL
(14,9),(14,25),-0.071472 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0736664 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.177157 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.1404 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.00337834 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.00319386 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.00319386 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.00319386 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0823716 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.00319386 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.0249195 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.104161 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0300262 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0274559 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0399279 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0401124 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0401124 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0401124 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0426593 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0401124 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.0162739 # DEPENDENCYPART_SIBL
(14,11),(14,25),-0.0591235 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.179395 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0474546 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0472701 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0472701 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0472701 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0931637 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0472701 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.02804 # DEPENDENCYPART_SIBL
(14,12),(14,25),-0.115103 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00365812 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.00335948 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.00335948 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.00335948 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.122943 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.00335948 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.0410904 # DEPENDENCYPART_SIBL
(14,13),(14,25),-0.123219 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0572542 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0572542 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0572542 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0708375 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0572542 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.0123033 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.00773257 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0572542 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0572542 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0708375 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0572542 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.0123033 # DEPENDENCYPART_SIBL
(14,19),(14,25),-0.00773257 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0572542 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0708375 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0572542 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.0123033 # DEPENDENCYPART_SIBL
(14,20),(14,25),-0.00773257 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0708375 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0572542 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.0123033 # DEPENDENCYPART_SIBL
(14,21),(14,25),-0.00773257 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.0957602 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0497678 # DEPENDENCYPART_SIBL
(14,22),(14,25),-0.0276293 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0123033 # DEPENDENCYPART_SIBL
(14,23),(14,25),-0.00773257 # DEPENDENCYPART_SIBL
(14,24),(14,25),-0.0599024 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0273606 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0799662 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0100078 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.00623374 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.00357931 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0100078 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0613262 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0248908 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.074432 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0205593 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.133408 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.014272 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0142735 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.0142735 # DEPENDENCYPART_SIBL
(15,1),(15,21),0.0142735 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0141633 # DEPENDENCYPART_SIBL
