# _root_ Sen donunu taşı , dedi Recep oğlana , kayığın üstünde _ unuttuğu donu _ gösterip .
#goldHeads=3,3,4,5,16,5,5,0,10,11,12,13,14,15,5,0,
#predictedHeads=3,3,4,5,16,5,5,0,10,11,12,13,14,15,5,0,
(11,7),(7,9),0.0117132 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.534281 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.465665 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.11483 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.387563 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.304227 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.0488183 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.114877 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.439026 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.588335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.385304 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.436347 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.565789 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0944849 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0340705 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.116335 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.179805 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.617652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.065348 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.53428 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.568804 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.318794 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.632311 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.0974997 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.00838061 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.0383503 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0944896 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.163266 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.617652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.065348 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.726663 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.694275 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.239747 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.223057 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.415621 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.434659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.0649012 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.226956 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0316445 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.227622 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.503751 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.442596 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.698768 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.393681 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.165371 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.0932112 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.137755 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),0.0287026 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.164272 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.661124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.013014 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.544866 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.191811 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.287928 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.67339 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.369292 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.324085 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.202171 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.394736 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.410225 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.204729 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.658758 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.934327 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.615279 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.370887 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.359353 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.18754 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.380104 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.747489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,13),-0.487975 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.595501 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.212957 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.174266 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.123763 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.0358841 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.253236 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.500239 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),-0.188033 # DEPENDENCYPART_GRANDPAR
(12,4),(4,13),-0.171728 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.180531 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.110588 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.48354 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.051771 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.0209031 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.254801 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.175167 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.110401 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.455129 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.0515835 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.252197 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.570382 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.229756 # DEPENDENCYPART_GRANDPAR
(12,7),(7,13),-0.212906 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.160502 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.0358841 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.502999 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.0170173 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.218549 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.233935 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.234967 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.188033 # DEPENDENCYPART_GRANDPAR
(12,8),(8,13),-0.171728 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.180531 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.254801 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.0512382 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.181917 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.388357 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.329339 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.0775363 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.388145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.212906 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.256107 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.175125 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.111362 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.0525449 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.252156 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.181959 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.371525 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.38169 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0775363 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.388145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,1),-0.108353 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.0960278 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.151453 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.479914 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.131301 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.160445 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.273284 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.380979 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.463701 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.562508 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.109046 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.204635 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.143004 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.177356 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.837625 # DEPENDENCYPART_GRANDPAR
(13,2),(2,14),-0.321952 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.0450112 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.429531 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.58846 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.082011 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.195792 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.329467 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.300386 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.530761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.403588 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.84004 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.73073 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.222708 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.37151 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.164529 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.0175837 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.107606 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.492062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,1),-0.827659 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.239889 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.235951 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.718349 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.449726 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.203626 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.327142 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.0492246 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.0175837 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.107608 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.596317 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.187162 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.243914 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.36088 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.763867 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.382731 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.146112 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.172851 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.108139 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0142652 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.34208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.303031 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.186928 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.151841 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.48964 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.430881 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.185014 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.301611 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.069831 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0588463 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.274355 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.90102 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.414945 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.411373 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.538312 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.63256 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.378607 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.350282 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.122203 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.25249 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.160581 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.155942 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.469189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.136603 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0245956 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.550796 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.75497 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.5145 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.258097 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.387974 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.345122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.097536 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.596191 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.549315 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.730952 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-1.04782 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.542922 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.303492 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.433369 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.280949 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.338505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.313865 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.254579 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.561774 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.576753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,1),-0.511722 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.335728 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.413512 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.121406 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.22842 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.193938 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.0911934 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.351511 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.491183 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),-0.0146242 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-0.651787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,15),-0.128512 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.514458 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.218988 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.0598983 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.354092 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.451743 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.807584 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),-0.228097 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.547436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,3),-0.459513 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.195552 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.0487958 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.150937 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.546361 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.289852 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.445709 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.126582 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.0349923 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.0461655 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.305429 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.0463303 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.0298469 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.576754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,3),0.0598983 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.201352 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),0.354861 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.00610944 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.073417 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.566925 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.807584 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.228097 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.547436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,1),-0.555565 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.0438507 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.00738916 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.0762869 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.307704 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.390828 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.0162784 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.0301937 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.55858 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.294776 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.457582 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.0468655 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.0510894 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.00310938 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.0544418 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.105223 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.391828 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0152723 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.540754 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.424013 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.612613 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.184003 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.237485 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.166949 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.119244 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.074241 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0260598 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.269827 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.216209 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.474502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),0.116005 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.253433 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.232767 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.106765 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.0588934 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.123004 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.0437727 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.213717 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.194603 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.555439 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.29893 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.0616913 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.101069 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.152369 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.335114 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.120296 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.576753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.116046 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.357275 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.649372 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.412001 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.365545 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.260215 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.522635 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.184737 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.315818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,2),-0.63474 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.759598 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.429067 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.320253 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.319305 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.245583 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.508003 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.688553 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.170106 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.70659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.118422 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.788712 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),-0.049488 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.209693 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.507933 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.257549 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.348075 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.788712 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.101606 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.209505 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.479522 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.257362 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.241054 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.571887 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.332666 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.323434 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),-0.049778 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.788712 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.257017 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.279524 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.454277 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.02346 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.202601 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.123504 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.323434 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.790006 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.101985 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.210454 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.25831 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.241433 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.279903 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.43722 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.26363 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.202601 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.123506 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.788712 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.101606 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.440025 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.263252 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.0971659 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.126886 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0200405 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0494337 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.358243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.12293 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.522004 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),0.0852698 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.131602 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.366795 # DEPENDENCYPART_GRANDPAR
