# _root_ Gazetecilere uçak havada _ yanarak geldi yere _ çakıldı _ diyen tanıklar , anket heyetinin _ hazırladığı raporlara göre , _ _ farklı konuşmuşlardı .
#goldHeads=10,6,6,5,6,10,9,9,10,11,12,24,0,15,16,17,18,19,24,0,22,23,24,25,0,
#predictedHeads=6,3,4,5,6,9,6,9,10,11,12,24,0,15,16,17,18,19,24,0,22,23,24,25,0,
(7,6),(6,2),-0.223456 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.146998 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.271147 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.133589 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.241238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.169818 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.36971 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.179233 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),0.344677 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.0631624 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),0.394472 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.0740439 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),0.406058 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.225408 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.151057 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.804301 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.78457 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.215103 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0138434 # DEPENDENCYPART_GRANDPAR
(8,3),(3,24),-0.345954 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.855774 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.325399 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.514504 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.446835 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.572367 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.778445 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.216446 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.363109 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.275185 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.743586 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.192736 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.366662 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.167672 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.196287 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.414342 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.847234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.476709 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.196625 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.0302825 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.0978624 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.0168419 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.183251 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),0.0381882 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.299302 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.428054 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.203254 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.350333 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.0259021 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.181309 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.354287 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.13931 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.589856 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.714075 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.258492 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),0.0692645 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.584454 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.645481 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.641327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.226225 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.285788 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),0.421839 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),0.120402 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.597674 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.171834 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),0.204222 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.482671 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.529079 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.818449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.33957 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.256913 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),0.100051 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.181065 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.103005 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.0951951 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.229343 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.378448 # DEPENDENCYPART_GRANDPAR
(9,3),(3,24),0.179434 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.056264 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.211103 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.267887 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.168035 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.413947 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.0689892 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.201587 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.216479 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0187658 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.060817 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.195222 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.240674 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.230783 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.131658 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.217423 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.277736 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.417827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),0.094469 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.334761 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.154642 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.316454 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.000829836 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.135364 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),0.0124017 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.549093 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.191718 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.198123 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.278755 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.091093 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0776352 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.0475412 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.202123 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.21986 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.194509 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.109297 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0485324 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.029421 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.185293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.308149 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.258144 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.479325 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.0896785 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.0241756 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.0699222 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.174104 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.398016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,19),0.0954687 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),0.259187 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),0.229013 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.268934 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.155851 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0298747 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0129341 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.383084 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.151579 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),0.368128 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.268934 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.0298747 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.0242678 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.137544 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.25199 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.290766 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),0.225163 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),0.260071 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.158697 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),0.131206 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.151579 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),0.368128 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),0.211021 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.146497 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),0.0624463 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.063389 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),0.132493 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.325908 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.171809 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.370226 # DEPENDENCYPART_GRANDPAR
(10,3),(3,24),-0.595324 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.430068 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.283923 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.521387 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.320447 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.43839 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.30533 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.142912 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.330358 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.145964 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.308418 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.141839 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.367971 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.11115 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.22133 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.23047 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.199847 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.224914 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.623259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,12),-0.292865 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.536746 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.468376 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.369372 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.423431 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.270043 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.885692 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.132604 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.304738 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.309592 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.15985 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.112314 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.397172 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.263507 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.446973 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.276503 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.279966 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.192574 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.166283 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.277457 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.370487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,1),-0.341985 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.175406 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.402038 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.129113 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.231991 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.19741 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0789891 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.25235 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.623239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,14),-0.536512 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.423197 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.885409 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.332344 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.0658 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.318298 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.309681 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.241311 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.129137 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.196366 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.549726 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-0.284416 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),-0.276955 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.781532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),-0.196435 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.474392 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.527646 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.429447 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.20608 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.662512 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.218332 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),0.100217 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.41236 # DEPENDENCYPART_GRANDPAR
(10,24),(24,1),-0.696481 # DEPENDENCYPART_GRANDPAR
(10,24),(24,2),-0.531712 # DEPENDENCYPART_GRANDPAR
(10,24),(24,3),-0.716834 # DEPENDENCYPART_GRANDPAR
(10,24),(24,4),-0.628245 # DEPENDENCYPART_GRANDPAR
(10,24),(24,5),-0.366408 # DEPENDENCYPART_GRANDPAR
(10,24),(24,6),-0.379245 # DEPENDENCYPART_GRANDPAR
(10,24),(24,7),-0.444241 # DEPENDENCYPART_GRANDPAR
(10,24),(24,8),-0.422474 # DEPENDENCYPART_GRANDPAR
(10,24),(24,9),-0.374621 # DEPENDENCYPART_GRANDPAR
(10,24),(24,10),-0.465132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,24),(24,12),-0.0843977 # DEPENDENCYPART_GRANDPAR
(10,24),(24,13),-0.338684 # DEPENDENCYPART_GRANDPAR
(10,24),(24,14),-0.328279 # DEPENDENCYPART_GRANDPAR
(10,24),(24,15),-0.259908 # DEPENDENCYPART_GRANDPAR
(10,24),(24,16),-0.211245 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),-0.0987033 # DEPENDENCYPART_GRANDPAR
(10,24),(24,18),-0.214963 # DEPENDENCYPART_GRANDPAR
(10,24),(24,19),-0.0727048 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),-0.340807 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.668089 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.496749 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.450263 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0922615 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.0887208 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.155587 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.0222742 # DEPENDENCYPART_GRANDPAR
(11,3),(3,24),-0.34587 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.105116 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.126731 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.0296859 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.118024 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.165743 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.00391646 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.0623668 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.0608015 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.159075 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.00922648 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),0.239789 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.0415109 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.226642 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.125239 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.222023 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.140897 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.194665 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.306922 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.0804618 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.142831 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.0562274 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.0468686 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.0788951 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.0764736 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0678658 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.326872 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.258915 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.24381 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.321512 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.357174 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.0094188 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.11713 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.147606 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.139234 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.149166 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.524616 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.283467 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.0427786 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.134412 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-0.382961 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.503269 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.478724 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.0578006 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.395184 # DEPENDENCYPART_GRANDPAR
(12,3),(3,24),-0.606434 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.467381 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.0606939 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.204994 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.218377 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.418969 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.0293994 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.192737 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.316356 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.195257 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.60749 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.125775 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.450755 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.159752 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.617065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,14),-0.483003 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.446861 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.306856 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.0427857 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.397667 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.603865 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.0478271 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.199314 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.30475 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.157151 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.491995 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.44861 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.0481606 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.214827 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.229839 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.14484 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.466499 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.476312 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.478024 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.126912 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.430919 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.041349 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.205186 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.319519 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),0.199811 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.510325 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.441468 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.156095 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.158685 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.482726 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.0425088 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.603555 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.212084 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.245514 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.191131 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.485631 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.435847 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.233662 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.34911 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.341696 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.199775 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-0.575275 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.44454 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.0494037 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.18493 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),0.179761 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.452529 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.301779 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.359499 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.187436 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.673901 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.771997 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.634259 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.340556 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.0832787 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.569708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,20),-0.0909942 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.208912 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.0273175 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.405701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.157294 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.163045 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0906117 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.450522 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.409817 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.0273175 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),-0.157294 # DEPENDENCYPART_GRANDPAR
