# _root_ Prens Rapunzel'e _ evlenme teklif_etmiş , Rapunzel de kabul_etmiş , yüzü _ hafifçe _ kızararak .
#goldHeads=5,5,4,5,6,9,9,7,16,0,14,13,14,15,9,0,
#predictedHeads=5,3,4,5,6,9,9,7,16,14,14,13,14,15,9,0,
(11,9),(9,15),-0.378773 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.205517 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.452752 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.188171 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.523759 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.429682 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.80561 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.235667 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.269521 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.06297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.36806 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.376637 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.279748 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.581184 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.113749 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.629467 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.151228 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.06519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.134107 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.558948 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.809232 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.521821 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),0.0956175 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.263025 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.877336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.208554 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.423131 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.67334 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.385928 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.890122 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.538463 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),0.23151 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.0512109 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.635884 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.108508 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.00039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.312019 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.251599 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.233438 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.0632849 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.413297 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.182457 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.52095 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.232125 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.0210432 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.363065 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.244956 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.29585 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.207708 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.351484 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.415209 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.10493 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.243742 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.577727 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.358493 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.422072 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.40816 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.235711 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.440406 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.120976 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.174746 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.291325 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.109726 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.592861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.206087 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.38545 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.22886 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.287293 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.52095 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.232125 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.0210432 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.283431 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.0550594 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0862839 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.125105 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.207708 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),-0.232581 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.351484 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.281093 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.349787 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.165453 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.270244 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.207969 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0193046 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.123587 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.57451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.211907 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.324608 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.900105 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.664963 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.714631 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.427446 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.370664 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.273275 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.401016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,2),-0.763588 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.557498 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.621112 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.46338 # DEPENDENCYPART_GRANDPAR
(13,1),(1,14),-0.114196 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.703022 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.557497 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.703022 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.701383 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.482324 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.482324 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.535323 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.556831 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.205387 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.607476 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.479865 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.384241 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.550182 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.428755 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.26492 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.242119 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.433698 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.323216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.126977 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.160593 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.551267 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.535323 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.556831 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.338485 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.3932 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.275145 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.12281 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.314671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.114193 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.462813 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.234814 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.401721 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.181128 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.241038 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.273023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,2),-0.458677 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.446999 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.374437 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),0.0154303 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-0.441691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,1),-0.158614 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.446776 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.158614 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.321922 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.391044 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.196065 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.354818 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.205776 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.270578 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.256938 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.334493 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.281479 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.0256271 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.130486 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.101491 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.188429 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-0.516722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.175372 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-0.38501 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.0866688 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.241774 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.174694 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.157534 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.264941 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.548976 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.270788 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.200087 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.315975 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.412372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,3),-0.391044 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.249396 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.0148315 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.288578 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.113138 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),0.0451584 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.222083 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.196065 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.354818 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.205776 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.270578 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.332242 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.185817 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.187049 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.21581 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.130486 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.101491 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.093439 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.188429 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.516722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.175372 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.38501 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.174694 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.157534 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.264941 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.0447778 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.0740052 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.132509 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.601723 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.315975 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.087802 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.412372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.3367 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.194455 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.229089 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),0.00547592 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.2631 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.107693 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.131928 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.073354 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.146299 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.441689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,6),0.0821942 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.261293 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.0338483 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.208646 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0675038 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0587259 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.158936 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.3141 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.22986 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.146331 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.0697343 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0854587 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.30151 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.523102 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.673381 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.589141 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.505612 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.115584 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.272611 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.26781 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.0161478 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.180754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,1),-0.508475 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.658754 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.744501 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.554556 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.272494 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.490985 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.157159 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.217774 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.146042 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.257984 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.311392 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.00983729 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.571526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.165288 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.446823 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.208109 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.182633 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.377171 # DEPENDENCYPART_GRANDPAR
(15,1),(1,14),-0.00296343 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.338615 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.208108 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.338615 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.379507 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.131059 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.131059 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.269631 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.455569 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.0240926 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.257871 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.0379445 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.12021 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.450581 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.0445623 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.083625 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.155803 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.0960289 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.0185496 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.271635 # DEPENDENCYPART_GRANDPAR
(15,10),(10,16),-0.161849 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.107676 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.269631 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.455569 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.155531 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.305224 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.218971 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.104889 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.0387114 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.00296633 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.356133 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.0464406 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.308326 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.119535 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.306049 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.0610783 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.375617 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.414018 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.149827 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.156445 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.281346 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.241924 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.252073 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.155465 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.202609 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),0.0615812 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.199195 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.332092 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),0.0549635 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),0.0208692 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.234788 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.0954937 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.467903 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.360162 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.25588 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.319826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.138728 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.392126 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.135025 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.264826 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.00455561 # DEPENDENCYPART_GRANDPAR
(16,1),(1,14),-0.0981817 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.109233 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.135025 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.323743 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.522423 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.741831 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.279423 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.0269811 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.787594 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.187422 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.648166 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),-0.175755 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),-0.41573 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),0.0175544 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),0.10209 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.0904087 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.0984107 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.0368913 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.21359 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.30683 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.271206 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),0.0827431 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),0.214681 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.167401 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),0.177826 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.123622 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),0.371135 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-0.599981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,1),-0.14756 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.338882 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.198335 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.211582 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.121137 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.595482 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.300583 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.00206945 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.456054 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.528962 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.0186211 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.0363413 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.146433 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.0994998 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.404754 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.266748 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.472795 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),0.107131 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.0853672 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.0933692 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),0.0419328 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),0.0424518 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),0.194916 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.00383035 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.257648 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.214681 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.167401 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.0961121 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.177826 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.123622 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.371135 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.599981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,3),-0.198335 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.211582 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),0.121137 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.19621 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.257345 # DEPENDENCYPART_GRANDPAR
