# _root_ Fabrikayı yapacak _ olan , ekonomik faaliyetleri _ _ gerçekleştirecek _ olan , üretim _ yapacak _ olan _ firmalardır .
#goldHeads=2,3,4,5,12,7,9,9,10,11,12,13,18,15,16,17,18,19,20,21,0,
#predictedHeads=2,3,4,5,12,7,9,9,10,11,12,13,16,15,16,19,18,19,20,21,0,
(14,11),(11,15),-0.24659 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.256598 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.295291 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.494855 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.388686 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.38066 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.21522 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.239972 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),0.146416 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.176219 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.260574 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.527588 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.537305 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.55567 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.130765 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.918597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.347145 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.357153 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.481176 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.674234 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.537099 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.55694 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.672174 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.68189 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.700256 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.36365 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.156098 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.856047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),0.0658978 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.139825 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.196093 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.655671 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.700179 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.312708 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.778731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.169006 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.55694 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.700256 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.36365 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.156098 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.856047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.230351 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.225001 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.139825 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.196093 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.400907 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.528742 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.443832 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.355454 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.133852 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.784804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.133501 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.265903 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.143508 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.300009 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.336799 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.6083 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.415856 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.186409 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.123793 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.437975 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.552569 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.137134 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.0584391 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),0.00304031 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.369684 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.458938 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.151126 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.442012 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.329319 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.632198 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.0710371 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.55744 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.337655 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.688572 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-0.525924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,17),-0.31669 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.451753 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.442012 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.329319 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.632198 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.0710371 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.55744 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.337655 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0906901 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.688572 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.451753 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.632198 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.0710371 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.55744 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.337655 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.0906901 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.179944 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.587264 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.329316 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.300772 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.525924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.31669 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.342425 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.401244 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.0984983 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.287145 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.134633 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.226026 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),0.245056 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.086432 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),0.0804565 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.0975887 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.186843 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.190023 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.122417 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.31365 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.598858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.389624 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.790425 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.146782 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.00660729 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.0580723 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.409236 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.062067 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0161131 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.628175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.0911458 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.418941 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.52534 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.333805 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.54285 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),0.017137 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.0493184 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.0394179 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.671647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.0117762 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.164774 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.784667 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.149585 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.0841248 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.102525 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),0.0592641 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),0.0277134 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.0241938 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.571291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.0497644 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.362057 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.237755 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.718166 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-0.52678 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.866329 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-0.37054 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.273527 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.60081 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.6277 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.716954 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.720134 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.161691 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.228342 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.306421 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.545535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,17),-0.336302 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.103235 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.318883 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.10988 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.137797 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.3958 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.190071 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.433682 # DEPENDENCYPART_GRANDPAR
(16,5),(5,17),-0.114798 # DEPENDENCYPART_GRANDPAR
(16,5),(5,20),-0.135054 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.25464 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.0970478 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.196328 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.143539 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.128398 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.168295 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.0315946 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.137797 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),0.190071 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),0.193557 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.196988 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.236885 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.169082 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.447212 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0212121 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.144069 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.114798 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.135054 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.101061 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.147552 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.0124078 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.0279254 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.15608 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.00642941 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.121318 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.349366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.0947683 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.0357682 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.102887 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.165503 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.00985349 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.0520868 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.0919836 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0241807 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.137036 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0346978 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.291547 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.139521 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),0.0599544 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.14525 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.430787 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.155021 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),0.105921 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.0360105 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.285408 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.280555 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.227272 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.513565 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.650084 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),0.0933231 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.596491 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.312694 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.00641477 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.00156158 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.663411 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.395738 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.425205 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.498867 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.497208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,21),-0.380237 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.463056 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),0.0658619 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.262184 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.21078 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.188798 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),0.42577 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.104318 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),0.0414057 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.0133134 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.00846024 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.152795 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.0830025 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.438083 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.689156 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.570142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,20),-0.821104 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.164668 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.0456581 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.134219 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.372009 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.0226524 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.0825355 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.272405 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.0938233 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.599459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.4584 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.513565 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.596491 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.312694 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.00641477 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.00156158 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.145896 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.462763 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0922748 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.16285 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.497208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.215993 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.726772 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),0.0299492 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.25442 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.155649 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.101379 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.110463 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.167471 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.123176 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.178671 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),0.0198495 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.038709 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.148627 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.278111 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.0462035 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.542575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.272916 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-0.779978 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-0.346067 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-0.744547 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-0.388427 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-0.109167 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-0.575848 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.543425 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-0.538572 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.682906 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.201106 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.294765 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.430854 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.530429 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.516819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.138396 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.251942 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),0.00720392 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),0.47744 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),0.526616 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.0137057 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.0131185 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.0883741 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.547182 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.00692995 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.129107 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.0439739 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.0784718 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),0.109458 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),0.115248 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),0.0627817 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),0.0164833 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.179199 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.00416297 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.137267 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.14403 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.2224 # DEPENDENCYPART_GRANDPAR
(18,14),(14,19),-0.245147 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.338485 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.287981 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.137232 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.185335 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.186114 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.0735814 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),0.0562472 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.234887 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.0104692 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.396538 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.227518 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.210973 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.152865 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.0921477 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.188679 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),0.65201 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),0.133889 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),0.0693764 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.00156631 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),0.118049 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-0.634517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,1),-0.200779 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),0.13436 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),0.0502262 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),0.0659416 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),0.189318 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.188679 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),0.205047 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),0.0623267 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.226321 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.0300599 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),0.810603 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),0.140224 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.176001 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.208429 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.0850529 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.358715 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),0.111469 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.210616 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.483612 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.41195 # DEPENDENCYPART_GRANDPAR
(19,13),(13,20),-0.467053 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),0.01277 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.373354 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.25033 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.296206 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.0159847 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.0939062 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.153536 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.0554231 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.0818743 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.672041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,1),-0.294654 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.670473 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.0436506 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),0.00775531 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),0.131132 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.14253 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.319878 # DEPENDENCYPART_GRANDPAR
