# _root_ Değişik yasalarda _ _ yapılacak _ değişiklikler ile askeri , ticari , _ _ bankacılık ve benzeri _ alanlardaki " sırların " kapsamı yeniden _ belirlenecek .
#goldHeads=2,5,4,5,7,7,8,23,21,0,21,0,14,15,16,17,19,19,21,0,23,0,26,26,26,27,0,
#predictedHeads=2,4,4,5,7,7,8,9,10,11,15,0,14,15,16,18,18,19,21,0,26,0,26,26,26,27,0,
(14,6),(14,10),-0.247666 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.352572 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.247666 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.953401 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0511592 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.213109 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0103456 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.196012 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0103456 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.324425 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0714765 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.112237 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0570138 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.112237 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.232172 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0269902 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.141599 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0269902 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.122075 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0232517 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0700469 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.531517 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.025323 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.105351 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.531517 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0890722 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0812131 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.068464 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.0890722 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.000410108 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.102285 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0301256 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0839974 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0301256 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0746961 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0746961 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.126994 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.039603 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0396072 # DEPENDENCYPART_SIBL
(15,1),(15,26),0.0457294 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0726719 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0688005 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0070149 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.000274906 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0987538 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0656379 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.084739 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0656379 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.16734 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.16734 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.123427 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.00373829 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.00374064 # DEPENDENCYPART_SIBL
(15,2),(15,26),-0.00699361 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0102603 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.0858142 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.00529613 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.121296 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0230069 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.103009 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0230069 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0387621 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0387621 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.134304 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0368739 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0368781 # DEPENDENCYPART_SIBL
(15,5),(15,26),0.0430814 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.343049 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.211047 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.316457 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.238975 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.334745 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.238975 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.842386 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.842386 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.31049 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0522423 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.052247 # DEPENDENCYPART_SIBL
(15,6),(15,26),0.0315399 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.000274906 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0987538 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0656379 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.084739 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0656379 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.16734 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.16734 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.123427 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.00373829 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.00374064 # DEPENDENCYPART_SIBL
(15,7),(15,26),-0.00699361 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0634113 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0417513 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.054674 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0417513 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.111955 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.111955 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0212015 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0537882 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0537916 # DEPENDENCYPART_SIBL
(15,8),(15,26),0.0194823 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0394763 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0727993 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0394763 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.112514 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.112514 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.130635 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0367084 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0367126 # DEPENDENCYPART_SIBL
(15,9),(15,26),0.0427441 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0152831 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0839136 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.319127 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.319127 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0890269 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0199137 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0199186 # DEPENDENCYPART_SIBL
(15,10),(15,26),-0.000445715 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0357599 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0909001 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0909001 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.142742 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0364535 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0364577 # DEPENDENCYPART_SIBL
(15,11),(15,26),0.04258 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.319127 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.319127 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0890269 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0199137 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0199186 # DEPENDENCYPART_SIBL
(15,12),(15,26),-0.000445715 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.934919 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.306923 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0163776 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0163805 # DEPENDENCYPART_SIBL
(15,13),(15,26),-0.0211832 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.306923 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0163776 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0163805 # DEPENDENCYPART_SIBL
(15,14),(15,26),-0.0211832 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0391569 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0391569 # DEPENDENCYPART_SIBL
(15,16),(15,26),-0.0456072 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0172379 # DEPENDENCYPART_SIBL
(15,17),(15,26),-0.0251113 # DEPENDENCYPART_SIBL
(15,19),(15,26),-0.0251113 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.106271 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.396111 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.396111 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.357813 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0456569 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.150671 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.150671 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0853161 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.021881 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.853034 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.552486 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0517092 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.552486 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0517092 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0456569 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.179845 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.179845 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0399399 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.13105 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0361888 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.00273477 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.00273477 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.874945 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.340372 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.194672 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.00557457 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0222911 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.0222911 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.340372 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.194672 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00557457 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0222911 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.0222911 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0697306 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0352619 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0573922 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0573922 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0347029 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0307939 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0307939 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0307996 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0307996 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0237327 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.531517 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.531517 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.00242505 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0631693 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0279244 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0263274 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0189631 # DEPENDENCYPART_SIBL
(18,12),(18,26),0.00202236 # DEPENDENCYPART_SIBL
(18,13),(18,14),-1.18857 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.454115 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.275012 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.304287 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0121578 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0528018 # DEPENDENCYPART_SIBL
(18,13),(18,26),-0.0237277 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.454115 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.275012 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.304287 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0121578 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0528018 # DEPENDENCYPART_SIBL
(18,14),(18,26),-0.0237277 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0067402 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.195586 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0166318 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.00324649 # DEPENDENCYPART_SIBL
(18,15),(18,26),0.0067489 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0542597 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0153984 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0496676 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.0181384 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0444073 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0261182 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.0429979 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0273619 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.0265765 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.0371739 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.0163507 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.0163507 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.181383 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.181383 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.0137174 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0697306 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0753827 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.181383 # DEPENDENCYPART_SIBL
(19,7),(19,21),0.0573922 # DEPENDENCYPART_SIBL
(19,7),(19,23),0.0573922 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.0918896 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.179845 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.179845 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0399399 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.13105 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0617457 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.179845 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.00273477 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.00273477 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.179845 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.179845 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0399399 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.13105 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0617457 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.179845 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.00273477 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.00273477 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.874945 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.340372 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.194672 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.183214 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.874945 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0222911 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.0222911 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.340372 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.194672 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.183214 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.874945 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0222911 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.0222911 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0697306 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0753827 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.181383 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0573922 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0573922 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0390336 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.174379 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0307939 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0307939 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.00652913 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0140202 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0140202 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0222911 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0222911 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0237327 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.696635 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.371674 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.0408027 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.323205 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.696635 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.323205 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.0203462 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.0430849 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.0203462 # DEPENDENCYPART_SIBL
(20,4),(20,25),-0.094306 # DEPENDENCYPART_SIBL
(20,4),(20,26),-0.0715478 # DEPENDENCYPART_SIBL
(20,4),(20,27),-0.0252162 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.263877 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0570795 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.216958 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.604696 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.212604 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.00765983 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.00383945 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.00765983 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.0444721 # DEPENDENCYPART_SIBL
(20,14),(20,26),-0.0186013 # DEPENDENCYPART_SIBL
(20,14),(20,27),0.0254285 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.032202 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0600256 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.131672 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0556708 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.00710505 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0164122 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.00710505 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.0428455 # DEPENDENCYPART_SIBL
(20,15),(20,26),-0.0215236 # DEPENDENCYPART_SIBL
(20,15),(20,27),0.040576 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0035325 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.108904 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.00626068 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0072084 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0101567 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0072084 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.0199875 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.0151241 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.00975022 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.128444 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0662128 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0170602 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.00706397 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0170602 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0247263 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.00422019 # DEPENDENCYPART_SIBL
(20,17),(20,27),0.00128099 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.212604 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.00765983 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.00383945 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.00765983 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0444721 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.0186013 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.0254285 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0170609 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.00706397 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0170609 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0247263 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.00422019 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.00128099 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0124706 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0431461 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0338889 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0290484 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.0136639 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0314446 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0307963 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0286166 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.139787 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0338889 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0290484 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.0136639 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.0260774 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.0597016 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.0410554 # DEPENDENCYPART_SIBL
(21,1),(21,6),-0.068464 # DEPENDENCYPART_SIBL
(21,1),(21,8),0.000410108 # DEPENDENCYPART_SIBL
(21,1),(21,9),0.102285 # DEPENDENCYPART_SIBL
(21,1),(21,10),-0.0301256 # DEPENDENCYPART_SIBL
(21,1),(21,11),0.0839974 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.0301256 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.0890722 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.00757851 # DEPENDENCYPART_SIBL
(21,1),(21,17),0.0938191 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.0746961 # DEPENDENCYPART_SIBL
(21,1),(21,19),0.0953042 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0407588 # DEPENDENCYPART_SIBL
(21,1),(21,22),-0.0313586 # DEPENDENCYPART_SIBL
(21,1),(21,23),0.0947404 # DEPENDENCYPART_SIBL
(21,1),(21,25),-0.00620933 # DEPENDENCYPART_SIBL
(21,1),(21,26),0.0457294 # DEPENDENCYPART_SIBL
(21,6),(21,8),-0.211047 # DEPENDENCYPART_SIBL
(21,6),(21,9),-0.316457 # DEPENDENCYPART_SIBL
(21,6),(21,10),-0.238975 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.334745 # DEPENDENCYPART_SIBL
(21,6),(21,12),-0.238975 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.343049 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.219237 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.324923 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.842386 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.323438 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.249383 # DEPENDENCYPART_SIBL
(21,6),(21,22),-0.0711465 # DEPENDENCYPART_SIBL
(21,6),(21,23),0.0793644 # DEPENDENCYPART_SIBL
(21,6),(21,25),-0.0259788 # DEPENDENCYPART_SIBL
(21,6),(21,26),0.0315399 # DEPENDENCYPART_SIBL
(21,8),(21,9),0.0634113 # DEPENDENCYPART_SIBL
(21,8),(21,10),0.0417513 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.054674 # DEPENDENCYPART_SIBL
(21,8),(21,12),0.0417513 # DEPENDENCYPART_SIBL
(21,8),(21,15),0.100582 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.0675167 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.0659272 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.111955 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.0594479 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.00113267 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.0208444 # DEPENDENCYPART_SIBL
(21,8),(21,23),0.00778179 # DEPENDENCYPART_SIBL
(21,8),(21,25),-0.00630855 # DEPENDENCYPART_SIBL
(21,8),(21,26),0.0194823 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.0394763 # DEPENDENCYPART_SIBL
(21,9),(21,11),0.0727993 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.0394763 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.058444 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.0169273 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.0826211 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.112514 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.0841062 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.0500904 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.034253 # DEPENDENCYPART_SIBL
(21,9),(21,23),0.0916934 # DEPENDENCYPART_SIBL
(21,9),(21,25),-0.00931643 # DEPENDENCYPART_SIBL
