# _root_ Ancak , o bahçeye _ girmek büyük cesaret istiyormuş , çünkü orası _ güçlü bir cadıya _ aitmiş .
#goldHeads=5,0,4,5,6,9,8,9,10,18,18,18,14,16,16,17,18,19,0,
#predictedHeads=19,0,4,5,6,9,8,9,10,18,19,13,14,16,16,17,18,19,0,
(13,7),(7,2),-0.323172 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.354576 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.788635 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.201724 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.62032 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.550182 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.223181 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.35372 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.306166 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.770329 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.395953 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.602016 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.301549 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.0337411 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),0.0112723 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.20052 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.323374 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.463055 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.750733 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.263953 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.582421 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.387873 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.429483 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.443681 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.0272452 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.296623 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.882003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,16),-0.581351 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.357796 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.165835 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.195328 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.225082 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.322559 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.26063 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.464788 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.0923246 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.106973 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.0606204 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.355181 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.0921904 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.420828 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.909182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,16),-0.613697 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.514368 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.28292 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.273954 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.412844 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.320736 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.393906 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.864696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,7),-0.301549 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.449079 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.56715 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.347002 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.10034 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.877941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.298718 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),0.0112723 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.573229 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.360498 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.57374 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.647217 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.934872 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.781669 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.7819 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.462928 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.162482 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.491702 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.71782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),-0.221324 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.475979 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.64428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.170453 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.332824 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),0.0202922 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.373658 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.807223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.21563 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.50612 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.296445 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),0.187896 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.207547 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.334755 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.0154257 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.309719 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.239646 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.221492 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-0.0598614 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),0.145756 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.200634 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.316756 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.0682365 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.283806 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.239628 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),0.145756 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.200634 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.316756 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.0666644 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.283807 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.0282804 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.244481 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.0521408 # DEPENDENCYPART_GRANDPAR
(14,8),(8,15),-0.0674042 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),0.126723 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.396515 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.378168 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.0905551 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.412871 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.00438897 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.128203 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.0927688 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.243008 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.051416 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.0802346 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.106911 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.00431877 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.0525112 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.00890652 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),0.148772 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.242052 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.318753 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.0349169 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.414716 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.0600243 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.132312 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.148407 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0661275 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0480061 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.146757 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.0179474 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),0.011601 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.0994157 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.353378 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.0494074 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.189112 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.187481 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.100809 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.122642 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.244481 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.116659 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.200646 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0492983 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0626456 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.205665 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.218066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.0674042 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.0295766 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.0592506 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),0.134261 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.297208 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.22264 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.134809 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.13967 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.119436 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.196492 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.217834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.0636918 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.0666008 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.0155045 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.534331 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.401773 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.306674 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.340998 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.218449 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.406961 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.301615 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.0650859 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.20647 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.0123138 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.116627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0343698 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.180537 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.263153 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.197699 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.301709 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.361964 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.248966 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.152141 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.092565 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.410361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.256602 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.243336 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.196159 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.321235 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.216176 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.32692 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.26965 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.245885 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0601321 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.107711 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.410057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.250135 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.21656 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.386913 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.1832 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.203219 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.312654 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.367599 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.202779 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0319242 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0842708 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.234076 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.304846 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.180466 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.28072 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.181313 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.356539 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.493604 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.0862983 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),-0.120425 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.180466 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.28072 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.181313 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.0471775 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.265305 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.0862983 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.272038 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.161337 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.0387537 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.118473 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.415812 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.477077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,1),-0.180466 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.28072 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.181313 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.0456054 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.265307 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.422665 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),0.0108292 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.0503984 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.120425 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.152181 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.277264 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.24043 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),0.000342591 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.280982 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.376718 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.0644708 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.420176 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.339508 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.0159902 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.37341 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.154753 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.457153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.298884 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.261792 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.166386 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.181484 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.150391 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),0.370049 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.384783 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.00701843 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),0.14897 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.0504703 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.640881 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.085535 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.466156 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.302991 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.522481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,18),-0.568946 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.276828 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.315845 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.766664 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.246274 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.445931 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.185275 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),0.0108292 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.466124 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.841786 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.215687 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.0603065 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.000241705 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.0670568 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.120425 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.483782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.314376 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.39461 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),0.0573029 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.438069 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.817041 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.0512535 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.0392449 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.225224 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.034766 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.143097 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.27222 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.162836 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.104215 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.400522 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.443983 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.847293 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.178778 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.00534647 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.211721 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.267184 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.477039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,12),-0.323336 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.00646038 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0771584 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.267469 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.0453321 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.400171 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.178887 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),0.0169119 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.440864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,1),-0.483888 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.328473 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.439259 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.373045 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.369994 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.382821 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.292911 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.30607 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.527833 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.325564 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.718105 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.684236 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.246482 # DEPENDENCYPART_GRANDPAR
(17,10),(10,18),-0.16044 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.278334 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.47172 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.622512 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.190146 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.709633 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.581333 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.484828 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.379279 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.702744 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.139429 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.321515 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.491226 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.0246697 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-6.58706e-05 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.162239 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.421006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,6),-0.68002 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.801515 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.603273 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.846779 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.146634 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.450525 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.703632 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0514138 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.0160227 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.41012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,3),-0.431462 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.186804 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.597135 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.520389 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.727274 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.159117 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.317863 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.605498 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.285894 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.206968 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.458366 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.344115 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.446254 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.456026 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.484828 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.379279 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.702744 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.139429 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.321515 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.472013 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.289709 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.0883167 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.15461 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.421006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,1),-0.0614787 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.606585 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),0.0349384 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-0.270526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,2),-0.366254 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.0844707 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.303605 # DEPENDENCYPART_GRANDPAR
