# _root_ Hannes_Alfven : Big_bang bir _ söylencedir , _ _ haksızlık etmeyelim , belki de iyi bir söylence .
#goldHeads=5,0,6,5,6,7,17,9,10,11,17,0,17,13,17,17,2,0,
#predictedHeads=6,0,5,5,6,7,11,9,10,11,12,17,17,13,17,17,18,0,
(12,6),(6,4),-0.162295 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.518223 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.299336 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.000912677 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.355755 # DEPENDENCYPART_GRANDPAR
(12,6),(6,13),-0.369619 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.29503 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.405316 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.486421 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.195709 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.974979 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.265817 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.642029 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.00825672 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.663252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,17),-0.339944 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.419666 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.263045 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.0220464 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.326401 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.561015 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.72565 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.572689 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-1.00338 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.380893 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.188536 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.584727 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.270766 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.192976 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.378534 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.411062 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.0726467 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.561673 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.13722 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.303262 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.143022 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.101388 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.651209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.476624 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.546041 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.057523 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.321717 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.269907 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.162295 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.518223 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.163502 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.172475 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.0995725 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0857354 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.086398 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.636045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.369619 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.372068 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.29503 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.496716 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.313118 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.418349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.282871 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.551652 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.645576 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.758583 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.426214 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-1.08699 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.202076 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.668341 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.403329 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.406355 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),0.0835269 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.43259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.251702 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.127553 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.222716 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.369003 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.193716 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.518368 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.663691 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.725299 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-1.04827 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.244765 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.231118 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.629616 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.393881 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.373071 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.0105261 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.519373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.367306 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.376862 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.259986 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.42555 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.167106 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.752362 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.460523 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.669892 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.283763 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.653605 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.357851 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.431727 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.436967 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.135226 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.141498 # DEPENDENCYPART_GRANDPAR
(13,10),(10,14),-0.186413 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.394093 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.197098 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.422801 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.629986 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.339681 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.148538 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0870795 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.473088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,17),-0.298127 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.286062 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.455318 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.456434 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.358037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,1),-0.724024 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.359838 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.647019 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.699924 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.970452 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.441061 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.477938 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.762444 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.493059 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.0797348 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.536529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.32621 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.589661 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.281088 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.503127 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.671651 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.831837 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.388184 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.456033 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.623829 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.366217 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.35321 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.105293 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.00797243 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.476783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,17),-0.432337 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.424542 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.472385 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0219448 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.512736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,1),-0.342285 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.189832 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.149267 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.289969 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.58952 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.49678 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.103426 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.2414 # DEPENDENCYPART_GRANDPAR
(15,5),(5,16),-0.282047 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.425312 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.451912 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.212606 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.384558 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.34407 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.443096 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.137753 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.216378 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.0438247 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-0.279754 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.289969 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.288222 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.206413 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.103426 # DEPENDENCYPART_GRANDPAR
(15,8),(8,16),-0.282047 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.425013 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.360002 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.229625 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.295589 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.32007 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.340778 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.382158 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.227021 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0748968 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.334768 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.204328 # DEPENDENCYPART_GRANDPAR
(15,10),(10,16),-0.285759 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.425312 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.451912 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.212606 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.384558 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.34407 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.423503 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.55789 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.251021 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.00329072 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.0410861 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.319454 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.0438247 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.116132 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.279754 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.279199 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.160681 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.372092 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.407587 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.0581638 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.128068 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.0539861 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.0354964 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.263834 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.2813 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.0120435 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.237917 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.094569 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.106454 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0976313 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.0245367 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.730301 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.553333 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.529897 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.486846 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.655275 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.614045 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.562226 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.219428 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.263894 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.296439 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.377968 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.131582 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.0209596 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.324989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.254106 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0686059 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.228198 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.0858138 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.124488 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.250685 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.271671 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.247993 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.215391 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.187629 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.189427 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.142275 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.127701 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.255844 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.406357 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.633203 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.397283 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.590041 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.0424489 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),0.14081 # DEPENDENCYPART_GRANDPAR
(17,1),(1,16),-0.0751985 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.371464 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.732701 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.0860025 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.275412 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.678296 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),0.097256 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-0.994115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,1),-0.579628 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.283368 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.397283 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.590041 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),0.14081 # DEPENDENCYPART_GRANDPAR
(17,3),(3,16),-0.0751985 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.658214 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.554125 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.139827 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.564406 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.228174 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.327269 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.539648 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.347758 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.721186 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),-0.097871 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.199072 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.153086 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.162431 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.416083 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.243455 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.676827 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.0384187 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.194932 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.01129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,4),-0.228174 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),0.0672944 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),0.0211123 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.347758 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),-0.097871 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.519216 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.137227 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.230199 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),0.0640055 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),0.0602381 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.0142349 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-0.842498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,1),-0.58218 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.28243 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.579327 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.242957 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.511374 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),0.0425492 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.143321 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.29541 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.154105 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.214408 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.100265 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.0751985 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.536232 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.287598 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.520572 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.31681 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.458344 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),0.019811 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.139865 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.24238 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.148953 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.460406 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.178738 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.069844 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.051406 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.945966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.269937 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),0.243455 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.0440854 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.200119 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.364588 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.0906925 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.426713 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.115517 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.01129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.344168 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.499127 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0726448 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.0768934 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.561937 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.24033 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.091284 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.39344 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),0.00898833 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.177476 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.547874 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.192247 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.0182568 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0325106 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0954141 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.966853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,14),-0.0991837 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.00605157 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.923471 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.480683 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.902043 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.939013 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.26085 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.345506 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.723049 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.510367 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.847638 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.0775917 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.257102 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.221147 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.175343 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.121898 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.168798 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.819038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,2),-0.139023 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.44072 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.533302 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.381479 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),0.0155587 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),-0.176967 # DEPENDENCYPART_GRANDPAR
(18,1),(1,16),-0.0380111 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),0.0690609 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.623356 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.115118 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),0.150028 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.517129 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),-0.307643 # DEPENDENCYPART_GRANDPAR
(18,2),(2,17),0.207075 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),0.297444 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.0957503 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.533302 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.381479 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.176967 # DEPENDENCYPART_GRANDPAR
(18,3),(3,16),-0.0380111 # DEPENDENCYPART_GRANDPAR
