# _root_ Bu , dedikodu _ _ denen haz dünyasından ırak _ yaşayan bir püriten olsun , _ gidip zaman_zaman ona içimizi_dökelim .
#goldHeads=14,0,4,5,6,8,8,9,10,11,13,13,14,15,20,17,20,20,20,21,0,
#predictedHeads=14,0,5,5,6,7,8,10,10,11,13,13,14,15,20,17,20,20,20,21,0,
(7,6),(6,5),0.0659307 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.825046 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.627785 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.297467 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.589555 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.389137 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.24547 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.686386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.154704 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0454977 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.00643467 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.342281 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.277886 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.615969 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.415551 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.260401 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.822445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.665781 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.241802 # DEPENDENCYPART_GRANDPAR
(7,20),(20,1),-0.811734 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),-0.650037 # DEPENDENCYPART_GRANDPAR
(7,20),(20,5),-0.430852 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.757648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,8),-0.600984 # DEPENDENCYPART_GRANDPAR
(7,20),(20,9),-0.250569 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),-0.23358 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),-0.260201 # DEPENDENCYPART_GRANDPAR
(7,20),(20,12),-0.105328 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),-0.486101 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),-0.254082 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),-0.347161 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.0893218 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.427365 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.41936 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.442264 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.402394 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.238303 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.268928 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.544824 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.660581 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.45132 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.386468 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.365914 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.629977 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.620597 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.518806 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.342611 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0723823 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.251028 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.543452 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.426512 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.346175 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.0450369 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.350764 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.527606 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.268013 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.265357 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.387338 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.528229 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.426512 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.346175 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.0450369 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.192946 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.350764 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.387338 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.474679 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.00573963 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0846289 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.185599 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.620597 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0337087 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.256121 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.0141073 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.305559 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.00457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.423365 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.251028 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.543452 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.566111 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.295883 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.538071 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.361997 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.903097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,18),-0.33204 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.754478 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.188133 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.520776 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.250547 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.474863 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.218757 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.980688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.318167 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.294437 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.095018 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.0804303 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.0624727 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.370537 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.289737 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.344829 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.245983 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.861773 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.615247 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.338116 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.52314 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.36874 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.767039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.326753 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.172599 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.38044 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.19591 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.123121 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.253061 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.000702237 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.370888 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.351578 # DEPENDENCYPART_GRANDPAR
(8,20),(20,1),-0.848461 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-0.637499 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),-0.311183 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),-0.342111 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.838301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),-0.285876 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),-0.269449 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),-0.338307 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),-0.150792 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),-0.511317 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.200986 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.37214 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.184042 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.386833 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.508763 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.511719 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.361231 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.0397705 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.268139 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.165913 # DEPENDENCYPART_GRANDPAR
(9,4),(4,10),-0.250354 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.220901 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.215864 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.284635 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.129465 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.268759 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.0397705 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.268139 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.165913 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.120713 # DEPENDENCYPART_GRANDPAR
(9,5),(5,10),-0.250354 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.129465 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.427479 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.388723 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.209449 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0940583 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.119516 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.248003 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.158777 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.0433861 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.149068 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0381696 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.43477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,12),-0.361194 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.305995 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.120301 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.26291 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.248496 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.159173 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0437827 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.144705 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0886739 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.43477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.20622 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.361194 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.324762 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.305995 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.286263 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.33333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,11),-0.106168 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.32816 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.171608 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.0677554 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.126227 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.0640697 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.0886695 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.11339 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.544747 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.347414 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.513982 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.196291 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.27956 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.367526 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.215695 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),-0.475375 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.553236 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.208889 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.405337 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.485796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,13),-0.372168 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.662469 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.308313 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.100144 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.272901 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.553236 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.208889 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.405337 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.000578222 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.485796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,17),-0.100144 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.257652 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.336519 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.0833675 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.171334 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.513982 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.284156 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.223827 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.311794 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.101678 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.188926 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.17553 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.215695 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.475375 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.504448 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.189781 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.272825 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.2141 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.302066 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0776726 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0754909 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.17553 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.588048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.215695 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.623927 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.475375 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.0833343 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.171301 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.177636 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.138953 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.111976 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.4618 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.718697 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.334347 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.656505 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.333693 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.459171 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.424742 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.30578 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.405052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.164177 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.124305 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.620436 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.13999 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.171836 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.167462 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.29417 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.702887 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.411802 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.671921 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.53759 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.625556 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.376114 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.474587 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.440159 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.348201 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.491944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.108851 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0664587 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.385608 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.293677 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.0282285 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.176886 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.159876 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.35506 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.515577 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.433238 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.521204 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.310351 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.275766 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.282437 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.821808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.274367 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.194994 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.646401 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.957633 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0445144 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.017409 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.0784896 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),0.220167 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.357321 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.207412 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.172983 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),-0.213325 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.155698 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.633502 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.798595 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.456052 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.314787 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.277808 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.493147 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.452344 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.436854 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.438296 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.403867 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.499877 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.402849 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.149715 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.443921 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.333693 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.30578 # DEPENDENCYPART_GRANDPAR
(10,18),(18,11),-0.164177 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.124305 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.388111 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.665075 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.38343 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.227568 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.229663 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.493442 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-0.702886 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-0.411379 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-0.625555 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-0.474416 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-0.439987 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),-0.3482 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.505408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),-0.123483 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),-0.081091 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),-0.431918 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.705908 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.382097 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.327924 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.187595 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.323132 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.508867 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.534145 # DEPENDENCYPART_GRANDPAR
(10,21),(21,5),-0.665251 # DEPENDENCYPART_GRANDPAR
(10,21),(21,6),-0.37822 # DEPENDENCYPART_GRANDPAR
(10,21),(21,9),-0.350306 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-0.717884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,11),-0.248178 # DEPENDENCYPART_GRANDPAR
(10,21),(21,12),-0.187262 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),-0.577623 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),-0.803942 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),-0.475239 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.540401 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.333158 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.475193 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.691893 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.500914 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0429846 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.352767 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.151363 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.129546 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),0.018951 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-0.0696526 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.0429341 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.223643 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.0872017 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.116868 # DEPENDENCYPART_GRANDPAR
(11,3),(3,12),-0.11564 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-0.042635 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.0429341 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.0284394 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0371436 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.0668103 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.177468 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.111519 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.217356 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),-0.11564 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-0.042635 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.0437184 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.225326 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.027947 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0375401 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0672069 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.18183 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0857592 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.217356 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.114202 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.11564 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.16541 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.042635 # DEPENDENCYPART_GRANDPAR
