# _root_ Ilık et suyunun yanında _ _ haşlanmış geyik eti , _ kızarmış ekmek , bir de ılık çay vardı masada .
#goldHeads=3,3,4,19,6,7,9,9,10,13,12,13,14,18,18,15,18,19,21,19,0,
#predictedHeads=2,3,4,6,6,7,9,9,19,0,12,13,19,0,18,15,18,19,21,19,0,
(10,1),(1,3),-0.258864 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),-0.561493 # DEPENDENCYPART_GRANDPAR
(10,1),(1,20),-0.622577 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.548237 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.243425 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.199431 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.0133401 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.340105 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.538288 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.494294 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.664393 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.406548 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.387019 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.863381 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.538288 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.494294 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.664393 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.358331 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.457082 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.255409 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.406548 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.387019 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.677714 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.337318 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.293324 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.466664 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0291986 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0774302 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.0943211 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.622577 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.567975 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.249667 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.205673 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.378466 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.0702693 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0363595 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.241764 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.49087 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.598192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,15),-0.340122 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.535589 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.23222 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.188226 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.36102 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.081084 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0255447 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.198259 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.186009 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.598099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.285975 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.577881 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.363192 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.437461 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.546702 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.510987 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.518428 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.0401445 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.222915 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.578258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.419805 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.546164 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.238221 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.568252 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.449416 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.658731 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.606639 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.456598 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.609 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.34136 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.447989 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.484705 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.103124 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),0.159784 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.384601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0924315 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.372226 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.189793 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.454716 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.400384 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.507013 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.52766 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.507483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.424968 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.313 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.487748 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.359182 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.0592599 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.441421 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.399905 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-0.485272 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.441278 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.594106 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.392096 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.498725 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.505983 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.0879406 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),0.175105 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.345192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),-0.051792 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.100153 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.154481 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.0786494 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.133938 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.192623 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.204919 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.239892 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.216693 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.311596 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-0.198144 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),0.0649108 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.379481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,13),-0.126036 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.112938 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.163066 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),0.0273308 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.28709 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.225972 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.0931748 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.360649 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0333597 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.466724 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.280242 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.0329858 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.563828 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.322672 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.440094 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.28112 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.573532 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.692529 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.451373 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.645761 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.161996 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.207288 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.706456 # DEPENDENCYPART_GRANDPAR
(11,6),(6,12),-0.0054967 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.583489 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.109662 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.627045 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.385888 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.617147 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.24228 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0130035 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.544388 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-0.581249 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.0209653 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.550156 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.309 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.543423 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.362657 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.133381 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0448436 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.381752 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.212062 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.28025 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.0315085 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.581493 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.340336 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.574759 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.389025 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.159749 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0441938 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.332015 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.212613 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.557032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.298113 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.693959 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.0611452 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.490297 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.168895 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.0603819 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.0429763 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.263209 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.16855 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.527715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.118573 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.271192 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.676937 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.495435 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.63968 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.890711 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.607161 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.377884 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.270987 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.634703 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.553942 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.157152 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.441922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,18),-0.213855 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.56163 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.32467 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.267631 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.394702 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.28565 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.697608 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.616808 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.10667 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.374037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0116654 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0887841 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.00829335 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.251801 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.111096 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.186619 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.528446 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.594656 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.365379 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.262307 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.158691 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.790793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.124439 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.327665 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.0815798 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.00202178 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.191881 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.247836 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.95358 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.697603 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.616802 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.10667 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.375447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.0120357 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.0550179 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.324925 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.189223 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.323651 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.20824 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.282304 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-0.960158 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.719002 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.970999 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.69914 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.469863 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.328107 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.714076 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.633264 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.183739 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.477555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.0237037 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.106051 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.324868 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.147259 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.315464 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.1725 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.344978 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.304329 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.424684 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-0.697889 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-0.617089 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.106956 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),-0.0552753 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.325182 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.189481 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.323945 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.208497 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.301467 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.587626 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.261708 # DEPENDENCYPART_GRANDPAR
(11,21),(21,1),-0.312157 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),-0.738702 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),-0.509426 # DEPENDENCYPART_GRANDPAR
(11,21),(21,7),-0.330176 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),-0.581285 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.686869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),-0.0982503 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),-0.266255 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.416363 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.25181 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),0.0744453 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.294454 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.498875 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.707357 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.60457 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.237772 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.399136 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.228108 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.377801 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.232999 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.187091 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.212286 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.317046 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.172244 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.080546 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.372451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,19),-0.231354 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.228119 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.317046 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.172244 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.080546 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.1033 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.163303 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.475829 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.372451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,19),-0.231354 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.214304 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.542682 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.397881 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.188759 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.188008 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.180176 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.355767 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.226197 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.261506 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.406679 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.261877 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.055095 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.14719 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.139359 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.161002 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.130478 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.535977 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.212286 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.232198 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.394576 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.249774 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.0429916 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.141438 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.133607 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.120575 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.158622 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.535977 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.0202813 # DEPENDENCYPART_GRANDPAR
(12,9),(9,13),-0.311768 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.194264 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),0.115609 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.00421082 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.260851 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.253019 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.221598 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.126737 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.0755782 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.285851 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.36258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.147901 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.221424 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.207323 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.317046 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),0.080546 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.0954684 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.12213 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.0815149 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0984335 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.346574 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.372451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.207907 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.115821 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.16117 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.231354 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.132261 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.208237 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.358276 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.472581 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.28288 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.580557 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.196713 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.258296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.151151 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.0668004 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.179251 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.192409 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.0121761 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),0.0564971 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-0.682105 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-0.537303 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.33462 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.411138 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.403306 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.28154 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.448514 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.258802 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.601681 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.244329 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.228441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),-0.183286 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.0527984 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.132924 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.106083 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.0420319 # DEPENDENCYPART_GRANDPAR
