# _root_ Çam fidanı , _ süslü eşyalarla dolu _ olan bu salonda doğadan , topraktan _ iyice _ uzaklaşmıştı .
#goldHeads=2,18,0,5,6,7,8,9,11,11,18,13,14,18,16,18,18,19,0,
#predictedHeads=2,18,0,5,6,8,8,9,11,11,12,18,0,18,16,18,18,19,0,
(12,14),(14,7),-0.292395 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.463363 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.230832 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.321325 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.641061 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.435119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.0637345 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0457625 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.146476 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.0526571 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.42914 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.510978 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.713565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.0629004 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.38513 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.113878 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.942826 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.424564 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.174035 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.850606 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.520432 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.936264 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.300377 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.505077 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.239033 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.319752 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.61444 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.506381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.0280638 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.177946 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.226352 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.149821 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.127932 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.130704 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.259629 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.312139 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.0233458 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.468932 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.163907 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.216417 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.233928 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.437618 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.3306 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.256085 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.149153 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.00528894 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.261737 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),0.0624364 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.410623 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.454619 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.214266 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.0143852 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.108118 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.322164 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.465405 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.517915 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.178075 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.804597 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.652808 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.478351 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.501452 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.334555 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.240823 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.502923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.258775 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.325187 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.285014 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.50245 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.322753 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.375263 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.0135934 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.533773 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.515951 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.335699 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.35804 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.155939 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),0.233865 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.437819 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.330237 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.177052 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.16541 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0548153 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.156231 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.150609 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.245432 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.521347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.41678 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.229517 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.261737 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.163907 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),0.233928 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.437618 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.3306 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.176853 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.165774 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.0547501 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.156595 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.1503 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0857877 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.521347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.41678 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.229517 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.261737 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.508081 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.509344 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.492776 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.385807 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.277952 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.184214 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.302728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.275237 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.13893 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.21477 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.429336 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.481847 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.442282 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.1847 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.0909681 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.298646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.0962032 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.124912 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.408275 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.460786 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.256247 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.845928 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.625353 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.421221 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.463603 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.526131 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.449279 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.333806 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.163653 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.0699071 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.270456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.0095123 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.0660253 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.158186 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.00555868 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.156782 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.489298 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.541809 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.664685 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.502245 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.502935 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.597956 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.488702 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.244663 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.15093 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.389511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.174548 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.119377 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.323273 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.179844 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.114581 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.235363 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.115094 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.115282 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.454592 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.704515 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.0270083 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.771516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,1),-0.577363 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.374425 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.166793 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.0903301 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.166273 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.547611 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.108939 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.781281 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.103775 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.203136 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.627329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,16),-0.139238 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.58674 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.0662829 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.599599 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.396661 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.223101 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.00699856 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.125589 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.569847 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.063282 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.218014 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.329444 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.215659 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.182156 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.616513 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.102509 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.424958 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.123475 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.186656 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.109873 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.21435 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.777312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.360635 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.617899 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.651366 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.334682 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.220758 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.193126 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.621614 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.113478 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.430192 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.134445 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.191643 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.490365 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.21435 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.777312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.360635 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.617899 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.0832639 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.20596 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.0471707 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.549668 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.0848371 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.193644 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0808005 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.597981 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.816011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.330242 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.704425 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.232877 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.684288 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.675089 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),0.0024375 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.107124 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.818224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.103456 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.947262 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.744324 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.91751 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.791076 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.113569 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.218922 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.630372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.172937 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.495703 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.684288 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.379079 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.675089 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),0.0024375 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.107124 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.818224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.305558 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.265183 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.586204 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.380846 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.160479 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.226441 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.614375 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.379041 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.623025 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.507148 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.244977 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.311427 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.217309 # DEPENDENCYPART_GRANDPAR
(15,8),(8,16),-0.126222 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.338578 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.252065 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.134311 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.342638 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.284544 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.306248 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.284016 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.318882 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.324172 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.0958346 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.0906145 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.316541 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.0629466 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.568902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,18),-0.313311 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.513447 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.13458 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.342672 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.285792 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.306284 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.285264 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.319148 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.32542 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.095731 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.191072 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.316541 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.0629462 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.568902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,18),-0.313311 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),0.134586 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.160751 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),0.116976 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.387994 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),0.0388509 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.142789 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0511884 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.215996 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.174461 # DEPENDENCYPART_GRANDPAR
(15,13),(13,16),-0.228455 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.351532 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.279659 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.285264 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.319148 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.32542 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.095731 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.191072 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.0704623 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.128517 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.568902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.206896 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.369876 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.85042 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.645061 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.643256 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.5287 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.26651 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.363002 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.238842 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.395408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,2),-0.693784 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.464504 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.716155 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),-0.38593 # DEPENDENCYPART_GRANDPAR
(16,1),(1,18),-0.0290476 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.741237 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.926802 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.38593 # DEPENDENCYPART_GRANDPAR
(16,2),(2,18),-0.0290476 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.741237 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.62686 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.475097 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.854775 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.357091 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.413681 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.589656 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.38593 # DEPENDENCYPART_GRANDPAR
(16,6),(6,18),-0.0290476 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.475097 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.854912 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.356633 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.649368 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.297935 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.512609 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.458486 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.335128 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.375738 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.302406 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.29106 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.0584848 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.0290476 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.741237 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.475097 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.854775 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.357091 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.649231 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.298393 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.512607 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.458944 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.334913 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.32702 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.302406 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.291059 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.0584848 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.0290476 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.286656 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.57186 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.249869 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.639419 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.427404 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.369211 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.255319 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.231442 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.404149 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.234349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.0472624 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.0707993 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.298393 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.512607 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.458944 # DEPENDENCYPART_GRANDPAR
