# _root_ Ana'nın _ orada_olmadığını _ söyledikten sonra ben , buna ne inanırmış , ne de inanmazmış gibi bir tavır takındım .
#goldHeads=2,3,4,5,6,19,15,0,15,11,18,0,15,13,16,18,18,19,20,0,
#predictedHeads=3,3,4,5,6,11,11,0,11,11,12,19,15,13,16,19,18,19,20,0,
(11,7),(7,14),-0.061129 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.0064228 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.153933 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.0208495 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0484284 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.00603049 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.00450784 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.13956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.110343 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-1.01427 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.49817 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.779879 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.117712 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.338981 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.0597305 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.0136228 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.0754706 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.574842 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.40006 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.219406 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.158543 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.0582283 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.0457168 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.33749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.298433 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.34512 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.226099 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.336154 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.110731 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.200287 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),-0.142211 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.000577832 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.12594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),0.0646425 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.29968 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.672753 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.482139 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.497971 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),0.0169613 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.254945 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.224116 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.0728971 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.0568483 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.0641075 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.13154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.153584 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.109564 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.234131 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.00692564 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.333629 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.734998 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.217142 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.0973266 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.0870104 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),-0.14454 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.0737346 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.165584 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.960414 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.381649 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.0025443 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.268055 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.228097 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.0288625 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.0647798 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.0678164 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-1.07748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.136065 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.0673238 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.281912 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.952187 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.0465879 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.103105 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.29968 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-0.672753 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.482139 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.497971 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),0.0169613 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.254945 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.224116 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.0728971 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.0568483 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.0641075 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-1.13154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.153584 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.109564 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.234131 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-1.00625 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.0812052 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.0695667 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.508799 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.217142 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.28281 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-0.719294 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-0.544512 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-0.287736 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-0.224133 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.113424 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-1.18992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),-0.219038 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),-0.0324429 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.0508087 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-1.06463 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.0668578 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.141919 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.627221 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.830238 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.716031 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.831309 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.408106 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.764976 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.207356 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.350668 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),0.0352716 # DEPENDENCYPART_GRANDPAR
(12,2),(2,13),-0.241453 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-0.248757 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.716031 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.550844 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.717523 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.764976 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.207356 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.173978 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.15769 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.350668 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.0352716 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-0.511765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-0.241453 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.248757 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.222334 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.338555 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.136988 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.389251 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.314547 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.497207 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.313435 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.111868 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.00788792 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.0870687 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.220532 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.0565072 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.542232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,15),-0.258968 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.308456 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.463929 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.416504 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.00463435 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.00915651 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.141224 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.27908 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.177122 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.280571 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),0.0244452 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.214238 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.260873 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.191639 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.19702 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.285344 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0351851 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.515026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.263999 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.259164 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.244988 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.212049 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.263542 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.449949 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.506185 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.242788 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.315593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.145159 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.658902 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.582763 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.660393 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.381196 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.59406 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.181568 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.288055 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.162368 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.112217 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.204208 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.000745281 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.279299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.0664223 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.235893 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.146308 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.111451 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.116227 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.164046 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.148348 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.237855 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.336059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.145591 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.15453 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0142067 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.000433138 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.708367 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.259814 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.325503 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.177531 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.154416 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.297851 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),0.018763 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.311571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.151246 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.0146484 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.0458857 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.0729679 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.1743 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-0.658902 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-0.582763 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-0.660393 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.381196 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.59406 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.181568 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.288055 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.162368 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.112217 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.204208 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.000745281 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.279299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),-0.0664223 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.235893 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.0467483 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.0462662 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.147237 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.0294184 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.164046 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.0920302 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.52403 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.60361 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.0787456 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.382778 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.318816 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.259061 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.152823 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.439819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.27666 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.283569 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.198773 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.270724 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.476559 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.328694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,1),-0.646105 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.409301 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.634341 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.391787 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.607083 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.234877 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.351232 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.264818 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.103473 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.251647 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.120616 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.0267157 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.469778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.358235 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.307322 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.386926 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.356064 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.3886 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.436202 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.00179097 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.505731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,2),-0.285674 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.288763 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.776828 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.533116 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.292974 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.177222 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.261369 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),0.996906 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),-0.00959596 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.24807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,1),-0.322429 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.184953 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.296078 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.288763 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.0506216 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.366586 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.292974 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.177222 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.257104 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.192031 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.261369 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),0.996906 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.0444994 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),-0.00959596 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.24807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,16),-0.183472 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.322429 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.400252 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.195357 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.245738 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.256142 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),0.139851 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.250248 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.336326 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.0192444 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.0296486 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.0345672 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0825049 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.209301 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.873883 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.018217 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.31988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,18),-0.487585 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.962505 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),0.0920146 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),0.0984679 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.0458693 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.0749126 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),0.0497729 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.328973 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.147359 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.406796 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.157763 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),0.0770535 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.0991381 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.0476772 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.0557922 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.169833 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.185858 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.020365 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.104028 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.303267 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.41427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.352987 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.618826 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-1.0569 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.508179 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.0192444 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.0296486 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.0345672 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.0825049 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),0.0827345 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.041123 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),1.74096 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.0424729 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.31988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.301357 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.487585 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.962505 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.0749126 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.197304 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.287624 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),1.47343 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.242411 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.123024 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.291803 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),0.024507 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.0400296 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.00111485 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.26602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),-0.371064 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.243057 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.254194 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.316632 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.0545602 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.394377 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.272609 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),1.04335 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),0.0929711 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.0208356 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),0.00214638 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.25779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.224246 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.147381 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.629582 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.538065 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.707406 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.548469 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.223552 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.241084 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.312651 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.0985948 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.386445 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.2689 # DEPENDENCYPART_GRANDPAR
