# _root_ Kızaklarda _ _ _ kullanılan tahta , deri ve boynuzların dışında tek_tük halatlar , sicimler de dış dünyadan geliyor bu dağlara .
#goldHeads=4,3,4,5,6,7,8,9,10,11,19,13,14,15,19,15,18,19,22,21,19,0,
#predictedHeads=4,3,4,5,6,7,8,9,10,11,19,13,19,0,19,15,18,19,22,21,19,0,
(9,8),(8,4),-0.123028 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.0194297 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.132918 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.53919 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.500084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.358807 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.401863 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.343117 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.417184 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.452067 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.254556 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.416044 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),0.178663 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),0.00298389 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.413642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0392034 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.120458 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.150559 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.224068 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.463913 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.254556 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.416044 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),0.178663 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),0.00298389 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.413642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.0756163 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.124132 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0582165 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.0331911 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.0169555 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.150908 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.231869 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.0720785 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.293367 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.251067 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.176278 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.103013 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.490491 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.411969 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.0153754 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.280628 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.512725 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0313885 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.183011 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.558772 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.263481 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.313065 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.394795 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.531304 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.10396 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.168467 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.091144 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.132607 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.399959 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.64551 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.235399 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.414914 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.0124304 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.291544 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.326857 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.347184 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.183012 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.440819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.403668 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.495937 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.558772 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.263481 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.413553 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.424088 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.00325657 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.100341 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.32458 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.47763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.671512 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.272802 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.503781 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.635504 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.454416 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.206133 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.213411 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.203287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.178853 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.183497 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.188402 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0432799 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.366741 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.043708 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.87324 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.299216 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.519388 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.199391 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.213573 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.339342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.533224 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0108243 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.441465 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),0.148194 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-0.385999 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-0.862303 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.741967 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.314623 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.608928 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.476678 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.179557 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.199638 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.277508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),-0.471403 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.266191 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.332626 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.307058 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.19241 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.0210797 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.384733 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.62305 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),0.151695 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.0688591 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.65311 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.00816222 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.421607 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.432418 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.0574155 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.365473 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.341112 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.169119 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.0729611 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.543641 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.479446 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.307453 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.324433 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.320187 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.113496 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.132594 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.51403 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.247373 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.324016 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.466236 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.614712 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.442719 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.233584 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.11217 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.277489 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.413977 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.600767 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-0.500817 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.482391 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.310398 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.335349 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.28673 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.143095 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.132595 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.196974 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.467888 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.550168 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.51403 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.247373 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.475008 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.502582 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.330589 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0693288 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.171686 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0416809 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.827276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,5),-0.324292 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.283643 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.149144 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0382987 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0983781 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.790463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.467888 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.51403 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.247373 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.921497 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.624904 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.326848 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.344273 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.162882 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.0338102 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.688987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,15),-0.149772 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.52628 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.131509 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.383626 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.568067 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.59648 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.261876 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.351016 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.162719 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.0405531 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.552931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.371278 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.185297 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.169292 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.236965 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.197675 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.5458 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.312734 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),0.0124347 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.852119 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.680126 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.624216 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.389715 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.0792517 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.717244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.391494 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.47664 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.227261 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.149248 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.128209 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),0.245524 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.568067 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.59648 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.162719 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.0405531 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.552931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.371278 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.312635 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.35634 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.236965 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.197675 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.5458 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.312734 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.0124347 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.151029 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.357052 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-0.910561 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.812305 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.640312 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.569905 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.284139 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.324442 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.148947 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.0139786 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.627439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.330683 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.387129 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.321349 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.317343 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.0460009 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.31911 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.693852 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.121755 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.093236 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.723639 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.550758 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.330626 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.554908 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.32738 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.19181 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.58551 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.702869 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.349361 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.173295 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.053166 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.186495 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.321159 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.280801 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.393512 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-0.34565 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.229873 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.0538075 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.414584 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.237244 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.159434 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.162116 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.420869 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.487108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.436198 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.366263 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.419166 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.648066 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.281772 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.105706 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.272499 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.108363 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.47414 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.119169 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.406835 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.237244 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.164002 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0707943 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.0295976 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0658963 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.487108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,19),-0.366262 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.419166 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.055071 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.411073 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.235859 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.170081 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.0694097 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0288686 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.265589 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.487108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.436197 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.244281 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.402846 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.366262 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.419166 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.542236 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.545031 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.220262 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.574021 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.219051 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.385669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.283042 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.1997 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.141522 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0991803 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.0843707 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.17762 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.183629 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.0797797 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.944046 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.823243 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.542236 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.545031 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.404898 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.220262 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.574021 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.219051 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.385669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.283042 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.1997 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.249691 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.0299251 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.126026 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.183629 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.0797797 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.542236 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.404898 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.220262 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.219051 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.385669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),-0.283042 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.1997 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.249691 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),0.0299251 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.126026 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.238264 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.254659 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.258681 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.385562 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.378782 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.110175 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.260388 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.0329675 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.409716 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.3073 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.421291 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.19387 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.151333 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.12884 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.0577367 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.162285 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.349255 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-0.241764 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),0.00636157 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.211604 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.540626 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.313205 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.0391723 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.129064 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.221733 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.205302 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.435993 # DEPENDENCYPART_GRANDPAR
(13,7),(7,21),-0.216877 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.424236 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.196815 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.162249 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.288937 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.0367012 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.162286 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.00989291 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.0339053 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.633604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,19),-0.349255 # DEPENDENCYPART_GRANDPAR
