# _root_ Ben bir hizmet _ insanıyım , söylerim , _ söylediğimin arkasından giderim ve bana neye mal olursa_olsun ben bununla iftihar ederim .
#goldHeads=4,3,4,5,6,22,8,22,10,11,12,13,21,15,17,17,21,19,20,21,22,0,
#predictedHeads=5,3,4,5,6,7,8,21,10,11,12,13,21,17,17,17,21,21,20,21,22,0,
(7,17),(17,5),-0.0290007 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),0.160101 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.319184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),-0.205043 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),0.143341 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.726261 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.77674 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.162768 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.0527455 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.142768 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.590608 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.711529 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.0165466 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.634241 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.652676 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.304422 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.422911 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),-0.669068 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),-0.719547 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),-0.209418 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),-0.163419 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.654002 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.722958 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.159707 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.753894 # DEPENDENCYPART_GRANDPAR
(7,21),(21,1),-0.527843 # DEPENDENCYPART_GRANDPAR
(7,21),(21,3),-0.56358 # DEPENDENCYPART_GRANDPAR
(7,21),(21,4),-0.626583 # DEPENDENCYPART_GRANDPAR
(7,21),(21,5),-0.0290007 # DEPENDENCYPART_GRANDPAR
(7,21),(21,6),0.160101 # DEPENDENCYPART_GRANDPAR
(7,21),(21,7),-0.315309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,21),(21,8),-0.201168 # DEPENDENCYPART_GRANDPAR
(7,21),(21,9),0.147216 # DEPENDENCYPART_GRANDPAR
(7,21),(21,10),-0.722262 # DEPENDENCYPART_GRANDPAR
(7,21),(21,11),-0.772741 # DEPENDENCYPART_GRANDPAR
(7,21),(21,12),-0.158893 # DEPENDENCYPART_GRANDPAR
(7,21),(21,13),-0.0399603 # DEPENDENCYPART_GRANDPAR
(7,21),(21,14),-0.136347 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),-0.584187 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),-0.70753 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),-0.773147 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.153076 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.732736 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.828676 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.418389 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.185832 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.346291 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0650795 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.166705 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.198961 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.285905 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.478696 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.379704 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.289071 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.62346 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.214777 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.148538 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.299885 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.438908 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.666268 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.186763 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.349086 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0660111 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.167636 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.11153 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0719509 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.452169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.167852 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.41838 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.483112 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.285905 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.329847 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.424929 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.478696 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.652289 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.65256 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.411554 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.585087 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.22503 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.283245 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.0965448 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.447492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.47551 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.567185 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.352447 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.283884 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.391651 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.491471 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.535826 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.7038 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.665525 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.562445 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.455252 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.618445 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.22126 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.286505 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.0927757 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.216442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.0829008 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.125419 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.190151 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.0532991 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0858324 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.00191027 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.0474516 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.0912063 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.0988744 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.303535 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.665525 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.455252 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.618445 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.22126 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.286505 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.0927757 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.216442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.0829008 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.125419 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.190151 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.00583156 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.16673 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.0707393 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.0708102 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.0370878 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.0336343 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.0695676 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.0988744 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.303535 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.409551 # DEPENDENCYPART_GRANDPAR
(8,21),(21,1),-0.665525 # DEPENDENCYPART_GRANDPAR
(8,21),(21,3),-0.458014 # DEPENDENCYPART_GRANDPAR
(8,21),(21,4),-0.621207 # DEPENDENCYPART_GRANDPAR
(8,21),(21,5),-0.22126 # DEPENDENCYPART_GRANDPAR
(8,21),(21,6),-0.286505 # DEPENDENCYPART_GRANDPAR
(8,21),(21,7),-0.0927757 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-0.211808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,9),0.087535 # DEPENDENCYPART_GRANDPAR
(8,21),(21,10),-0.117129 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),-0.181861 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),0.0104658 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),-0.158196 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),0.0804652 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.0610843 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.0287979 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.128558 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.087735 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.123252 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.177446 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.409551 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.786509 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.268316 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.65232 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.768098 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.40538 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.478866 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-0.219589 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.717675 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.453347 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.416222 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.296374 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.515003 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.496389 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.723887 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.279603 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.299877 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.749431 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.167718 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.760164 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.398722 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.671931 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.394316 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.717675 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.454278 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.416222 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.296374 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.764901 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.269014 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0918136 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.57062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.443776 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.441163 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.496389 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.757819 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.769597 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.723887 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.491982 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.279603 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.167718 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.127975 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.112347 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.466269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,12),-0.398722 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.671931 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.394316 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.914425 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.74631 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.961465 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.863259 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.236085 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),0.0122371 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.312591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,1),-0.914425 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.545738 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.74631 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.961465 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.863259 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.236085 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.583195 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),0.0122371 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.312591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.192714 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.222667 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.288309 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.531239 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.260807 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.920088 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.568745 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.761555 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.971349 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.943654 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.313116 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.663589 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.0647946 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.412946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.236521 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.233908 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.224782 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.267682 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.495816 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.416587 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.590844 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.369188 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.313197 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.622172 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.412977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),-0.339386 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.387132 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.545738 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),0.0122371 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.312591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.192714 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.190101 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.306523 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.431453 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.302106 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.547525 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.514581 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.382355 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.354675 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.244149 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.920088 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.761555 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.971349 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.943654 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.313116 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.663589 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.0647946 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.412946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),-0.236521 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.233908 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.347802 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.235488 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.244311 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.495645 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.550765 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.319552 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.629928 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.369188 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.313197 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.664021 # DEPENDENCYPART_GRANDPAR
(9,20),(20,10),-0.192714 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),-0.190101 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.431453 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.302106 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.506625 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.579731 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.378677 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.682928 # DEPENDENCYPART_GRANDPAR
(9,21),(21,1),-0.920088 # DEPENDENCYPART_GRANDPAR
(9,21),(21,3),-0.764317 # DEPENDENCYPART_GRANDPAR
(9,21),(21,4),-0.974111 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-0.943654 # DEPENDENCYPART_GRANDPAR
(9,21),(21,6),-0.313116 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-0.663589 # DEPENDENCYPART_GRANDPAR
(9,21),(21,8),-0.0647946 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-0.409071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,10),-0.232522 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),-0.229909 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),-0.343927 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),-0.222702 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),-0.23789 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),-0.489225 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.546766 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.617136 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.334554 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.62462 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.512633 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.659499 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.49284 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.225091 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.438537 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.346915 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.20803 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.364996 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.111802 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.346916 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.296666 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.341233 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.30664 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.295698 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.0777431 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.669452 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.142287 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.0255241 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.26438 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.210436 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.461325 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.119666 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.090911 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.274089 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.142287 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.210436 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.414934 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.00380657 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0872385 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.119666 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.090911 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.274089 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.204139 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.314715 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.229224 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.011537 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.346281 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.195092 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.260122 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.267774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.340573 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.00198172 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.0370547 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.426106 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),0.0267736 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.546098 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.156404 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.939399 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.263256 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.203709 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.793474 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.246195 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.307689 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.517082 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.791999 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.333355 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.280972 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.0732889 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.762118 # DEPENDENCYPART_GRANDPAR
(11,5),(5,12),-0.51529 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.790582 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.178976 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.0857845 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0310284 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.129673 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.927746 # DEPENDENCYPART_GRANDPAR
(11,6),(6,12),-0.557213 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.398764 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.679369 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.791999 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.334286 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.280972 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0732889 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.0939703 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.549494 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.616679 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.238392 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.182436 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.941945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.51529 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.631337 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.356841 # DEPENDENCYPART_GRANDPAR
