# _root_ İki gözü iki çeşme , _ öksürüp _ aksırarak , derdini _ anlatamadan bir köşeye _ çekilirmiş kara _ yazgılı hayvan .
#goldHeads=2,4,4,17,0,7,8,9,17,0,12,13,17,15,17,17,22,19,20,21,17,0,
#predictedHeads=2,3,4,9,0,7,8,9,17,0,12,13,17,15,17,17,22,19,20,21,22,0,
(8,21),(21,11),-0.252644 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),0.027831 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),-0.27595 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.300928 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.111653 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.491886 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.0110512 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.312829 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.0394719 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.347134 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.14129 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0213552 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.122329 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.0678511 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.062692 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.14129 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.115066 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.130065 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.0658718 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.0678511 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.151124 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.196822 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.120189 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.267356 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.200821 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.0535813 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.174084 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.117194 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.0908266 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.160735 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.00708771 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.184417 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.11342 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.288947 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.0951981 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.366882 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.190824 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.270258 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.190324 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.245609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.0559629 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.144061 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.0272167 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.217979 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.117794 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.10006 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.0837341 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.463646 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.598375 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.441658 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.455432 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0869384 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.168679 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.319666 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.0234166 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),-0.174866 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.221335 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.376155 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.567277 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.487927 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.666357 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.441192 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.308963 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0993225 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0309013 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.463646 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.598375 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.441658 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.455432 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.0869384 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.320869 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0302476 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0234166 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.487922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.319753 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.23598 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.376155 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.567277 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.487927 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.666357 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.441192 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.308963 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.0993225 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.125508 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.0291304 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.355062 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.482329 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.331432 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.354604 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.16185 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.366896 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),0.00828202 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.306864 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),0.200378 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.486504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.389479 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.316782 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.330128 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.479954 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.726013 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.526026 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.398302 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.16511 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.352787 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.00912311 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.292756 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),0.182973 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.255455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.0743976 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.0548914 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.0689825 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.132979 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.0279286 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.111294 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.0656254 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.0695447 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.0753222 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.290747 # DEPENDENCYPART_GRANDPAR
(10,21),(21,5),-0.180274 # DEPENDENCYPART_GRANDPAR
(10,21),(21,9),0.10589 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-0.287744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,11),0.0967672 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),-0.140372 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),-0.163206 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),0.0502983 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),0.0149254 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.27264 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.208977 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.119851 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.236388 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.325945 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.361324 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.386928 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.279294 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.51099 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.112709 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.0710704 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.0686929 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.181615 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.351229 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.553737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,15),-0.452769 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.223836 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.423104 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.527194 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.487617 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.386928 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.279294 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.51099 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.112709 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0710704 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0798634 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0530762 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.351229 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.28899 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.318781 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.189557 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.223836 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.423104 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.527194 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.487617 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.335749 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.177427 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.264841 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0426721 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.157113 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.257772 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.103876 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0479324 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.178661 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.419337 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.540789 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.675565 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.42939 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.510424 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.522107 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.346714 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.248504 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.407693 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),0.00585022 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.197853 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.276686 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.150257 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.679836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,15),-0.211823 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.103994 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.132823 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.247903 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.22594 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.340142 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.216775 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.241895 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.466186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.140616 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.230182 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.230786 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0453909 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.233781 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.263923 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.330022 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.16323 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.26685 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.441643 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.532851 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),-0.205554 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.400386 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.159211 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.271285 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.063665 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.298107 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.532789 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.15187 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.187883 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.127831 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.224498 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.949544 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.366814 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.770943 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.771045 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.598767 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.396485 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.560446 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.425828 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.0672658 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.389601 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.580654 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.276101 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.364701 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.40951 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.427753 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.676713 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.578114 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.307572 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.263721 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.30109 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.107072 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.0166084 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.598767 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.396485 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.560446 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.425828 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.0672658 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.253807 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.393754 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.276101 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.252199 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.51997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),0.00577488 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.427753 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.676713 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.578114 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.307572 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.263721 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.30109 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.107072 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.193865 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.161993 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.260706 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.0782788 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.082104 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.0352218 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.592904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,17),-0.771045 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.409621 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.063665 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.477056 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.298454 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.115436 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0638622 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.622221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-0.205554 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.66127 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.192724 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.537182 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.0741941 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.355126 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.439226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.125289 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.114165 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.285211 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.105298 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.38601 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.186519 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.425236 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.177257 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.0637566 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),0.0277981 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.103367 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.665693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.206577 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.145557 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.670845 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.765287 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.443895 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.130406 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.304254 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.0881215 # DEPENDENCYPART_GRANDPAR
(12,19),(19,13),-0.248706 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.188771 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.627039 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.47312 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.771532 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.0927049 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.381539 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.192724 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.295814 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.0741944 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.355127 # DEPENDENCYPART_GRANDPAR
(12,21),(21,13),-0.126582 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.120554 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.426749 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.348302 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.680139 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.00415643 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.512476 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.169352 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.480778 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.144705 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.317143 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.542233 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.310646 # DEPENDENCYPART_GRANDPAR
(13,2),(2,14),-0.0143119 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.144705 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.480708 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.166538 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.584517 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.310646 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.504132 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.512323 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.511558 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.192536 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.504132 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.512323 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.511558 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.192265 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.162007 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.358865 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.0557676 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.328336 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.156316 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.385407 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.0722063 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.0173426 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.166538 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.232868 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.202339 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.0245473 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.206508 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.116734 # DEPENDENCYPART_GRANDPAR
(13,11),(11,14),-0.0143119 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.0264591 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.187208 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.338451 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.216037 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.338616 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.343269 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.119826 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.0580706 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.0892977 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.154013 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0976632 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.212173 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),0.09085 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.13671 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),0.101002 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),0.0506168 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.151646 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.198303 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),0.00458969 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.00236485 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.240593 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0597668 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0178829 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.314738 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.470387 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.420222 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.235582 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.723528 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.368833 # DEPENDENCYPART_GRANDPAR
